,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Stuttgart Golf Club,White,M,73,74.0,98.3,131,38.0  /  131,36.0  /  130
,Yellow,M,72,71.3,95.0,128,36.7  /  126,34.6  /  129
,Blue,M,72,69.5,92.7,125,35.6  /  122,33.9  /  128
,Blue,F,74,75.6,107.1,134,38.7  /  134,36.9  /  133
,Red,F,72,71.8,101.4,126,36.6  /  123,35.2  /  128
