,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3,5D,4,4,3N,5,36
1,Back,405,394,350,215,535,425,387,184,519,3414
2,Front,344,356,331,180,453,388,349,147,488,3036
3,Ladies,302,319,312,149,404,353,291,141,415,2686
4,Hdcp,6,12,16,10,2,4,14,18,8,­
