,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,4,5D,3,4,3N,4,36
1,Back,395,548,388,360,574,153,404,180,412,3414
2,Reg.,371,522,365,348,551,140,372,161,371,3201
3,Lad.,334,447,301,228,505,106,280,128,285,2614
4,Hdcp,11,3,1,15,13,17,5,7,9,­
