,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4D,4,3,4,5,4,3N,4,36
1,Back,511,418,406,167,365,532,392,155,426,3372
2,Regular,481,379,374,150,350,516,362,141,383,3136
3,Ladies,410,254,259,125,310,447,284,106,278,2473
4,Hdcp,9,5,3,15,13,11,7,17,1,­
