,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,5,4,4,4D,5,3N,4,36
1,Blue,361,219,514,305,325,316,484,160,360,3044
2,WHITE,346,195,481,290,317,305,435,135,339,2843
3,RED,325,156,436,239,284,293,407,103,295,2538
4,Hdcp,10,14,4,16,2,12,6,18,8,­
