,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,4,3N,4,5,3,4D,36
1,Blue,401,374,542,433,180,409,544,172,422,3477
2,White,348,358,518,400,139,383,512,152,404,3214
3,Red,319,306,448,358,122,308,459,113,301,2734
4,Hdcp,11,15,5,1,13,9,3,17,7,­
