,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,3,4,4,4,5,3N,4,36
1,Black,419,552,190,429,396,400,559,190,391,3526
2,White,364,508,169,403,356,363,515,142,358,3178
3,Yellow,357,463,156,378,330,333,482,125,328,2952
4,Orange,300,416,125,320,285,275,435,125,291,2572
5,Hdcp,9,17,5,1,13,7,3,15,11,­
