,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Amanzimtoti Country Club,White,M,72,70.5,94.1,127,35.1  /  128,35.4  /  126
,Blue,M,70,69.1,91.9,123,34.2  /  123,34.9  /  123
,Red,M,72,66.3,87.9,116,32.9  /  117,33.4  /  115
,Blue(w),F,72,75.4,107.5,136,37.2  /  134,38.2  /  138
,Red(w),F,72,71.9,102.3,129,35.6  /  127,36.3  /  131
Beachwood,Yellow,M,72,72.0,97.3,136,35.9  /  141,36.1  /  131
,White,M,72,71.2,96.0,134,35.6  /  140,35.6  /  127
,Blue,M,72,68.8,91.8,124,34.1  /  125,34.7  /  123
,Red,M,71,68.0,90.5,121,33.8  /  123,34.2  /  119
,Blue(w),F,73,74.8,107.4,139,37.2  /  142,37.6  /  135
,Red(w),F,73,73.9,105.7,135,36.8  /  137,37.1  /  132
CATO RIDGE GOLF CLUB - CATO RIDGE COUNTRY CLUB,Yellow,M,72,72.0,95.8,128,36.0  /  129,36.0  /  127
,White,M,72,71.0,94.3,126,35.5  /  127,35.5  /  124
,Blue,M,72,68.5,90.3,118,34.2  /  121,34.3  /  114
,Red,M,72,67.7,89.0,115,33.9  /  117,33.8  /  112
,Blue(w),F,72,74.7,106.0,133,37.5  /  135,37.2  /  131
,Red(w),F,72,73.4,104.1,130,37.0  /  132,36.4  /  128
MOUNT EDGECOMBE CC - MOUNT EDGECOMBE CC (THE LAKES),Yellow,M,72,73.0,98.1,135,36.2  /  137,36.8  /  133
,White,M,72,70.9,95.4,132,35.4  /  130,35.5  /  133
,Blue,M,71,69.0,91.5,121,34.2  /  124,34.8  /  118
,Red,M,72,66.9,88.7,117,33.1  /  117,33.8  /  117
,Blue(w),F,72,74.9,105.9,132,37.3  /  134,37.6  /  129
,Red(w),F,72,72.4,102.2,127,35.9  /  127,36.5  /  126
MOUNT EDGECOMBE CC - MOUNT EDGECOMBE CC (THE WOODS),Yellow,M,70,71.3,96.1,134,35.3  /  128,36.0  /  139
,Yellow Re-Rate 1,M,70,71.1,95.0,129,35.4  /  130,35.7  /  127
,White,M,70,70.2,94.3,130,34.8  /  127,35.4  /  132
,White Re-Rate 1,M,70,69.8,93.4,127,34.7  /  127,35.1  /  127
,Blue,M,70,68.4,91.9,127,33.8  /  123,34.6  /  130
,Blue Re-Rate 1,M,70,67.8,89.7,118,33.6  /  117,34.2  /  118
,Red Re-Rate 1,M,70,66.4,88.4,119,33.0  /  116,33.4  /  121
,Red,M,70,66.1,88.9,123,32.8  /  119,33.3  /  126
,Yellow (w) Re-Rate 1,F,70,78.6,111.0,137,39.2  /  137,39.4  /  137
,White (w) Re-Rate 1,F,70,76.8,109.0,137,38.3  /  135,38.5  /  138
,Blue(w),F,70,73.9,104.9,131,36.4  /  131,37.5  /  131
,Blue (w) Re-Rate 1,F,70,73.6,104.1,130,36.3  /  130,37.3  /  129
,Red (w) Re-Rate 1,F,70,72.2,101.8,126,35.8  /  125,36.4  /  126
,Red(w),F,70,71.6,101.6,127,35.5  /  127,36.1  /  127
Papwa Sewgolum Golf Course,Yellow,M,72,71.2,95.0,128,36.0  /  128,35.2  /  128
,White,M,72,69.3,92.0,123,35.4  /  124,33.9  /  121
,Red,M,72,65.0,86.1,114,33.4  /  116,31.6  /  111
,White(w),F,72,75.4,107.0,134,38.5  /  137,36.9  /  131
,Red(w),F,72,70.1,99.1,123,36.1  /  126,34.0  /  120
Richards Bay CC,Yellow,M,71,71.0,95.3,131,35.3  /  128,35.7  /  133
,Blue,M,71,67.6,91.0,126,33.5  /  126,34.1  /  126
,Red,M,71,64.4,86.2,117,31.9  /  116,32.5  /  118
,Blue(w),F,71,73.7,104.7,132,36.6  /  127,37.1  /  136
,Red(w),F,71,69.7,98.9,124,34.6  /  120,35.1  /  128
Richmond KZN,White,M,72,70.5,94.4,129,35.3  /  127,35.2  /  130
,Blue,M,71,68.9,92.2,126,34.5  /  124,34.4  /  127
,Pink,M,72,66.4,88.5,119,33.5  /  118,32.9  /  119
,Pink(w),F,72,72.1,102.5,129,36.3  /  131,35.8  /  126
Royal Durban,Yellow,M,73,72.5,96.7,131,35.9  /  122,36.6  /  139
,White,M,73,71.6,95.3,128,35.4  /  119,36.2  /  136
,Blue,M,73,68.9,91.3,121,34.1  /  117,34.8  /  124
,Pink,M,71,67.1,88.8,117,33.1  /  112,34.0  /  122
,Blue(w),F,73,75.2,107.0,135,37.2  /  132,38.0  /  137
,Pink(w),F,73,73.0,103.8,131,36.0  /  126,37.0  /  135
Windsor Park,Yellow,M,72,71.9,96.1,130,36.6  /  129,35.3  /  131
,White,M,71,70.5,94.0,127,35.8  /  125,34.7  /  128
,Red,M,72,68.0,90.5,121,34.4  /  118,33.6  /  124
,White(w),F,72,77.0,109.2,137,39.1  /  140,37.9  /  133
,Red(w),F,72,74.1,104.8,130,37.6  /  132,36.5  /  128
