,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Akabeko Golf Club,White,M,70,67.1,89.6,122,33.7  /  122,33.4  /  121
,Blue,M,68,64.9,86.4,116,32.4  /  117,32.5  /  114
,Red,M,69,62.6,82.3,106,31.4  /  107,31.2  /  105
,White (w),F,70,71.6,103.9,137,35.9  /  139,35.7  /  135
,Blue (w),F,70,68.5,100.1,134,34.3  /  132,34.2  /  136
,Red (w),F,70,64.1,93.8,126,32.2  /  126,31.9  /  126
Highland Gate,Green,M,72,73.9,101.0,146,37.5  /  143,36.4  /  149
,Yellow Temp,M,72,73.6,98.5,134,37.3  /  130,36.3  /  138
,White,M,72,70.5,96.4,139,35.4  /  133,35.1  /  145
,White Temp,M,72,70.5,95.0,132,35.4  /  128,35.1  /  136
,Blue,M,72,69.3,94.4,135,34.7  /  130,34.6  /  140
,Blue Temp,M,72,69.2,93.0,128,34.7  /  125,34.5  /  131
,Red Temp,M,72,64.7,84.1,105,32.3  /  107,32.4  /  102
,Red,M,72,63.7,85.7,119,32.2  /  115,31.5  /  122
,White (w) Temp,F,72,77.4,111.2,144,38.7  /  139,38.7  /  148
,Blue (w) Temp,F,72,75.9,108.9,140,37.9  /  134,38.0  /  146
,Blue(w),F,72,75.7,110.4,147,37.7  /  144,38.0  /  150
,Red(w),F,72,69.8,101.4,134,35.1  /  132,34.7  /  136
,Red (w) Temp,F,72,69.6,98.6,123,34.9  /  123,34.7  /  123
