,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Amandelbult,Blue,M,72,70.7,93.7,124,35.6  /  121,35.1  /  127
,Red,M,72,65.4,86.4,113,33.0  /  111,32.4  /  115
,Blue(w),F,72,76.8,108.4,134,38.5  /  135,38.3  /  133
,Red(w),F,72,70.7,99.4,122,35.5  /  122,35.2  /  121
Babirwa,White,M,72,72.0,96.1,130,35.9  /  126,36.1  /  133
,Red,M,72,67.2,89.1,118,33.8  /  116,33.4  /  119
,Red(w),F,72,74.1,105.0,131,37.2  /  134,36.9  /  128
Marble Hall Golf Club,Yellow Re-Rate 1,M,72,72.9,96.2,126,36.2  /  126,36.7  /  125
,Yellow,M,72,72.2,93.9,117,36.6  /  121,35.6  /  113
,White Re-Rate 1,M,72,70.6,93.6,124,35.0  /  123,35.6  /  125
,White,M,75,70.0,91.5,116,35.4  /  118,34.6  /  113
,Blue Re-Rate 1,M,72,68.0,90.0,119,33.8  /  113,34.2  /  124
,Blue,M,75,67.6,88.5,113,34.2  /  111,33.4  /  114
,Yellow (w) Re-Rate 1,F,72,79.6,114.0,146,39.5  /  146,40.1  /  146
,White (w) Re-Rate 1,F,72,76.9,110.1,141,37.9  /  138,39.0  /  143
,White (w),F,75,76.4,108.2,135,38.5  /  137,37.9  /  132
,Blue (w) Re-Rate 1,F,72,74.1,105.0,131,36.8  /  128,37.3  /  134
,Blue (w),F,75,73.8,103.6,127,37.3  /  129,36.5  /  124
