,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Chobe Golf Club,White,M,72,72.9,98.8,140,36.8  /  144,36.1  /  135
,Red,M,72,70.2,95.2,135,35.3  /  138,34.9  /  131
,White (w),F,72,79.5,115.6,153,40.2  /  153,39.3  /  153
,Red (w),F,72,75.9,111.1,150,38.2  /  151,37.7  /  148
Gaborone,White Re-Rate 1,M,71,73.1,97.5,131,36.4  /  130,36.7  /  132
,White,M,71,72.6,96.2,127,36.3  /  127,36.3  /  127
,Blue,M,72,71.3,94.3,124,35.4  /  124,35.9  /  124
,Blue Re-Rate 1,M,71,71.1,94.9,128,35.5  /  127,35.6  /  129
,Red Re-Rate 1,M,71,68.0,91.4,126,34.2  /  126,33.8  /  126
,Red,M,71,67.7,90.5,123,34.1  /  124,33.6  /  122
,Yellow - Junior Tee,M,71,56.7,73.3,89,28.4  /  88,28.3  /  90
,White (w) Re-Rate 1,F,71,78.0,111.3,141,39.1  /  140,38.9  /  142
,Blue (w),F,71,77.0,110.3,142,38.4  /  142,38.6  /  141
,Blue (w) Re-Rate 1,F,71,76.7,109.2,138,38.2  /  138,38.5  /  137
,Red (w),F,72,73.3,104.7,133,37.0  /  134,36.3  /  132
,Red (w) Re-Rate 1,F,71,73.1,104.4,133,36.9  /  134,36.2  /  131
,Yellow (w) - Junior Tee,F,71,57.5,79.5,93,29.0  /  94,28.5  /  92
Garden Route Golf Club,White,M,64,60.2,76.9,90,29.9  /  91,30.3  /  88
,Red,M,59,52.8,66.4,73,26.4  /  74,26.4  /  72
,Red(w),F,60,54.9,73.8,80,27.4  /  79,27.5  /  81
Glenwood Golf Club,White,M,58,58.4,75.7,93,29.1  /  91,29.3  /  95
,White Re-Rate 1,M,58,57.1,72.2,82,28.5  /  80,28.6  /  83
,Red,M,58,56.3,72.7,89,27.4  /  84,28.9  /  93
,Red Re-Rate 1,M,58,54.9,69.1,77,26.7  /  73,28.2  /  80
,White (w),F,58,59.1,80.4,91,29.4  /  92,29.7  /  89
,White (w) Re-Rate 1,F,58,57.8,77.6,84,28.8  /  85,29.0  /  83
,Red (w),F,58,57.7,78.5,88,28.6  /  87,29.1  /  89
,Red (w) Re-Rate 1,F,58,56.5,75.6,81,28.0  /  81,28.5  /  81
Jwaneng,White,M,72,71.5,96.5,135,35.8  /  130,35.7  /  139
,Red,M,72,66.4,88.9,121,33.1  /  115,33.3  /  127
,White (w),F,73,78.2,112.1,144,38.9  /  138,39.3  /  149
,Red (w),F,72,71.9,101.9,128,35.7  /  126,36.2  /  129
KING DAVID MOWBRAY GOLF CLUB,Yellow,M,72,72.5,97.4,134,36.2  /  133,36.3  /  135
,Yellow Re-Rate 1,M,72,71.7,94.6,124,35.7  /  124,36.0  /  123
,White,M,72,70.7,95.3,132,35.2  /  132,35.5  /  132
,White Re-Rate 1,M,72,70.0,92.4,121,35.0  /  122,35.0  /  119
,Red,M,72,68.0,91.8,128,34.2  /  126,33.8  /  130
,Red Re-Rate 1,M,72,67.3,88.9,116,33.8  /  119,33.5  /  113
,Yellow (w) Re-Rate 1,F,72,78.8,111.0,137,39.3  /  137,39.5  /  137
,White (w) Re-Rate 1,F,72,76.6,107.4,131,38.3  /  130,38.3  /  131
,White(w),F,72,76.4,109.4,140,38.1  /  140,38.3  /  140
,Red (w),F,72,73.9,105.1,133,37.1  /  130,36.8  /  135
,Red (w) Re-Rate 1,F,72,73.1,102.4,124,36.6  /  122,36.5  /  126
Phikwe Golf Club,White,M,72,70.7,94.4,128,36.5  /  129,34.2  /  126
,Red,M,72,66.8,89.5,122,33.7  /  126,33.1  /  118
,White (w),F,72,78.0,110.9,140,40.2  /  145,37.8  /  134
,Red (w),F,72,72.5,102.6,128,36.6  /  126,35.9  /  130
Pomegranite,White,M,68,63.9,87.4,127,31.8  /  123,32.1  /  130
,White (w),F,68,69.5,99.1,126,34.6  /  126,34.9  /  126
Wayside Golf Club,White,M,72,64.4,82.6,98,31.9  /  97,32.5  /  99
,White (w),F,73,69.3,97.4,119,34.1  /  115,35.2  /  123
