,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aarhus Aadal Golf Club - 18 huller,"Hvid, Herre",M,72,73.6,99.6,141,37.1  /  144,36.5  /  137
,"Gul, Herre",M,72,71.5,96.7,136,35.8  /  139,35.7  /  132
,"Blå, Herre",M,72,68.2,92.2,129,34.2  /  132,34.0  /  126
,"Rød, Herre",M,72,66.7,89.8,125,33.7  /  128,33.0  /  121
,"Hvid, Dame",F,72,80.5,114.4,145,40.5  /  149,40.0  /  140
,"Gul, Dame",F,72,78.0,110.7,140,39.1  /  143,38.9  /  136
,"Blå, Dame",F,72,74.0,104.8,132,37.1  /  135,36.9  /  128
,"Rød, Dame",F,72,72.1,101.9,127,36.4  /  131,35.7  /  122
Aarhus Golfklub - 18 huller,"60, Herre",M,72,72.5,97.4,135,36.9  /  133,35.6  /  136
,"58, Herre",M,72,71.0,95.3,131,36.2  /  129,34.8  /  132
,"54, Herre",M,72,69.0,92.3,126,35.1  /  124,33.9  /  127
,"50, Herre",M,72,67.0,89.5,121,34.1  /  119,32.9  /  123
,"48, Herre",M,72,66.0,88.1,119,33.6  /  117,32.4  /  121
,"Beg, Herre",M,72,59.7,78.9,104,29.7  /  99,30.0  /  108
,"60, Dame",F,72,79.1,110.8,136,40.3  /  141,38.8  /  130
,"58, Dame",F,72,77.2,107.9,132,39.4  /  137,37.8  /  126
,"54, Dame",F,72,74.9,104.9,128,38.2  /  133,36.7  /  122
,"50, Dame",F,72,72.4,101.3,123,37.1  /  128,35.3  /  117
,"48, Dame",F,72,71.2,99.4,120,36.3  /  125,34.9  /  114
,"Beg, Dame",F,72,63.5,87.8,104,31.5  /  104,32.0  /  103
Åskov Golfklub - 18 huller,"Gul, Herre",M,71,67.7,90.4,123,34.5  /  126,33.2  /  119
,"Rød, Herre",M,71,63.8,84.8,114,32.3  /  117,31.5  /  110
,"Gul, Dame",F,71,73.3,104.1,132,37.4  /  135,35.9  /  128
,"Rød, Dame",F,71,68.5,97.2,122,34.9  /  125,33.6  /  119
Brande Golfklub - 18 huller,"57, Herre",M,71,71.0,94.6,126,35.3  /  127,35.7  /  125
,"48, Herre",M,71,66.3,87.8,115,33.0  /  116,33.3  /  114
,"38, Herre",M,71,60.9,80.0,102,30.7  /  104,30.2  /  100
,"57, Dame",F,71,77.1,108.5,135,38.2  /  127,38.9  /  142
,"48, Dame",F,71,71.3,99.9,123,35.4  /  115,35.9  /  130
,"38, Dame",F,71,64.8,90.6,109,32.5  /  104,32.3  /  114
Dejbjerg Golfklub - Dejbjerg Golfklub - 18 huller,"60, Herre",M,72,72.9,97.4,133,36.1  /  133,36.8  /  132
,"58, Herre",M,72,71.5,95.5,130,35.5  /  130,36.0  /  129
,"53, Herre",M,72,69.3,92.3,124,34.2  /  124,35.1  /  124
,"49, Herre",M,72,67.4,89.7,120,33.4  /  121,34.0  /  119
,"40, Herre",M,72,62.4,82.5,108,31.0  /  109,31.4  /  107
,"60, Dame",F,72,79.2,112.3,142,39.2  /  134,40.0  /  149
,"58, Dame",F,72,77.8,110.2,139,38.6  /  132,39.2  /  145
,"53, Dame",F,72,74.7,105.7,133,36.9  /  125,37.8  /  140
,"49, Dame",F,72,72.5,102.4,128,35.9  /  121,36.6  /  134
,"40, Dame",F,72,66.3,93.4,115,33.0  /  109,33.3  /  121
Djurs Golfklub - 18 huller,"Gul, Herre",M,62,62.3,85.4,126,31.2  /  125,31.1  /  126
,"Rød, Herre",M,62,59.5,81.7,119,29.7  /  119,29.8  /  119
,"Grøn, Herre",M,62,58.3,79.9,116,29.1  /  116,29.2  /  116
,"Gul, Dame",F,62,66.8,94.6,118,33.4  /  118,33.4  /  118
,"Rød, Dame",F,62,63.3,89.5,111,31.7  /  111,31.6  /  111
,"Grøn, Dame",F,62,61.8,87.2,108,30.9  /  108,30.9  /  108
Ebeltoft Golfklub - 18 huller,"Gul, Herre",M,68,67.4,90.2,124,33.2  /  119,34.2  /  128
,"Blå, Herre",M,68,64.3,85.9,116,31.8  /  110,32.5  /  122
,"Rød, Herre",M,68,63.2,84.5,114,31.4  /  110,31.8  /  118
,"Gul, Dame",F,68,72.7,102.7,129,35.8  /  125,36.9  /  132
,"Blå, Dame",F,68,68.9,97.2,121,34.0  /  116,34.9  /  125
,"Rød, Dame",F,68,67.6,95.0,118,33.7  /  115,33.9  /  120
Grenaa golfklub - 18 huller,"59, Herre",M,72,72.2,95.9,128,35.2  /  118,37.0  /  137
,"53, Herre",M,72,69.3,91.9,121,33.3  /  111,36.0  /  131
,"48, Herre",M,72,67.0,88.6,116,32.5  /  107,34.5  /  125
,"59, Dame",F,72,78.3,110.9,140,38.2  /  130,40.1  /  149
,"53, Dame",F,72,74.8,105.6,132,35.9  /  121,38.9  /  142
,"48, Dame",F,72,72.0,101.5,126,34.9  /  116,37.1  /  135
Hammel golfklub - 18 huller,"Hvid, Herre",M,72,72.3,96.2,130,37.0  /  129,35.3  /  130
,"Gul, Herre",M,72,70.4,93.7,126,36.1  /  125,34.3  /  126
,"Blå, Herre",M,72,68.6,91.4,122,35.0  /  121,33.6  /  123
,"Rød, Herre",M,72,66.6,88.4,117,34.1  /  116,32.5  /  118
,"Hvid, Dame",F,72,79.0,111.7,139,40.1  /  145,38.9  /  132
,"Gul, Dame",F,72,76.7,108.2,134,39.0  /  139,37.7  /  128
,"Blå, Dame",F,72,74.6,105.1,130,37.8  /  134,36.8  /  125
,"Rød, Dame",F,72,72.1,101.4,124,36.5  /  129,35.6  /  119
Hansted golfklub - 18 huller,"Gul, Herre",M,64,61.2,79.3,98,30.3  /  96,30.9  /  99
,"Rød, Herre",M,64,57.9,74.8,90,28.6  /  88,29.3  /  92
,"Gul, Dame",F,64,64.5,87.9,100,32.1  /  97,32.4  /  102
,"Rød, Dame",F,64,60.4,81.7,91,29.9  /  89,30.5  /  92
Harre Vig Golfklub - 18 huller,"56, Herre",M,71,70.8,95.6,134,36.3  /  141,34.5  /  126
,"52, Herre",M,71,68.6,92.6,129,35.2  /  136,33.4  /  122
,"48, Herre",M,71,66.3,89.1,123,33.9  /  129,32.4  /  116
,"37, Herre",M,71,60.5,80.8,110,30.7  /  112,29.8  /  107
,"56, Dame",F,71,76.8,109.3,138,39.4  /  144,37.4  /  131
,"52, Dame",F,71,74.1,105.0,132,38.1  /  137,36.0  /  126
,"48, Dame",F,71,71.3,100.9,126,36.5  /  131,34.8  /  120
,"37, Dame",F,71,64.2,90.5,111,32.6  /  113,31.6  /  109
Hedens Golfklub - 18 huller,"Gul, Herre",M,67,63.0,81.3,99,31.5  /  100,31.5  /  97
,"Rød, Herre",M,67,60.9,78.4,95,30.4  /  96,30.5  /  93
,"Gul, Dame",F,67,67.0,93.0,111,33.6  /  111,33.4  /  110
,"Rød, Dame",F,67,64.7,89.4,106,32.5  /  105,32.2  /  106
Hedensted Golfklub - 18 huller,"61, Herre",M,72,73.5,97.7,130,35.4  /  125,38.1  /  135
,"57, Herre",M,72,71.3,94.4,125,34.3  /  122,37.0  /  127
,"52, Herre",M,72,68.7,91.0,119,33.0  /  116,35.7  /  122
,"48, Herre",M,72,66.7,88.0,114,32.3  /  111,34.4  /  117
,"61, Dame",F,72,80.3,113.9,143,38.6  /  137,41.7  /  148
,"57, Dame",F,72,77.5,109.6,137,37.3  /  132,40.2  /  141
,"52, Dame",F,72,74.4,105.0,130,35.8  /  125,38.6  /  135
,"48, Dame",F,72,71.9,101.4,125,34.9  /  120,37.0  /  130
"Herning golfklub - Parkbanen, 18 huller","58, Herre",M,72,72.4,98.2,138,36.1  /  134,36.3  /  142
,"54, Herre",M,72,69.7,94.2,132,34.7  /  126,35.0  /  138
,"50, Herre",M,72,67.1,90.6,126,34.0  /  123,33.1  /  129
,"45, Herre",M,72,64.6,87.1,120,32.6  /  115,32.0  /  125
,"58, Dame",F,72,79.0,113.2,146,39.4  /  142,39.6  /  149
,"54, Dame",F,72,75.7,108.3,139,37.6  /  134,38.1  /  143
,"50, Dame",F,72,72.5,103.6,133,36.9  /  131,35.6  /  134
,"45, Dame",F,72,69.5,99.2,126,35.2  /  123,34.3  /  129
"Himmelbjerg Golf Club - Himmelbjergbanen, 18 huller","54, Herre",M,71,70.2,94.8,132,35.7  /  133,34.5  /  131
,"51, Herre",M,71,68.7,92.4,128,35.2  /  129,33.5  /  126
,"48, Herre",M,71,67.0,90.0,124,34.3  /  126,32.7  /  122
,"45, Herre",M,71,65.8,88.2,121,33.8  /  123,32.0  /  118
,"54, Dame",F,71,76.4,108.7,137,38.8  /  140,37.6  /  134
,"51, Dame",F,71,74.6,106.0,133,38.2  /  137,36.4  /  129
,"48, Dame",F,71,72.4,102.8,129,37.2  /  132,35.2  /  126
,"45, Dame",F,71,71.0,100.7,126,36.6  /  130,34.4  /  122
"Hjarbæk Fjord Golfklub - Nord / Syd, 18 huller","Hvid, Herre",M,72,75.3,101.4,142,37.4  /  142,37.9  /  141
,"Blå, Herre",M,72,71.8,96.6,134,35.6  /  135,36.2  /  132
,"Gul, Herre",M,72,71.8,96.5,134,35.6  /  134,36.2  /  133
,"Rød, Herre",M,72,68.0,91.0,124,33.7  /  124,34.3  /  124
,"Hvid, Dame",F,72,82.8,116.5,144,41.1  /  143,41.7  /  144
,"Blå, Dame",F,72,78.2,109.7,135,38.8  /  135,39.4  /  134
,"Gul, Dame",F,72,78.2,109.7,135,38.8  /  134,39.4  /  135
,"Rød, Dame",F,72,73.5,102.8,125,36.4  /  124,37.1  /  125
"Hjarbæk Fjord Golfklub - Syd / Vest, 18 huller","Hvid, Herre",M,71,72.3,96.2,129,37.7  /  138,34.6  /  119
,"Gul, Herre",M,71,70.5,93.6,125,36.0  /  128,34.5  /  121
,"Blå, Herre",M,71,68.7,91.1,121,35.9  /  128,32.8  /  113
,"Rød, Herre",M,71,66.9,89.1,121,34.1  /  125,32.8  /  116
,"Hvid, Dame",F,71,78.4,109.6,133,41.1  /  141,37.3  /  124
,"Gul, Dame",F,71,77.1,107.7,130,39.5  /  134,37.6  /  126
,"Blå, Dame",F,71,74.9,104.1,125,39.4  /  133,35.5  /  116
,"Rød, Dame",F,71,72.6,100.7,120,37.2  /  124,35.4  /  115
"Hjarbæk Fjord Golfklub - Vest / Nord, 18 huller","Hvid, Herre",M,71,72.1,96.3,132,34.9  /  123,37.2  /  140
,"Gul, Herre",M,71,70.4,93.9,128,34.8  /  123,35.6  /  132
,"Blå, Herre",M,71,68.6,91.5,124,33.1  /  116,35.5  /  131
,"Rød, Herre",M,71,66.6,88.8,119,33.0  /  115,33.6  /  123
,"Hvid, Dame",F,71,78.5,110.0,135,37.7  /  127,40.8  /  142
,"Gul, Dame",F,71,76.3,106.8,131,37.6  /  127,38.7  /  134
,"Blå, Dame",F,71,74.2,103.7,126,35.5  /  118,38.7  /  133
,"Rød, Dame",F,71,71.7,100.1,121,35.4  /  117,36.3  /  124
"Hjarbæk Fjord Golfklub - Vest / Vest, 18 huller","Gul, Herre",M,70,69.6,92.2,123,34.8  /  123,34.8  /  122
,"Hvid, Herre",M,70,69.6,92.2,123,34.8  /  123,34.8  /  122
,"Rød, Herre",M,70,66.0,87.4,115,33.0  /  115,33.0  /  115
,"Blå, Herre",M,70,66.0,87.4,115,33.0  /  115,33.0  /  115
,"Gul, Dame",F,70,75.1,104.7,127,37.6  /  127,37.5  /  126
,"Hvid, Dame",F,70,75.1,104.7,127,37.6  /  127,37.5  /  126
,"Rød, Dame",F,70,70.8,98.4,118,35.4  /  118,35.4  /  117
,"Blå, Dame",F,70,70.8,98.4,118,35.4  /  118,35.4  /  117
"Holmsland Klit Golfklub - Gul / Rød sløjfe, 18 huller","Gul, Herre",M,70,69.5,91.4,119,34.8  /  118,34.7  /  119
,"Rød, Herre",M,70,65.1,85.2,109,32.5  /  107,32.6  /  110
,"Gul, Dame",F,70,75.4,104.7,124,37.8  /  124,37.6  /  124
,"Rød, Dame",F,70,70.1,96.6,113,35.0  /  113,35.1  /  112
"Holmsland Klit Golfklub - Hvid / Gul sløjfe, 18 huller","Gul, Herre",M,71,71.0,94.1,125,36.1  /  130,34.9  /  119
,"Rød, Herre",M,71,66.2,87.2,114,33.6  /  118,32.6  /  109
,"Gul, Dame",F,71,77.5,107.8,130,39.5  /  134,38.0  /  125
,"Rød, Dame",F,71,71.6,99.2,118,36.4  /  122,35.2  /  113
"Holmsland Klit Golfklub - Hvid / Hvid sløjfe, 18 huller","Hvid, Herre",M,72,75.5,101.7,141,37.8  /  141,37.7  /  141
,"Gul, Herre",M,72,71.9,96.3,132,36.0  /  132,35.9  /  132
,"Blå, Herre",M,72,69.7,92.7,125,34.9  /  125,34.8  /  124
,"Rød, Herre",M,72,66.7,88.5,117,33.4  /  117,33.3  /  117
,"Hvid, Dame",F,72,81.2,114.6,142,40.6  /  142,40.6  /  142
,"Gul, Dame",F,72,78.1,110.7,139,39.1  /  139,39.0  /  138
,"Blå, Dame",F,72,76.4,107.4,132,38.2  /  132,38.2  /  131
,"Rød, Dame",F,72,71.9,101.1,125,36.0  /  125,35.9  /  124
"Holmsland Klit Golfklub - Hvid / Rød sløjfe, 18 huller","Gul, Herre",M,71,70.6,94.2,127,35.9  /  131,34.7  /  123
,"Rød, Herre",M,71,66.0,87.6,116,33.4  /  119,32.6  /  113
,"Gul, Dame",F,71,76.8,107.7,132,39.2  /  136,37.6  /  127
,"Rød, Dame",F,71,71.2,99.4,120,36.1  /  123,35.1  /  116
"Holmsland Klit Golfklub - Rød / Hvid sløjfe, 18 huller","Gul, Herre",M,71,70.6,94.2,127,34.7  /  123,35.9  /  131
,"Rød, Herre",M,71,66.0,87.4,116,32.7  /  113,33.3  /  118
,"Gul, Dame",F,71,76.8,107.6,132,37.6  /  127,39.2  /  136
,"Rød, Dame",F,71,71.2,99.4,120,35.1  /  116,36.1  /  123
"Holstebro golfklub - Skovbanen, 18 huller","65, Herre",M,72,75.4,100.7,137,37.8  /  134,37.6  /  139
,"59, Herre",M,72,72.3,96.5,130,36.1  /  128,36.2  /  132
,"55, Herre",M,72,69.9,92.9,124,35.3  /  122,34.6  /  126
,"52, Herre",M,72,67.9,90.0,119,34.1  /  116,33.8  /  122
,"65, Dame",F,72,82.2,116.7,147,41.1  /  145,41.1  /  148
,"59, Dame",F,72,78.3,110.9,139,39.0  /  136,39.3  /  141
,"55, Dame",F,72,75.4,106.7,133,37.9  /  132,37.5  /  133
,"52, Dame",F,72,73.0,103.1,127,36.5  /  125,36.5  /  129
"Holstebro golfklub - Storåbanen, 18 huller","62, Herre",M,71,74.2,101.0,144,36.7  /  142,37.5  /  146
,"58, Herre",M,71,72.6,98.5,140,36.0  /  140,36.6  /  139
,"54, Herre",M,71,70.2,95.1,134,35.0  /  132,35.2  /  136
,"49, Herre",M,71,67.9,92.1,129,33.7  /  128,34.2  /  130
,"62, Dame",F,71,81.0,116.4,151,39.9  /  148,41.1  /  153
,"58, Dame",F,71,79.0,113.7,147,39.1  /  145,39.9  /  149
,"54, Dame",F,71,76.1,109.2,140,37.8  /  138,38.3  /  142
,"49, Dame",F,71,73.3,104.9,134,36.6  /  134,36.7  /  134
Horsens Golfklub - 18 huller,"64, Herre",M,72,74.6,100.5,141,37.3  /  142,37.3  /  139
,"58, Herre",M,72,71.6,96.4,134,35.9  /  135,35.7  /  132
,"54, Herre",M,72,69.4,93.4,129,34.5  /  129,34.9  /  129
,"50, Herre",M,72,67.3,90.2,124,33.5  /  123,33.8  /  124
,"64, Dame",F,72,81.8,117.3,152,41.0  /  151,40.8  /  152
,"58, Dame",F,72,78.1,111.7,144,39.2  /  144,38.9  /  143
,"54, Dame",F,72,75.5,107.8,138,37.5  /  137,38.0  /  138
,"50, Dame",F,72,72.9,104.0,133,36.2  /  132,36.7  /  133
Ikast Tullamore Golfklub - 18 huller,"59, Herre",M,71,71.8,96.9,135,36.2  /  139,35.6  /  131
,"54, Herre",M,71,69.5,93.4,130,35.1  /  133,34.4  /  126
,"51, Herre",M,71,67.6,90.8,125,34.1  /  129,33.5  /  121
,"47, Herre",M,71,65.7,88.1,121,32.7  /  123,33.0  /  118
,"Blå, Herre",M,71,59.3,78.7,105,30.1  /  110,29.2  /  99
,"59, Dame",F,71,78.4,111.0,139,39.7  /  141,38.7  /  136
,"54, Dame",F,71,75.5,106.5,133,38.2  /  135,37.3  /  130
,"51, Dame",F,71,73.2,103.0,128,37.1  /  130,36.1  /  125
,"47, Dame",F,71,70.8,99.6,123,35.9  /  126,34.9  /  119
