,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Albertslund Golfklub - 18 huller,"Gul, Herre",M,66,63.2,83.3,110,31.6  /  110,31.6  /  109
,"Rød, Herre",M,66,61.2,80.5,105,30.6  /  105,30.6  /  104
,Gul,F,66,67.1,93.2,112,33.6  /  111,33.5  /  112
,Rød,F,66,63.2,87.4,104,31.6  /  104,31.6  /  103
Asserbo Golfklub - 18 huller,"Gul, Herre",M,72,71.1,95.6,133,35.9  /  134,35.2  /  131
,"Blå, Herre",M,72,68.2,91.4,126,34.2  /  127,34.0  /  125
,"Rød, Herre",M,72,66.3,88.9,121,33.6  /  122,32.7  /  120
,"Sort, Herre",M,72,60.8,81.0,108,30.6  /  109,30.2  /  107
,"Gul, Dame",F,72,77.5,110.0,139,39.3  /  141,38.2  /  137
,"Blå, Dame",F,72,73.8,104.5,131,37.2  /  132,36.6  /  130
,"Rød, Dame",F,72,71.5,100.9,126,36.4  /  128,35.1  /  123
,"Sort, Dame",F,72,64.8,91.4,112,32.9  /  115,31.9  /  109
Bornholm Golfklub - 18 huller,"Gul, Herre",M,68,65.9,87.4,116,32.7  /  108,33.2  /  124
,"Grøn, Herre",M,68,64.2,85.1,112,31.8  /  105,32.4  /  119
,"Rød, Herre",M,68,62.6,83.1,109,31.2  /  102,31.4  /  116
,"Gul, Dame",F,68,70.8,99.2,122,35.0  /  121,35.8  /  122
,"Grøn, Dame",F,68,68.6,96.0,117,33.9  /  116,34.7  /  117
,"Rød, Dame",F,68,66.8,93.4,114,33.2  /  113,33.6  /  114
Brøndby Golfklub - 18 huller,"51, Herre",M,70,66.9,89.4,122,34.0  /  122,32.9  /  121
,"43, Herre",M,70,62.9,83.5,112,31.6  /  112,31.3  /  111
,"51, Dame",F,70,72.3,102.9,130,36.7  /  131,35.6  /  128
,"43, Dame",F,70,67.4,95.4,120,33.9  /  121,33.5  /  118
CGC Golfklub - CGC Golfklub - 18 huller,"63, Herre",M,72,73.2,96.4,126,36.5  /  122,36.7  /  129
,"59, Herre",M,72,71.2,93.4,121,35.6  /  116,35.6  /  125
,"55, Herre",M,72,69.3,91.1,119,34.3  /  113,35.0  /  124
,"50, Herre",M,72,66.6,87.2,110,33.2  /  106,33.4  /  114
,"63, Dame",F,72,79.8,111.3,135,39.7  /  132,40.1  /  137
,"59, Dame",F,72,77.3,107.3,129,38.5  /  126,38.8  /  131
,"55, Dame",F,72,75.0,104.1,125,37.0  /  120,38.0  /  129
,"50, Dame",F,72,71.7,99.2,118,35.6  /  115,36.1  /  120
City Golf Copenhagen - 18 huller,"Black, Herre",M,66,62.8,81.8,102,31.4  /  102,31.4  /  102
,"Gold, Herre",M,66,60.3,78.1,96,30.2  /  96,30.1  /  96
,"Silver, Herre",M,66,60.1,77.7,95,30.1  /  95,30.0  /  95
,"Bronze, Herre",M,66,59.6,75.8,87,29.8  /  87,29.8  /  87
,"Black, Dame",F,66,66.9,93.1,111,33.5  /  111,33.4  /  111
,"Gold, Dame",F,66,63.8,88.6,105,31.9  /  105,31.9  /  105
,"Silver, Dame",F,66,63.5,88.1,104,31.8  /  104,31.7  /  104
,"Bronze, Dame",F,66,59.6,82.2,96,29.8  /  96,29.8  /  96
Dragør Golfklub - 18 huller,"58, Herre",M,71,72.8,97.8,136,35.8  /  129,37.0  /  142
,"56, Herre",M,71,71.6,96.2,133,35.3  /  126,36.3  /  139
,"51, Herre",M,71,68.6,92.0,126,33.8  /  119,34.8  /  132
,"44, Herre",M,71,65.3,87.2,118,32.3  /  112,33.0  /  124
,"30, Herre",M,71,57.4,76.0,99,28.5  /  95,28.9  /  103
,"58, Dame",F,71,79.7,111.7,137,38.9  /  129,40.8  /  144
,"56, Dame",F,71,78.4,109.6,134,38.4  /  127,40.0  /  140
,"51, Dame",F,71,74.6,103.9,126,36.5  /  119,38.1  /  132
,"44, Dame",F,71,70.6,97.9,117,34.6  /  110,36.0  /  123
,"30, Dame",F,71,61.0,84.1,97,30.1  /  91,30.9  /  103
Fredensborg Golfklub - 18 huller,"58, Herre",M,72,71.3,96.0,133,35.4  /  130,35.9  /  136
,"52, Herre",M,72,68.1,91.5,126,33.9  /  123,34.2  /  129
,"49, Herre",M,72,66.9,89.9,123,33.4  /  121,33.5  /  125
