,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
宇治カントリークラブ,アウト,ベント,レギュラー,2015.11.04,イン,ベント,レギュラー,2015.11.04,72,5974,74.3,137
,アウト,ベント,フロント1,2015.11.04,イン,ベント,フロント1,2015.11.04,72,5635,72.5,133
,アウト,ベント,レディース,2015.11.04,イン,ベント,レディース,2015.11.04,72,4934,68.4,125
宇治田原カントリー倶楽部,嘉納,ベント,フロント1,2010.08.04,大杉,ベント,フロント1,2010.08.04,72,6232,77.0,138
,嘉納,ベント,レディース1,2010.08.04,大杉,ベント,レディース1,2010.08.04,72,5546,73.2,130
,大杉,ベント,フロント1,2010.08.04,大福,ベント,フロント1,2010.08.04,72,6224,76.6,139
,大杉,ベント,レディース1,2010.08.04,大福,ベント,レディース1,2010.08.04,72,5453,72.3,130
,大福,ベント,フロント1,2010.08.04,嘉納,ベント,フロント1,2010.08.04,72,6112,76.0,137
,大福,ベント,レディース1,2010.08.04,嘉納,ベント,レディース1,2010.08.04,72,5225,71.1,126
かさぎゴルフ倶楽部,アウト,ベント,フロント1,2001.06.27,イン,ベント,フロント1,2001.06.27,72,5884,72.8,128
,アウト,ベント,フロント2,2001.06.27,イン,ベント,フロント2,2001.06.27,72,5216,69.6,119
亀岡カントリークラブ,アウト,ベント,レギュラー,2012.05.18,イン,ベント,レギュラー,2012.05.18,72,6583,78.7,142
,アウト,ベント,フロント,2012.05.18,イン,ベント,フロント,2012.05.18,72,6173,76.4,139
,アウト,ベント,ゴールド,2012.05.18,イン,ベント,ゴールド,2012.05.18,72,5434,72.0,126
,アウト,ベント,レディース,2012.05.18,イン,ベント,レディース,2012.05.18,72,5238,70.8,124
加茂カントリークラブ,東OUT,ベント右,フロント,2010.04.09,東IN,ベント右,フロント,2010.04.09,72,6103,73.6,130
,東OUT,ベント右,レディース,2010.04.09,東IN,ベント右,レディース,2010.04.09,72,5334,69.7,120
,東OUT,ベント左,フロント,2010.04.09,東IN,ベント左,フロント,2010.04.09,72,6147,73.8,131
,東OUT,ベント左,レディース,2010.04.09,東IN,ベント左,レディース,2010.04.09,72,5418,70.0,120
,西OUT,ベント右,フロント,2010.04.09,西IN,ベント右,フロント,2010.04.09,72,5748,71.7,125
,西OUT,ベント右,レディース,2010.04.09,西IN,ベント右,レディース,2010.04.09,72,5161,68.9,117
,西OUT,ベント左,フロント,2010.04.09,西IN,ベント左,フロント,2010.04.09,72,5599,70.9,123
,西OUT,ベント左,レディース,2010.04.09,西IN,ベント左,レディース,2010.04.09,72,5011,68.3,116
関西カントリークラブ,アウト,ベント,レギュラー,2014.05.16,イン,ベント,レギュラー,2014.05.16,72,6253,76.6,138
,アウト,ベント,フロント,2014.05.16,イン,ベント,フロント,2014.05.16,72,5947,74.8,134
,アウト,ベント,レディース,2014.05.16,イン,ベント,レディース,2014.05.16,72,5601,72.7,130
京都大原パブリックコース,アウト,ベント(メイン),RT,2007.07.25,イン,ベント(メイン),RT,2007.07.25,72,5796,72.9,128
,アウト,ベント(メイン),LT・GT,2007.07.25,イン,ベント(メイン),LT・GT,2007.07.25,72,5153,69.6,119
,アウト,ベント(サブ),RT,2007.07.25,イン,ベント(サブ),RT,2007.07.25,72,5497,71.3,124
,アウト,ベント(サブ),LT・GT,2007.07.25,イン,ベント(サブ),LT・GT,2007.07.25,72,4856,68.4,116
,WGアウト,ベント(メイン),RT,2007.07.25,WGイン,ベント(メイン),RT,2007.07.25,72,5604,71.9,126
,WGアウト,ベント(メイン),LT・GT,2007.07.25,WGイン,ベント(メイン),LT・GT,2007.07.25,72,4963,68.8,117
京都ゴルフ倶楽部,上賀茂アウト,ベント(メイン),バック,2014.07.28,上賀茂イン,ベント(メイン),バック,2014.07.28,69,5827,75.4,144
,上賀茂アウト,ベント(メイン),レギュラー,2014.07.28,上賀茂イン,ベント(メイン),レギュラー,2014.07.28,69,5512,73.5,140
,上賀茂アウト,ベント(メイン),フロント,2014.07.28,上賀茂イン,ベント(メイン),フロント,2014.07.28,69,5245,72.1,136
,上賀茂アウト,ベント(サブ),バック,2014.07.28,上賀茂イン,ベント(サブ),バック,2014.07.28,69,5332,72.4,139
