,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
赤坂カントリークラブ,アウト,Aグリーン/ベント,バック,2019.03.20,イン,Aグリーン/ベント,バック,2019.03.20,72,6760,72.7,135
,アウト,Aグリーン/ベント,レギュラー,2019.03.20,イン,Aグリーン/ベント,レギュラー,2019.03.20,72,6380,71.0,132
,アウト,Aグリーン/ベント,フロント,2019.03.20,イン,Aグリーン/ベント,フロント,2019.03.20,72,6053,69.4,129
,アウト,Aグリーン/ベント,レディース,2019.03.20,イン,Aグリーン/ベント,レディース,2019.03.20,72,5004,64.8,120
,アウト,Bグリーン/ベント,バック,2019.03.20,イン,Bグリーン/ベント,バック,2019.03.20,72,6636,72.0,138
,アウト,Bグリーン/ベント,レギュラー,2019.03.20,イン,Bグリーン/ベント,レギュラー,2019.03.20,72,6244,70.3,135
,アウト,Bグリーン/ベント,フロント,2019.03.20,イン,Bグリーン/ベント,フロント,2019.03.20,72,5917,68.7,132
,アウト,Bグリーン/ベント,レディース,2019.03.20,イン,Bグリーン/ベント,レディース,2019.03.20,72,4875,64.1,123
赤坂レイクサイドカントリークラブ,アウト,ベント,バック,2012.07.04,イン,ベント,バック,2012.07.04,72,6449,71.2,137
,アウト,ベント,レギュラー,2012.07.04,イン,ベント,レギュラー,2012.07.04,72,6036,69.2,135
,アウト,ベント,フロント,2012.07.04,イン,ベント,フロント,2012.07.04,72,5781,68.1,131
,アウト,ベント,レディース,2012.07.04,イン,ベント,レディース,2012.07.04,72,5283,66.1,123
井原ゴルフ倶楽部,アウト,ベント,ブラック,2020.07.13,イン,ベント,ブラック,2020.07.13,72,7131,74.4,140
,アウト,ベント,ブルー,2020.07.13,イン,ベント,ブルー,2020.07.13,72,6919,73.5,138
,アウト,ベント,グリーン,2020.07.13,イン,ベント,グリーン,2020.07.13,72,6506,71.6,134
,アウト,ベント,ホワイト,2020.07.13,イン,ベント,ホワイト,2020.07.13,72,6217,70.3,130
,アウト,ベント,イエロー,2020.07.13,イン,ベント,イエロー,2020.07.13,72,5756,68.2,126
,アウト,ベント,シルバー,2020.07.13,イン,ベント,シルバー,2020.07.13,72,5405,66.6,122
