,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
今治カントリー倶楽部,アウト,ベント,バック,2019.08.09,イン,ベント,バック,2019.08.09,72,6443,77.4,134
,アウト,ベント,レギュラー,2019.08.09,イン,ベント,レギュラー,2019.08.09,72,6204,76.2,132
,アウト,ベント,フロント,2019.08.09,イン,ベント,フロント,2019.08.09,72,5852,74.3,129
,アウト,ベント,ゴールド,2019.08.09,イン,ベント,ゴールド,2019.08.09,72,5093,69.7,118
,アウト,ベント,レディース,2019.08.09,イン,ベント,レディース,2019.08.09,72,4644,67.9,113
,アウト,ベント,ピンク,2019.08.09,イン,ベント,ピンク,2019.08.09,72,4593,67.6,113
宇和島カントリー倶楽部,アウト,ベント,バック,2007.06.27,イン,ベント,バック,2007.06.27,72,6840,77.8,141
,アウト,ベント,レギュラー,2007.06.27,イン,ベント,レギュラー,2007.06.27,72,6398,75.5,135
,アウト,ベント,フロント,2007.06.27,イン,ベント,フロント,2007.06.27,72,6314,75.1,134
,アウト,ベント,ゴールド,2007.06.27,イン,ベント,ゴールド,2007.06.27,72,5617,71.4,124
,アウト,ベント,レディース,2007.06.27,イン,ベント,レディース,2007.06.27,72,5324,70.0,120
愛媛ゴルフ倶楽部,キング,ベント,黒,2015.03.27,プリンス,ベント,黒,2015.03.27,72,7060,81.2,148
,キング,ベント,月例1,2015.03.27,プリンス,ベント,月例1,2015.03.27,72,6680,79.4,144
,キング,ベント,青,2015.03.27,プリンス,ベント,青,2015.03.27,72,6600,78.8,143
,キング,ベント,白,2015.03.27,プリンス,ベント,白,2015.03.27,72,6080,75.8,137
,キング,ベント,月例2,2015.03.27,プリンス,ベント,月例2,2015.03.27,72,5950,75.6,137
,キング,ベント,金,2015.03.27,プリンス,ベント,金,2015.03.27,72,5875,74.4,135
,キング,ベント,赤,2015.03.27,プリンス,ベント,赤,2015.03.27,72,5300,71.3,127
,キング,ベント,桃,2015.03.27,プリンス,ベント,桃,2015.03.27,72,4850,68.6,122
,プリンス,ベント,黒,2015.03.27,クイーン,ベント,黒,2015.03.27,72,7060,81.5,148
,プリンス,ベント,月例1,2015.03.27,クイーン,ベント,月例1,2015.03.27,72,6680,79.6,144
,プリンス,ベント,青,2015.03.27,クイーン,ベント,青,2015.03.27,72,6600,79.1,143
,プリンス,ベント,白,2015.03.27,クイーン,ベント,白,2015.03.27,72,6040,75.5,137
,プリンス,ベント,月例2,2015.03.27,クイーン,ベント,月例2,2015.03.27,72,5930,75.2,137
,プリンス,ベント,金,2015.03.27,クイーン,ベント,金,2015.03.27,72,5905,74.7,137
,プリンス,ベント,赤,2015.03.27,クイーン,ベント,赤,2015.03.27,72,5300,71.4,127
,プリンス,ベント,桃,2015.03.27,クイーン,ベント,桃,2015.03.27,72,4620,67.3,121
,クイーン,ベント,黒,2015.03.27,キング,ベント,黒,2015.03.27,72,7060,81.3,148
,クイーン,ベント,月例1,2015.03.27,キング,ベント,月例1,2015.03.27,72,6680,79.4,144
,クイーン,ベント,青,2015.03.27,キング,ベント,青,2015.03.27,72,6600,78.9,143
,クイーン,ベント,白,2015.03.27,キング,ベント,白,2015.03.27,72,6040,75.5,137
,クイーン,ベント,月例2,2015.03.27,キング,ベント,月例2,2015.03.27,72,5950,75.2,137
,クイーン,ベント,金,2015.03.27,キング,ベント,金,2015.03.27,72,5920,74.7,136
,クイーン,ベント,赤,2015.03.27,キング,ベント,赤,2015.03.27,72,5300,71.1,128
,クイーン,ベント,桃,2015.03.27,キング,ベント,桃,2015.03.27,72,4630,67.1,121
エリエールゴルフクラブ松山,アウト,ベント,フルバック,2015.04.17,イン,ベント,フルバック,2015.04.17,72,6685,78.8,141
,アウト,ベント,バック,2015.04.17,イン,ベント,バック,2015.04.17,72,6665,78.7,141
,アウト,ベント,レギュラー,2015.04.17,イン,ベント,レギュラー,2015.04.17,72,6336,76.9,137
,アウト,ベント,フロント,2015.04.17,イン,ベント,フロント,2015.04.17,72,6062,75.1,135
,アウト,ベント,ゴールド,2015.04.17,イン,ベント,ゴールド,2015.04.17,72,5822,73.8,132
,アウト,ベント,レディース,2015.04.17,イン,ベント,レディース,2015.04.17,72,5114,69.9,124
,アウト,ベント,ピンク,2015.04.17,イン,ベント,ピンク,2015.04.17,72,4746,67.6,121
大洲ゴルフ倶楽部,アウト,コーライ,バック,2020.07.31,イン,コーライ,バック,2020.07.31,72,6219,77.1,137
,アウト,コーライ,レギュラー,2020.07.31,イン,コーライ,レギュラー,2020.07.31,72,6110,76.5,136
,アウト,コーライ,フロント,2020.07.31,イン,コーライ,フロント,2020.07.31,72,5827,75.5,134
,アウト,コーライ,ゴールド,2020.07.31,イン,コーライ,ゴールド,2020.07.31,72,5126,71.3,125
,アウト,コーライ,レディース,2020.07.31,イン,コーライ,レディース,2020.07.31,72,4564,68.3,117
久万カントリークラブ,アウト,ベント,バック,2020.06.27,イン,ベント,バック,2020.06.27,71,6106,76.5,137
,アウト,ベント,レギュラー,2020.06.27,イン,ベント,レギュラー,2020.06.27,71,5692,74.1,131
,アウト,ベント,レディース,2020.06.27,イン,ベント,レディース,2020.06.27,71,5252,71.5,127
,アウト,ベント,ゴールド,2020.06.27,イン,ベント,ゴールド,2020.06.27,71,5104,70.8,125
,アウト,ベント,ピンク,2020.06.27,イン,ベント,ピンク,2020.06.27,71,4622,68.0,119
高原ゴルフ倶楽部,アウト,ベント,バック,2015.04.28,イン,ベント,バック,2015.04.28,72,6583,76.8,140
,アウト,ベント,レギュラー,2015.04.28,イン,ベント,レギュラー,2015.04.28,72,6311,75.2,136
,アウト,ベント,フロント,2015.04.28,イン,ベント,フロント,2015.04.28,72,6016,73.9,131
,アウト,ベント,ゴールド,2015.04.28,イン,ベント,ゴールド,2015.04.28,72,5410,71.1,126
,アウト,ベント,レディース,2015.04.28,イン,ベント,レディース,2015.04.28,72,5330,70.1,125
,アウト,ベント,ピンク,2015.04.28,イン,ベント,ピンク,2015.04.28,72,4199,66.1,114
西条ゴルフ倶楽部,アウト,コーライ,バック,2021.12.22,イン,コーライ,バック,2021.12.22,72,5974,74.8,133
,アウト,コーライ,レギュラー,2021.12.22,イン,コーライ,レギュラー,2021.12.22,72,5671,73.3,129
,アウト,コーライ,フロント,2021.12.22,イン,コーライ,フロント,2021.12.22,72,5464,72.2,126
,アウト,コーライ,ゴールド,2021.12.22,イン,コーライ,ゴールド,2021.12.22,72,5010,70.2,119
,アウト,コーライ,グランド,2021.12.22,イン,コーライ,グランド,2021.12.22,72,4721,68.4,115
,アウト,コーライ,レディース,2021.12.22,イン,コーライ,レディース,2021.12.22,72,4501,67.2,113
サンセットヒルズカントリークラブ,アウト,ベントA,黒,2020.08.11,イン,ベントA,黒,2020.08.11,72,6932,79.9,141
,アウト,ベントA,青,2020.08.11,イン,ベントA,青,2020.08.11,72,6541,77.7,134
,アウト,ベントA,白,2020.08.11,イン,ベントA,白,2020.08.11,72,6126,75.4,130
,アウト,ベントA,金赤,2020.08.11,イン,ベントA,金赤,2020.08.11,72,5630,72.6,126
,アウト,ベントA,ピンク,2020.08.11,イン,ベントA,ピンク,2020.08.11,72,5030,69.3,119
,アウト,ベントB,黒,2020.08.11,イン,ベントB,黒,2020.08.11,72,6806,79.5,138
,アウト,ベントB,青,2020.08.11,イン,ベントB,青,2020.08.11,72,6412,77.5,133
,アウト,ベントB,白,2020.08.11,イン,ベントB,白,2020.08.11,72,6000,74.8,128
,アウト,ベントB,金赤,2020.08.11,イン,ベントB,金赤,2020.08.11,72,5525,72.1,123
,アウト,ベントB,ピンク,2020.08.11,イン,ベントB,ピンク,2020.08.11,72,4966,69.0,117
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,バック,2020.06.19,イン,ベント,バック,2020.06.19,72,6790,79.0,141
,アウト,ベント,レギュラー,2020.06.19,イン,ベント,レギュラー,2020.06.19,72,6401,77.3,134
,アウト,ベント,フロント 1,2020.06.19,イン,ベント,フロント 1,2020.06.19,72,6032,75.0,132
,アウト,ベント,ゴールド,2020.06.19,イン,ベント,ゴールド,2020.06.19,72,5470,72.0,126
,アウト,ベント,レッド,2020.06.19,イン,ベント,レッド,2020.06.19,72,4936,69.2,121
,アウト,ベント,ピンク,2020.06.19,イン,ベント,ピンク,2020.06.19,72,4138,65.1,113
滝の宮カントリークラブ,赤石,ベント,コンペ,2015.04.15,別子,ベント,コンペ,2015.04.15,72,6694,79.3,145
,赤石,ベント,青,2015.04.15,別子,ベント,青,2015.04.15,72,6556,78.7,142
,赤石,ベント,白,2015.04.15,別子,ベント,白,2015.04.15,72,6242,76.7,138
,赤石,ベント,銀,2015.04.15,別子,ベント,銀,2015.04.15,72,5965,75.1,136
,赤石,ベント,金,2015.04.15,別子,ベント,金,2015.04.15,72,5712,73.5,133
,赤石,ベント,赤,2015.04.15,別子,ベント,赤,2015.04.15,72,5227,70.8,125
,赤石,ベント,桃,2015.04.15,別子,ベント,桃,2015.04.15,72,4972,69.5,123
,赤石,ベント,紫,2015.04.15,別子,ベント,紫,2015.04.15,72,4739,68.2,120
,別子,ベント,コンペ,2015.04.15,石鎚,ベント,コンペ,2015.04.15,72,6753,79.6,145
,別子,ベント,青,2015.04.15,石鎚,ベント,青,2015.04.15,72,6582,78.5,143
,別子,ベント,白,2015.04.15,石鎚,ベント,白,2015.04.15,72,6264,76.7,139
,別子,ベント,銀,2015.04.15,石鎚,ベント,銀,2015.04.15,72,5984,74.9,137
,別子,ベント,金,2015.04.15,石鎚,ベント,金,2015.04.15,72,5742,73.3,134
,別子,ベント,赤,2015.04.15,石鎚,ベント,赤,2015.04.15,72,5230,70.4,127
,別子,ベント,桃,2015.04.15,石鎚,ベント,桃,2015.04.15,72,4920,68.7,125
,別子,ベント,紫,2015.04.15,石鎚,ベント,紫,2015.04.15,72,4683,67.5,121
