,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
秋田カントリー倶楽部,太平山,ベント,バック,2019.04.09,日本海,ベント,バック,2019.04.09,72,6419,70.8,128
,太平山,ベント,レギュラー,2019.04.09,日本海,ベント,レギュラー,2019.04.09,72,5963,68.6,123
,太平山,ベント,レディース,2019.04.09,日本海,ベント,レディース,2019.04.09,72,5564,65.0,115
,鳥海山,ベント,バック,2019.04.09,太平山,ベント,バック,2019.04.09,72,6239,69.9,124
,鳥海山,ベント,レギュラー,2019.04.09,太平山,ベント,レギュラー,2019.04.09,72,5854,68.2,120
,鳥海山,ベント,レディース,2019.04.09,太平山,ベント,レディース,2019.04.09,72,5239,64.7,113
,日本海,ベント,バック,2019.04.09,鳥海山,ベント,バック,2019.04.09,72,6276,70.3,127
,日本海,ベント,レギュラー,2019.04.09,鳥海山,ベント,レギュラー,2019.04.09,72,5847,68.2,122
,日本海,ベント,レディース,2019.04.09,鳥海山,ベント,レディース,2019.04.09,72,5449,64.7,114
秋田北空港クラシックゴルフ倶楽部,アウト,ベント,バック,2008.07.22,イン,ベント,バック,2008.07.22,72,7002,73.0,133
,アウト,ベント,レギュラー,2008.07.22,イン,ベント,レギュラー,2008.07.22,72,6541,70.8,128
,アウト,ベント,フロント,2008.07.22,イン,ベント,フロント,2008.07.22,72,6048,68.8,121
,アウト,ベント,レディース,2008.07.22,イン,ベント,レディース,2008.07.22,72,5460,66.6,115
秋田太平山カントリークラブ,アウト,ベント,バック,2008.07.08,イン,ベント,バック,2008.07.08,72,6895,72.1,131
,アウト,ベント,レギュラー,2008.07.08,イン,ベント,レギュラー,2008.07.08,72,6470,70.1,125
,アウト,ベント,フロント,2008.07.08,イン,ベント,フロント,2008.07.08,72,6228,69.2,123
,アウト,ベント,レディース,2008.07.08,イン,ベント,レディース,2008.07.08,72,5666,67.1,116
秋田椿台カントリークラブ,つばき,ベント,バック,2019.04.08,さつき,ベント,バック,2019.04.08,72,7088,73.3,132
,つばき,ベント,レギュラー,2019.04.08,さつき,ベント,レギュラー,2019.04.08,72,6394,70.2,125
,つばき,ベント,フロント,2019.04.08,さつき,ベント,フロント,2019.04.08,72,5545,66.1,117
,つばき,ベント,レディース,2019.04.08,さつき,ベント,レディース,2019.04.08,72,5453,65.7,117
,さつき,ベント,バック,2019.04.08,さくら,ベント,バック,2019.04.08,72,6985,73.2,131
,さつき,ベント,レギュラー,2019.04.08,さくら,ベント,レギュラー,2019.04.08,72,6335,70.2,125
,さつき,ベント,フロント,2019.04.08,さくら,ベント,フロント,2019.04.08,72,5495,66.3,116
,さつき,ベント,レディース,2019.04.08,さくら,ベント,レディース,2019.04.08,72,5300,65.4,116
,さくら,ベント,バック,2019.04.08,つばき,ベント,バック,2019.04.08,72,6897,72.7,129
,さくら,ベント,レギュラー,2019.04.08,つばき,ベント,レギュラー,2019.04.08,72,6213,69.6,123
,さくら,ベント,フロント,2019.04.08,つばき,ベント,フロント,2019.04.08,72,5388,65.6,114
,さくら,ベント,レディース,2019.04.08,つばき,ベント,レディース,2019.04.08,72,5229,64.9,113
秋田森岳温泉36ゴルフ場,秋田OUT,ベント,チャンピオン,2014.09.30,秋田IN,ベント,チャンピオン,2014.09.30,72,7032,72.9,133
,秋田OUT,ベント,バック,2014.09.30,秋田IN,ベント,バック,2014.09.30,72,6543,70.5,128
,秋田OUT,ベント,レギュラー,2014.09.30,秋田IN,ベント,レギュラー,2014.09.30,72,6154,68.7,125
,秋田OUT,ベント,フロント,2014.09.30,秋田IN,ベント,フロント,2014.09.30,72,5931,67.6,123
,秋田OUT,ベント,レディース,2014.09.30,秋田IN,ベント,レディース,2014.09.30,72,5229,64.7,110
,森岳温泉OUT,ベント,チャンピオン,2015.10.30,森岳温泉IN,ベント,チャンピオン,2015.10.30,72,6574,71.1,130
,森岳温泉OUT,ベント,バック,2015.10.30,森岳温泉IN,ベント,バック,2015.10.30,72,6335,70.0,128
,森岳温泉OUT,ベント,レギュラー,2015.10.30,森岳温泉IN,ベント,レギュラー,2015.10.30,72,5984,68.2,125
,森岳温泉OUT,ベント,フロント,2015.10.30,森岳温泉IN,ベント,フロント,2015.10.30,72,5764,67.5,120
,森岳温泉OUT,ベント,レディース,2015.10.30,森岳温泉IN,ベント,レディース,2015.10.30,72,5005,64.0,109
羽後カントリー倶楽部,アウト,ベント,バック,2008.07.07,イン,ベント,バック,2008.07.07,72,6815,72.4,132
,アウト,ベント,レギュラー,2008.07.07,イン,ベント,レギュラー,2008.07.07,72,6396,70.4,126
,アウト,ベント,フロント,2008.07.07,イン,ベント,フロント,2008.07.07,72,6069,69.2,123
,アウト,ベント,レディース,2008.07.07,イン,ベント,レディース,2008.07.07,72,5364,66.6,115
大館カントリークラブ,アウト,ベント,バック,2008.09.17,イン,ベント,バック,2008.09.17,72,6686,71.8,130
,アウト,ベント,レギュラー,2008.09.17,イン,ベント,レギュラー,2008.09.17,72,6089,69.2,123
,アウト,ベント,フロント,2008.09.17,イン,ベント,フロント,2008.09.17,72,5536,67.1,116
,アウト,ベント,レディース,2008.09.17,イン,ベント,レディース,2008.09.17,72,5018,65.1,110
大野台ゴルフクラブ,アウト,ベント,バック,2008.09.16,イン,ベント,バック,2008.09.16,72,6304,70.2,125
,アウト,ベント,フロント,2008.09.16,イン,ベント,フロント,2008.09.16,72,5698,67.9,118
,アウト,ベント,レディース,2008.09.16,イン,ベント,レディース,2008.09.16,72,5079,65.6,112
男鹿ゴルフクラブ,アウト,ベント,バック,2012.06.12,イン,ベント,バック,2012.06.12,72,6438,70.1,123
,アウト,ベント,レギュラー,2012.06.12,イン,ベント,レギュラー,2012.06.12,72,6064,68.5,114
,アウト,ベント,レディス,2012.06.12,イン,ベント,レディス,2012.06.12,72,5391,64.8,107
大仙市民ゴルフ倶楽部,アウト,ベント,バック,2009.11.04,イン,ベント,バック,2009.11.04,70,6031,69.0,122
,アウト,ベント,レギュラー,2009.11.04,イン,ベント,レギュラー,2009.11.04,70,5447,66.8,115
,アウト,ベント,レディース,2009.11.04,イン,ベント,レディース,2009.11.04,70,4756,64.4,109
能代カントリークラブ,アウト,ベント,バック,2009.11.04,イン,ベント,バック,2009.11.04,72,6200,69.7,124
,アウト,ベント,レギュラー,2009.11.04,イン,ベント,レギュラー,2009.11.04,72,5910,68.6,121
,アウト,ベント,フロント,2009.11.04,イン,ベント,フロント,2009.11.04,72,5627,67.6,118
,アウト,ベント,レディース,2009.11.04,イン,ベント,レディース,2009.11.04,72,5270,66.2,114
ノースハンプトンゴルフ倶楽部,アウト,ベント,バック,2012.09.05,イン,ベント,バック,2012.09.05,72,6609,71.9,125
,アウト,ベント,レギュラー,2012.09.05,イン,ベント,レギュラー,2012.09.05,72,6208,69.9,122
,アウト,ベント,フロント,2012.09.05,イン,ベント,フロント,2012.09.05,72,5842,68.1,119
,アウト,ベント,レディス,2012.09.05,イン,ベント,レディス,2012.09.05,72,5218,64.9,111
南秋田カントリークラブ,アウト,メイン,バック,2016.06.01,イン,メイン,バック,2016.06.01,72,6939,73.2,132
,アウト,メイン,レギュラー,2016.06.01,イン,メイン,レギュラー,2016.06.01,72,6414,70.5,129
,アウト,メイン,フロント,2016.06.01,イン,メイン,フロント,2016.06.01,72,6300,69.9,127
,アウト,メイン,ゴールド,2016.06.01,イン,メイン,ゴールド,2016.06.01,72,5546,66.3,117
,アウト,メイン,レディース,2016.06.01,イン,メイン,レディース,2016.06.01,72,5329,65.4,114
,アウト,メイン,グリーン,2016.06.01,イン,メイン,グリーン,2016.06.01,72,4728,62.8,106
,アウト,サブ,バック,2016.06.01,イン,サブ,バック,2016.06.01,72,6870,73.0,131
,アウト,サブ,レギュラー,2016.06.01,イン,サブ,レギュラー,2016.06.01,72,6354,70.0,127
,アウト,サブ,フロント,2016.06.01,イン,サブ,フロント,2016.06.01,72,6241,69.4,125
,アウト,サブ,ゴールド,2016.06.01,イン,サブ,ゴールド,2016.06.01,72,5501,65.7,116
,アウト,サブ,レディース,2016.06.01,イン,サブ,レディース,2016.06.01,72,5284,64.9,112
,アウト,サブ,グリーン,2016.06.01,イン,サブ,グリーン,2016.06.01,72,4683,62.3,103
ロイヤルセンチュリーゴルフ倶楽部,アウト,ベント,チャンピオン,2014.09.29,イン,ベント,チャンピオン,2014.09.29,72,6786,72.6,133
