,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
グリーンフィールゴルフ倶楽部,アウト,ベント,黒(BT),2012.12.01,イン,ベント,黒(BT),2012.12.01,72,7011,73.8,139
,アウト,ベント,青(RT),2012.12.01,イン,ベント,青(RT),2012.12.01,72,6514,70.6,130
,アウト,ベント,白(FT),2012.12.01,イン,ベント,白(FT),2012.12.01,72,6095,68.7,127
,アウト,ベント,銀(60歳～),2012.12.01,イン,ベント,銀(60歳～),2012.12.01,72,5818,67.4,125
,アウト,ベント,白赤(LT),2012.12.01,イン,ベント,白赤(LT),2012.12.01,72,5535,66.2,120
,アウト,ベント,金(70歳～),2012.12.01,イン,ベント,金(70歳～),2012.12.01,72,5261,65.0,116
高知ゴルフ倶楽部,アウト,コーライ,バック,2018.02.08,イン,コーライ,バック,2018.02.08,72,6300,71.7,135
,アウト,コーライ,レギュラー,2018.02.08,イン,コーライ,レギュラー,2018.02.08,72,5943,69.9,129
,アウト,コーライ,フロント,2018.02.08,イン,コーライ,フロント,2018.02.08,72,5618,68.5,123
,アウト,コーライ,レディース,2018.02.08,イン,コーライ,レディース,2018.02.08,72,5492,68.1,121
,アウト,コーライ,ピンク,2018.02.08,イン,コーライ,ピンク,2018.02.08,72,4723,63.8,112
,アウト,コーライ,シルバー,2018.02.08,イン,コーライ,シルバー,2018.02.08,72,5702,69.0,125
Kochi黒潮カントリークラブ,黒潮アウト,ベント,黒,2018.06.11,黒潮イン,ベント,黒,2018.06.11,72,7345,75.6,140
,黒潮アウト,ベント,青,2018.06.11,黒潮イン,ベント,青,2018.06.11,72,6840,72.9,136
,黒潮アウト,ベント,白,2018.06.11,黒潮イン,ベント,白,2018.06.11,72,6450,71.3,134
,黒潮アウト,ベント,銀,2018.06.11,黒潮イン,ベント,銀,2018.06.11,72,6125,69.8,129
,黒潮アウト,ベント,金,2018.06.11,黒潮イン,ベント,金,2018.06.11,72,5695,68.1,121
,黒潮アウト,ベント,赤,2018.06.11,黒潮イン,ベント,赤,2018.06.11,72,5260,66.1,115
,黒潮アウト,ベント,ピンク,2018.06.11,黒潮イン,ベント,ピンク,2018.06.11,72,4905,64.3,113
,暖流,ベント,黒,2018.06.11,太平洋,ベント,黒,2018.06.11,72,7280,74.8,136
,暖流,ベント,青,2018.06.11,太平洋,ベント,青,2018.06.11,72,7090,74.2,133
,暖流,ベント,白,2018.06.11,太平洋,ベント,白,2018.06.11,72,6590,71.8,129
,暖流,ベント,銀,2018.06.11,太平洋,ベント,銀,2018.06.11,72,6060,69.5,121
