,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
阿賀高原ゴルフ倶楽部,かえで,ベント,バック,2015.09.03,ぶな,ベント,バック,2015.09.03,72,6898,72.6,130
,かえで,ベント,レギュラー,2015.09.03,ぶな,ベント,レギュラー,2015.09.03,72,6407,70.2,127
,かえで,ベント,フロント1,2015.09.03,ぶな,ベント,フロント1,2015.09.03,72,6112,69.0,123
,かえで,ベント,レディース,2015.09.03,ぶな,ベント,レディース,2015.09.03,72,5491,66.1,113
,ぶな,ベント,バック,2015.09.03,けやき,ベント,バック,2015.09.03,72,6803,72.4,130
,ぶな,ベント,レギュラー,2015.09.03,けやき,ベント,レギュラー,2015.09.03,72,6367,70.3,126
,ぶな,ベント,フロント1,2015.09.03,けやき,ベント,フロント1,2015.09.03,72,6120,69.3,123
,ぶな,ベント,レディース,2015.09.03,けやき,ベント,レディース,2015.09.03,72,5436,66.2,113
,けやき,ベント,バック,2015.09.03,かえで,ベント,バック,2015.09.03,72,6793,72.2,131
,けやき,ベント,レギュラー,2015.09.03,かえで,ベント,レギュラー,2015.09.03,72,6328,69.9,128
,けやき,ベント,フロント1,2015.09.03,かえで,ベント,フロント1,2015.09.03,72,6072,68.9,124
,けやき,ベント,レディース,2015.09.03,かえで,ベント,レディース,2015.09.03,72,5351,65.7,113
石地シーサイドカントリークラブ,アウト,ベント,バック,2010.07.09,イン,ベント,バック,2010.07.09,72,6560,71.5,129
,アウト,ベント,レギュラー,2010.07.09,イン,ベント,レギュラー,2010.07.09,72,6147,69.6,124
,アウト,ベント,フロント1,2010.07.09,イン,ベント,フロント1,2010.07.09,72,5795,68.4,120
,アウト,ベント,フロント2,2010.07.09,イン,ベント,フロント2,2010.07.09,72,5372,66.8,115
糸魚川カントリークラブ,アウト,ベント,バック,2009.06.10,イン,ベント,バック,2009.06.10,72,6549,71.4,129
,アウト,ベント,レギュラー,2009.06.10,イン,ベント,レギュラー,2009.06.10,72,6184,69.8,124
,アウト,ベント,フロント1,2009.06.10,イン,ベント,フロント1,2009.06.10,72,5777,68.2,119
,アウト,ベント,フロント2,2009.06.10,イン,ベント,フロント2,2009.06.10,72,5336,66.6,115
イーストヒルゴルフクラブ,アウト,ベント,バック1,2021.10.26,イン,ベント,バック1,2021.10.26,72,6721,72.1,128
,アウト,ベント,バック2,2021.10.26,イン,ベント,バック2,2021.10.26,72,6355,70.5,125
,アウト,ベント,レギュラー,2021.10.26,イン,ベント,レギュラー,2021.10.26,72,6043,69.1,122
,アウト,ベント,フロント1,2021.10.26,イン,ベント,フロント1,2021.10.26,72,5395,66.2,117
,アウト,ベント,フロント2,2021.10.26,イン,ベント,フロント2,2021.10.26,72,4702,63.1,110
越後ゴルフ倶楽部,アウト,ベント,バック,2013.06.13,イン,ベント,バック,2013.06.13,72,7210,74.0,131
,アウト,ベント,レギュラー,2013.06.13,イン,ベント,レギュラー,2013.06.13,72,6737,71.6,127
,アウト,ベント,フロント1,2013.06.13,イン,ベント,フロント1,2013.06.13,72,6360,69.9,123
,アウト,ベント,フロント2,2013.06.13,イン,ベント,フロント2,2013.06.13,72,5629,66.5,115
,アウト,ベント,レディース1,2013.06.13,イン,ベント,レディース1,2013.06.13,72,5034,63.7,109
小千谷カントリークラブ,アウト,ベント,バック,2010.06.08,イン,ベント,バック,2010.06.08,72,6985,72.5,132
,アウト,ベント,レギュラー,2010.06.08,イン,ベント,レギュラー,2010.06.08,72,6319,69.5,123
,アウト,ベント,フロント1,2010.06.08,イン,ベント,フロント1,2010.06.08,72,5973,68.2,119
,アウト,ベント,フロント2,2010.06.08,イン,ベント,フロント2,2010.06.08,72,5490,66.5,115
柏崎カントリークラブ,佐渡,ベント,バック,2010.06.09,弥彦,ベント,バック,2010.06.09,72,6407,70.7,127
,佐渡,ベント,レギュラー,2010.06.09,弥彦,ベント,レギュラー,2010.06.09,72,6032,69.2,123
,佐渡,ベント,フロント1,2010.06.09,弥彦,ベント,フロント1,2010.06.09,72,5681,67.8,118
,佐渡,ベント,フロント2_,,弥彦,ベント,フロント2_,,72,5397,66.9,116
,弥彦,ベント,バック,2010.06.09,米山,ベント,バック,2010.06.09,72,6557,71.6,130
,弥彦,ベント,レギュラー_,,米山,ベント,レギュラー,2010.06.09,72,6142,69.8,124
,弥彦,ベント,フロント1_,,米山,ベント,フロント1,2010.06.09,72,5750,68.2,119
,弥彦,ベント,フロント2,2010.06.09,米山,ベント,フロント2,2010.06.09,72,5448,67.1,116
,米山,ベント,バック_,,佐渡,ベント,バック_,,72,6500,71.2,129
,米山,ベント,レギュラー,2010.06.09,佐渡,ベント,レギュラー_,,72,6160,69.8,124
,米山,ベント,フロント1,2010.06.09,佐渡,ベント,フロント1_,,72,5743,68.2,119
,米山,ベント,フロント2,2010.06.09,佐渡,ベント,フロント2,2010.06.09,72,5497,67.3,117
櫛形ゴルフ倶楽部,アウト,ベント,バック,2014.05.30,イン,ベント,バック,2014.05.30,72,6699,71.6,129
,アウト,ベント,レギュラー,2014.05.30,イン,ベント,レギュラー,2014.05.30,72,6162,69.3,122
,アウト,ベント,レディース,2014.05.30,イン,ベント,レディース,2014.05.30,72,5375,65.7,114
グリーンヒル長岡ゴルフ倶楽部,アウト,ベント,バック,2013.09.17,イン,ベント,バック,2013.09.17,72,6741,72.3,126
,アウト,ベント,レギュラー,2013.09.17,イン,ベント,レギュラー,2013.09.17,72,5899,68.0,120
,アウト,ベント,レディース,2013.09.17,イン,ベント,レディース,2013.09.17,72,4957,63.4,110
ゴールド越後湯沢カントリークラブ,アウト,Main,バック,2009.10.29,イン,Main,バック,2009.10.29,72,6456,70.8,128
,アウト,Main,レギュラー,2009.10.29,イン,Main,レギュラー,2009.10.29,72,5999,68.9,122
,アウト,Sub,バック,2009.10.29,イン,Sub,バック,2009.10.29,72,6068,69.1,122
,アウト,Sub,レギュラー,2009.10.29,イン,Sub,レギュラー,2009.10.29,72,5680,67.7,118
笹神五頭ゴルフ倶楽部,五頭,ベント,バック,2018.04.25,阿賀,ベント,バック,2018.04.25,72,6316,70.5,123
,五頭,ベント,レギュラー,2018.04.25,阿賀,ベント,レギュラー,2018.04.25,72,5948,69.0,119
,五頭,ベント,レディース,2018.04.25,阿賀,ベント,レディース,2018.04.25,72,5525,67.7,117
,阿賀,ベント,バック,2018.04.25,白鳥,ベント,バック,2018.04.25,72,6371,70.5,125
,阿賀,ベント,レギュラー,2018.04.25,白鳥,ベント,レギュラー,2018.04.25,72,6009,69.0,122
,阿賀,ベント,レディース,2018.04.25,白鳥,ベント,レディース,2018.04.25,72,5558,67.7,120
,白鳥,ベント,バック,2018.04.25,五頭,ベント,バック,2018.04.25,72,6539,71.0,126
,白鳥,ベント,レギュラー,2018.04.25,五頭,ベント,レギュラー,2018.04.25,72,6245,69.8,124
,白鳥,ベント,レディース,2018.04.25,五頭,ベント,レディース,2018.04.25,72,5623,68.4,121
紫雲ゴルフ倶楽部,飯豊アウト,ベント,バック,2021.11.18,飯豊イン,ベント,バック,2021.11.18,72,6847,72.6,128
,飯豊アウト,ベント,バック 2,2021.11.18,飯豊イン,ベント,バック 2,2021.11.18,72,6752,72.2,127
,飯豊アウト,ベント,レギュラー,2021.11.18,飯豊イン,ベント,レギュラー,2021.11.18,72,6334,70.3,124
,飯豊アウト,ベント,フロント,2021.11.18,飯豊イン,ベント,フロント,2021.11.18,72,5922,68.4,120
