,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
エメラルドコーストゴルフリンクス,アウト,ティフトン,チャンピオン,2018.03.14,イン,ティフトン,チャンピオン,2018.03.14,72,6912,73.8,135
,アウト,ティフトン,バック,2018.03.14,イン,ティフトン,バック,2018.03.14,72,6410,71.5,128
,アウト,ティフトン,レギュラー,2018.03.14,イン,ティフトン,レギュラー,2018.03.14,72,6025,69.6,124
,アウト,ティフトン,レディース,2018.03.14,イン,ティフトン,レディース,2018.03.14,72,5458,67.1,118
沖縄カントリークラブ,アウト,ヒメコーライ,フルバック,2019.07.09,イン,ヒメコーライ,フルバック,2019.07.09,70,5469,67.4,131
,アウト,ヒメコーライ,バック,2019.07.09,イン,ヒメコーライ,バック,2019.07.09,70,5385,67.0,131
,アウト,ヒメコーライ,レギュラー,2019.07.09,イン,ヒメコーライ,レギュラー,2019.07.09,70,5053,65.3,130
,アウト,ヒメコーライ,レディース,2019.07.09,イン,ヒメコーライ,レディース,2019.07.09,70,4612,63.1,125
オリオン嵐山ゴルフ倶楽部,アウト,ティフトン,バック,2006.10.30,イン,ティフトン,バック,2006.10.30,72,6955,73.2,134
,アウト,ティフトン,レギュラー,2006.10.30,イン,ティフトン,レギュラー,2006.10.30,72,6562,71.3,129
,アウト,ティフトン,フロント1,2006.10.30,イン,ティフトン,フロント1,2006.10.30,72,6028,69.2,123
オーシャンキャッスルカントリークラブ,アウト,コーライ,フルバック,2016.02.10,イン,コーライ,フルバック,2016.02.10,72,6602,73.0,136
,アウト,コーライ,レギュラー,2016.02.10,イン,コーライ,レギュラー,2016.02.10,72,6057,70.5,132
,アウト,コーライ,フロント,2016.02.10,イン,コーライ,フロント,2016.02.10,72,5568,68.2,130
,アウト,コーライ,レディース,2016.02.10,イン,コーライ,レディース,2016.02.10,72,4796,64.7,122
カヌチャゴルフコース,アウト,コーライ,バック,2015.05.14,イン,コーライ,バック,2015.05.14,72,6937,73.4,139
,アウト,コーライ,レギュラー,2015.05.14,イン,コーライ,レギュラー,2015.05.14,72,6490,71.2,134
,アウト,コーライ,フロント,2015.05.14,イン,コーライ,フロント,2015.05.14,72,6023,69.2,126
,アウト,コーライ,レディース,2015.05.14,イン,コーライ,レディース,2015.05.14,72,5104,64.9,115
かねひで喜瀬カントリークラブ,アウト,ティフトン,チャンピオン,2006.10.30,イン,ティフトン,チャンピオン,2006.10.30,72,7168,74.0,136
,アウト,ティフトン,バック,2006.10.30,イン,ティフトン,バック,2006.10.30,72,6804,72.1,131
,アウト,ティフトン,レギュラー,2006.10.30,イン,ティフトン,レギュラー,2006.10.30,72,6230,69.6,124
守礼カントリークラブ,アウト,ベント,バック,2014.04.11,イン,ベント,バック,2014.04.11,70,6109,69.3,118
,アウト,ベント,レギュラー,2014.04.11,イン,ベント,レギュラー,2014.04.11,70,5589,67.6,117
,アウト,ベント,フロント,2014.04.11,イン,ベント,フロント,2014.04.11,70,4904,64.2,110
ジ・アッタテラスゴルフリゾ-ト,アウト,ベント,バック,2011.03.28,イン,ベント,バック,2011.03.28,72,6925,74.0,134
,アウト,ベント,レギュラー,2011.03.28,イン,ベント,レギュラー,2011.03.28,72,6288,70.8,127
美らオーチャードゴルフ倶楽部,アウト,コーライ,フルバック,2014.04.09,イン,コーライ,フルバック,2014.04.09,72,6138,69.5,130
,アウト,コーライ,バック,2014.04.09,イン,コーライ,バック,2014.04.09,72,6021,69.0,129
,アウト,コーライ,レギュラー,2014.04.09,イン,コーライ,レギュラー,2014.04.09,72,5627,67.3,124
,アウト,コーライ,ゴールド,2014.04.09,イン,コーライ,ゴールド,2014.04.09,72,5160,65.1,119
那覇ゴルフ倶楽部,アウト,チャンピオンドアーフ,バック,2013.11.14,イン,チャンピオンドアーフ,バック,2013.11.14,72,7213,74.5,138
,アウト,チャンピオンドアーフ,レギュラー,2013.11.14,イン,チャンピオンドアーフ,レギュラー,2013.11.14,72,6713,72.3,132
,アウト,チャンピオンドアーフ,フロント1,2013.11.14,イン,チャンピオンドアーフ,フロント1,2013.11.14,72,6353,70.6,128
,アウト,チャンピオンドアーフ,フロント2,2013.11.14,イン,チャンピオンドアーフ,フロント2,2013.11.14,72,5980,68.9,124
パームヒルズゴルフリゾートクラブ,アウト,ベント,バック,2016.09.01,イン,ベント,バック,2011.03.30,72,6842,74.2,141
,アウト,ベント,レギュラー,2016.09.01,イン,ベント,レギュラー,2015.08.15,72,6356,71.7,129
PGMゴルフリゾート沖縄,ハイビスカス,ティフトン,フルバック,2017.02.14,ブーゲンビレア,ティフトン,フルバック,2018.03.15,72,7176,74.2,134
,ハイビスカス,ティフトン,バック,2017.02.14,ブーゲンビレア,ティフトン,バック,2018.03.15,72,6618,71.8,127
,ハイビスカス,ティフトン,レギュラー,2017.02.14,ブーゲンビレア,ティフトン,レギュラー,2018.03.15,72,6250,70.0,123
,ハイビスカス,ティフトン,フロント,2017.02.14,ブーゲンビレア,ティフトン,フロント,2018.03.15,72,5561,66.5,120
,デイゴ,ティフトン,フルバック,2017.02.14,ハイビスカス,ティフトン,フルバック,2017.02.14,72,7011,73.6,134
,デイゴ,ティフトン,バック,2017.02.14,ハイビスカス,ティフトン,バック,2017.02.14,72,6516,71.4,128
,デイゴ,ティフトン,レギュラー,2017.02.14,ハイビスカス,ティフトン,レギュラー,2017.02.14,72,6103,69.3,124
,デイゴ,ティフトン,フロント,2017.02.14,ハイビスカス,ティフトン,フロント,2017.02.14,72,5448,66.2,118
,ブーゲンビレア,ティフトン,フルバック,2018.03.15,デイゴ,ティフトン,フルバック,2017.02.14,72,7265,74.8,133
,ブーゲンビレア,ティフトン,バック,2018.03.15,デイゴ,ティフトン,バック,2017.02.14,72,6678,72.2,126
,ブーゲンビレア,ティフトン,レギュラー,2018.03.15,デイゴ,ティフトン,レギュラー,2017.02.14,72,6253,70.1,123
,ブーゲンビレア,ティフトン,フロント,2018.03.15,デイゴ,ティフトン,フロント,2017.02.14,72,5593,66.7,120
ベルビーチゴルフクラブ,アウト,コーライ,バック,2008.10.27,イン,コーライ,バック,2008.10.27,72,6564,71.5,129
,アウト,コーライ,レギュラー,2008.10.27,イン,コーライ,レギュラー,2008.10.27,72,6226,69.9,125
,アウト,コーライ,フロント1,2008.10.27,イン,コーライ,フロント1,2008.10.27,72,5933,68.8,121
琉球ゴルフ倶楽部,西,コーライ,フルバック,2018.06.28,東,コーライ,フルバック,2018.06.28,72,7026,73.7,133
,西,コーライ,バック,2018.06.28,東,コーライ,バック,2018.06.28,72,6792,72.6,130
,西,コーライ,レギュラー,2018.06.28,東,コーライ,レギュラー,2018.06.28,72,6381,70.7,127
,西,コーライ,ゴールド,2018.06.28,東,コーライ,ゴールド,2018.06.28,72,6046,69.3,125
,西,コーライ,レディース1,2018.06.28,東,コーライ,レディース1,2018.06.28,72,5713,67.6,120
,東,コーライ,フルバック,2018.06.28,南,コーライ,フルバック,2018.06.28,72,7063,74.2,134
,東,コーライ,バック,2018.06.28,南,コーライ,バック,2018.06.28,72,6799,73.1,129
,東,コーライ,レギュラー,2018.06.28,南,コーライ,レギュラー,2018.06.28,72,6434,71.4,126
,東,コーライ,ゴールド,2018.06.28,南,コーライ,ゴールド,2018.06.28,72,5955,69.0,124
,東,コーライ,レディース1,2018.06.28,南,コーライ,レディース1,2018.06.28,72,5784,68.3,119
,南,コーライ,フルバック,2018.06.28,西,コーライ,フルバック,2018.06.28,72,7083,74.3,135
,南,コーライ,バック,2018.06.28,西,コーライ,バック,2018.06.28,72,6775,72.9,129
,南,コーライ,レギュラー,2018.06.28,西,コーライ,レギュラー,2018.06.28,72,6339,70.9,126
,南,コーライ,ゴールド,2018.06.28,西,コーライ,ゴールド,2018.06.28,72,5917,68.9,124
,南,コーライ,レディース1,2018.06.28,西,コーライ,レディース1,2018.06.28,72,5667,67.7,118
