,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
秋田カントリー倶楽部,太平山,ベント,バック,2019.04.09,日本海,ベント,バック,2019.04.09,72,6419,76.9,141
,太平山,ベント,レギュラー,2019.04.09,日本海,ベント,レギュラー,2019.04.09,72,5963,74.4,135
,太平山,ベント,レディース,2019.04.09,日本海,ベント,レディース,2019.04.09,72,5564,70.0,126
,鳥海山,ベント,バック,2019.04.09,太平山,ベント,バック,2019.04.09,72,6239,75.7,137
,鳥海山,ベント,レギュラー,2019.04.09,太平山,ベント,レギュラー,2019.04.09,72,5854,73.6,132
,鳥海山,ベント,レディース,2019.04.09,太平山,ベント,レディース,2019.04.09,72,5239,69.3,123
,日本海,ベント,バック,2019.04.09,鳥海山,ベント,バック,2019.04.09,72,6276,76.2,136
,日本海,ベント,レギュラー,2019.04.09,鳥海山,ベント,レギュラー,2019.04.09,72,5847,73.8,131
,日本海,ベント,レディース,2019.04.09,鳥海山,ベント,レディース,2019.04.09,72,5449,69.3,123
秋田北空港クラシックゴルフ倶楽部,アウト,ベント,バック,2008.07.22,イン,ベント,バック,2008.07.22,72,7002,78.7,143
,アウト,ベント,レギュラー,2008.07.22,イン,ベント,レギュラー,2008.07.22,72,6541,76.2,137
,アウト,ベント,フロント,2008.07.22,イン,ベント,フロント,2008.07.22,72,6048,73.6,130
,アウト,ベント,レディース,2008.07.22,イン,ベント,レディース,2008.07.22,72,5460,70.5,122
,アウト,ベント,シルバー,2008.07.22,イン,ベント,シルバー,2008.07.22,72,5180,69.3,118
秋田太平山カントリークラブ,アウト,ベント,バック,2008.07.08,イン,ベント,バック,2008.07.08,72,6895,77.3,139
,アウト,ベント,レギュラー,2008.07.08,イン,ベント,レギュラー,2008.07.08,72,6470,75.1,134
,アウト,ベント,フロント,2008.07.08,イン,ベント,フロント,2008.07.08,72,6228,73.6,130
,アウト,ベント,レディース,2008.07.08,イン,ベント,レディース,2008.07.08,72,5666,70.6,122
秋田椿台カントリークラブ,つばき,ベント,バック,2019.04.08,さつき,ベント,バック,2019.04.08,72,7088,80.0,140
,つばき,ベント,レギュラー,2019.04.08,さつき,ベント,レギュラー,2019.04.08,72,6394,76.1,132
,つばき,ベント,フロント,2019.04.08,さつき,ベント,フロント,2019.04.08,72,5545,71.3,121
,つばき,ベント,レディース,2019.04.08,さつき,ベント,レディース,2019.04.08,72,5453,70.7,120
,さつき,ベント,バック,2019.04.08,さくら,ベント,バック,2019.04.08,72,6985,79.4,143
,さつき,ベント,レギュラー,2019.04.08,さくら,ベント,レギュラー,2019.04.08,72,6335,75.8,135
,さつき,ベント,フロント,2019.04.08,さくら,ベント,フロント,2019.04.08,72,5495,71.1,124
,さつき,ベント,レディース,2019.04.08,さくら,ベント,レディース,2019.04.08,72,5300,70.0,123
,さくら,ベント,バック,2019.04.08,つばき,ベント,バック,2019.04.08,72,6897,79.0,144
,さくら,ベント,レギュラー,2019.04.08,つばき,ベント,レギュラー,2019.04.08,72,6213,75.3,135
,さくら,ベント,フロント,2019.04.08,つばき,ベント,フロント,2019.04.08,72,5388,70.4,124
,さくら,ベント,レディース,2019.04.08,つばき,ベント,レディース,2019.04.08,72,5229,69.5,123
秋田森岳温泉36ゴルフ場,秋田OUT,ベント,チャンピオン,2014.09.30,秋田IN,ベント,チャンピオン,2014.09.30,72,7032,79.9,143
,秋田OUT,ベント,バック,2014.09.30,秋田IN,ベント,バック,2014.09.30,72,6543,77.5,137
,秋田OUT,ベント,レギュラー,2014.09.30,秋田IN,ベント,レギュラー,2014.09.30,72,6154,75.1,134
,秋田OUT,ベント,フロント,2014.09.30,秋田IN,ベント,フロント,2014.09.30,72,5931,73.9,130
,秋田OUT,ベント,レディース,2014.09.30,秋田IN,ベント,レディース,2014.09.30,72,5229,69.5,123
,森岳温泉OUT,ベント,チャンピオン,2015.10.30,森岳温泉IN,ベント,チャンピオン,2015.10.30,72,6574,78.1,136
,森岳温泉OUT,ベント,バック,2015.10.30,森岳温泉IN,ベント,バック,2015.10.30,72,6335,76.7,134
,森岳温泉OUT,ベント,レギュラー,2015.10.30,森岳温泉IN,ベント,レギュラー,2015.10.30,72,5984,74.4,131
,森岳温泉OUT,ベント,フロント,2015.10.30,森岳温泉IN,ベント,フロント,2015.10.30,72,5764,73.1,129
,森岳温泉OUT,ベント,レディース,2015.10.30,森岳温泉IN,ベント,レディース,2015.10.30,72,5005,68.8,120
羽後カントリー倶楽部,アウト,ベント,バック,2008.07.07,イン,ベント,バック,2008.07.07,72,6815,77.9,141
,アウト,ベント,レギュラー,2008.07.07,イン,ベント,レギュラー,2008.07.07,72,6396,75.7,135
,アウト,ベント,フロント,2008.07.07,イン,ベント,フロント,2008.07.07,72,6069,74.0,131
,アウト,ベント,レディース,2008.07.07,イン,ベント,レディース,2008.07.07,72,5364,70.3,121
大館カントリークラブ,アウト,ベント,バック,2008.09.17,イン,ベント,バック,2008.09.17,72,6686,77.4,140
,アウト,ベント,レギュラー,2008.09.17,イン,ベント,レギュラー,2008.09.17,72,6089,74.3,132
,アウト,ベント,フロント,2008.09.17,イン,ベント,フロント,2008.09.17,72,5536,71.4,124
,アウト,ベント,レディース,2008.09.17,イン,ベント,レディース,2008.09.17,72,5018,68.9,117
大野台ゴルフクラブ,アウト,ベント,バック,2008.09.16,イン,ベント,バック,2008.09.16,72,6304,75.1,134
,アウト,ベント,フロント,2008.09.16,イン,ベント,フロント,2008.09.16,72,5698,71.2,123
,アウト,ベント,レディース,2008.09.16,イン,ベント,レディース,2008.09.16,72,5079,68.4,116
男鹿ゴルフクラブ,アウト,ベント,バック,2012.06.12,イン,ベント,バック,2012.06.12,72,6438,76.0,127
,アウト,ベント,レギュラー,2012.06.12,イン,ベント,レギュラー,2012.06.12,72,6064,73.7,123
,アウト,ベント,レディス,2012.06.12,イン,ベント,レディス,2012.06.12,72,5391,69.5,115
大仙市民ゴルフ倶楽部,アウト,ベント,バック,2009.11.04,イン,ベント,バック,2009.11.04,70,6031,73.6,130
,アウト,ベント,レギュラー,2009.11.04,イン,ベント,レギュラー,2009.11.04,70,5447,70.5,122
,アウト,ベント,レディース,2009.11.04,イン,ベント,レディース,2009.11.04,70,4756,67.6,114
能代カントリークラブ,アウト,ベント,バック,2009.11.04,イン,ベント,バック,2009.11.04,72,6200,74.4,132
,アウト,ベント,レギュラー,2009.11.04,イン,ベント,レギュラー,2009.11.04,72,5910,72.9,128
,アウト,ベント,フロント,2009.11.04,イン,ベント,フロント,2009.11.04,72,5627,71.4,124
,アウト,ベント,レディース,2009.11.04,イン,ベント,レディース,2009.11.04,72,5270,69.6,119
ノースハンプトンゴルフ倶楽部,アウト,ベント,バック,2012.09.05,イン,ベント,バック,2012.09.05,72,6609,78.3,138
,アウト,ベント,レギュラー,2012.09.05,イン,ベント,レギュラー,2012.09.05,72,6208,76.0,133
,アウト,ベント,フロント,2012.09.05,イン,ベント,フロント,2012.09.05,72,5842,73.9,130
,アウト,ベント,レディス,2012.09.05,イン,ベント,レディス,2012.09.05,72,5218,70.5,120
南秋田カントリークラブ,アウト,メイン,バック,2016.06.01,イン,メイン,バック,2016.06.01,72,6939,80.1,144
,アウト,メイン,レギュラー,2016.06.01,イン,メイン,レギュラー,2016.06.01,72,6414,76.9,139
,アウト,メイン,フロント,2016.06.01,イン,メイン,フロント,2016.06.01,72,6300,76.4,137
,アウト,メイン,ゴールド,2016.06.01,イン,メイン,ゴールド,2016.06.01,72,5546,71.7,127
,アウト,メイン,レディース,2016.06.01,イン,メイン,レディース,2016.06.01,72,5329,70.2,125
,アウト,メイン,グリーン,2016.06.01,イン,メイン,グリーン,2016.06.01,72,4728,66.9,118
,アウト,サブ,バック,2016.06.01,イン,サブ,バック,2016.06.01,72,6870,79.6,142
,アウト,サブ,レギュラー,2016.06.01,イン,サブ,レギュラー,2016.06.01,72,6354,76.8,137
,アウト,サブ,フロント,2016.06.01,イン,サブ,フロント,2016.06.01,72,6241,76.4,135
,アウト,サブ,ゴールド,2016.06.01,イン,サブ,ゴールド,2016.06.01,72,5501,71.4,126
,アウト,サブ,レディース,2016.06.01,イン,サブ,レディース,2016.06.01,72,5284,70.1,124
,アウト,サブ,グリーン,2016.06.01,イン,サブ,グリーン,2016.06.01,72,4683,66.8,116
ロイヤルセンチュリーゴルフ倶楽部,アウト,ベント,チャンピオン,2014.09.29,イン,ベント,チャンピオン,2014.09.29,72,6786,79.6,141
,アウト,ベント,バック,2014.09.29,イン,ベント,バック,2014.09.29,72,6433,77.6,137
,アウト,ベント,レギュラー,2014.09.29,イン,ベント,レギュラー,2014.09.29,72,6088,75.4,132
,アウト,ベント,フロント,2014.09.29,イン,ベント,フロント,2014.09.29,72,5617,73.0,126
,アウト,ベント,レディース,2014.09.29,イン,ベント,レディース,2014.09.29,72,5103,69.9,121
