,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
岩国センチュリーゴルフクラブ,アウト,ベント,バック,2008.11.05,イン,ベント,バック,2008.11.05,72,6825,73.0,133
,アウト,ベント,レギュラー,2008.11.05,イン,ベント,レギュラー,2008.11.05,72,6380,70.9,128
,アウト,ベント,フロント,2008.11.05,イン,ベント,フロント,2008.11.05,72,6100,70.0,125
,アウト,ベント,ゴールド,2008.11.05,イン,ベント,ゴールド,2008.11.05,72,5910,69.2,123
,アウト,ベント,レディース,2008.11.05,イン,ベント,レディース,2008.11.05,72,4688,67.0,116
宇部72カントリークラブ,万年池西アウト,メインベント,バック,2010.05.06,万年池西イン,メインベント,バック,2010.05.06,72,6844,72.5,132
,万年池西アウト,メインベント,フロント,2010.05.06,万年池西イン,メインベント,フロント,2010.05.06,72,6490,70.4,126
,万年池西アウト,メインベント,レディース,2010.05.06,万年池西イン,メインベント,レディース,2010.05.06,72,6005,68.9,122
,万年池西アウト,レギュラーベント,バック,2010.05.06,万年池西イン,レギュラーベント,バック,2010.05.06,72,6498,70.5,126
,万年池西アウト,レギュラーベント,フロント,2010.05.06,万年池西イン,レギュラーベント,フロント,2010.05.06,72,6144,69.0,122
,万年池西アウト,レギュラーベント,レディース,2010.05.06,万年池西イン,レギュラーベント,レディース,2010.05.06,72,5659,67.4,117
,万年池東アウト,メインベント,バック,2010.05.07,万年池東イン,メインベント,バック,2010.05.07,72,7087,73.5,135
,万年池東アウト,メインベント,フロント,2010.05.07,万年池東イン,メインベント,フロント,2010.05.07,72,6506,71.0,128
,万年池東アウト,メインベント,レディース,2010.05.07,万年池東イン,メインベント,レディース,2010.05.07,72,5686,67.9,118
,万年池東アウト,レギュラーベント,バック,2010.05.07,万年池東イン,レギュラーベント,バック,2010.05.07,72,6758,72.1,131
,万年池東アウト,レギュラーベント,フロント,2010.05.07,万年池東イン,レギュラーベント,フロント,2010.05.07,72,6177,69.4,123
,万年池東アウト,レギュラーベント,レディース,2010.05.07,万年池東イン,レギュラーベント,レディース,2010.05.07,72,5360,66.5,115
,阿知須アウト,メインベント,バック,2009.11.19,阿知須イン,メインベント,バック,2009.11.19,73,7170,73.8,136
,阿知須アウト,メインベント,フロント,2009.11.19,阿知須イン,メインベント,フロント,2009.11.19,73,6795,72.2,131
,阿知須アウト,メインベント,レディース,2009.11.19,阿知須イン,メインベント,レディース,2009.11.19,73,5953,68.8,121
,阿知須アウト,レギュラーベント,バック,2009.11.19,阿知須イン,レギュラーベント,バック,2009.11.19,73,6815,72.0,131
,阿知須アウト,レギュラーベント,フロント,2009.11.19,阿知須イン,レギュラーベント,フロント,2009.11.19,73,6440,70.3,126
,阿知須アウト,レギュラーベント,レディース,2009.11.19,阿知須イン,レギュラーベント,レディース,2009.11.19,73,5598,67.4,117
