,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
青山高原カントリークラブ,アウト,ベント,バック,2013.04.26,イン,ベント,バック,2013.04.26,72,6850,72.5,126
,アウト,ベント,レギュラー,2013.04.26,イン,ベント,レギュラー,2013.04.26,72,6496,70.6,124
,アウト,ベント,フロント1,2013.04.26,イン,ベント,フロント1,2013.04.26,72,6129,68.9,122
,アウト,ベント,フロント2,2013.04.26,イン,ベント,フロント2,2013.04.26,72,6122,68.9,121
,アウト,ベント,レディース,2013.04.26,イン,ベント,レディース,2013.04.26,72,5421,65.8,112
阿山カンツリー倶楽部,アウト,メイン,バック,2014.05.09,イン,メイン,バック,2014.05.09,72,6882,73.5,137
,アウト,メイン,レギュラー,2014.05.09,イン,メイン,レギュラー,2014.05.09,72,6489,71.6,136
,アウト,メイン,フロント,2014.05.09,イン,メイン,フロント,2014.05.09,72,6060,69.5,129
,アウト,メイン,レディース,2014.05.09,イン,メイン,レディース,2014.05.09,72,5053,65.6,120
,アウト,サブ,バック,2014.05.09,イン,メイン,バック,2014.05.09,72,6871,73.3,136
,アウト,サブ,レギュラー,2014.05.09,イン,メイン,レギュラー,2014.05.09,72,6480,71.6,134
,アウト,サブ,フロント,2014.05.09,イン,メイン,フロント,2014.05.09,72,6026,69.3,127
,アウト,サブ,レディース,2014.05.09,イン,メイン,レディース,2014.05.09,72,5035,65.5,120
アリジカントリークラブ,アウト,ベント,バック,2008.09.02,イン,ベント,バック,2008.09.02,72,6804,72.2,131
,アウト,ベント,レギュラー,2008.09.02,イン,ベント,レギュラー,2008.09.02,72,6376,70.2,125
,アウト,ベント,フロント,2008.09.02,イン,ベント,フロント,2008.09.02,72,5951,68.7,121
伊勢カントリークラブ,アウト,Bグリーン,黒,2018.09.13,イン,Bグリーン,黒,2018.09.13,72,7021,75.3,140
,アウト,Bグリーン,青,2018.09.13,イン,Bグリーン,青,2018.09.13,72,6457,72.0,137
,アウト,Bグリーン,白,2018.09.13,イン,Bグリーン,白,2018.09.13,72,6227,70.9,134
,アウト,Bグリーン,金,2018.09.13,イン,Bグリーン,金,2018.09.13,72,5787,68.9,126
,アウト,Bグリーン,赤,2018.09.13,イン,Bグリーン,赤,2018.09.13,72,5691,68.6,125
,アウト,Bグリーン,桜,2018.09.13,イン,Bグリーン,桜,2018.09.13,72,5018,65.7,113
,アウト,Kグリーン,黒,2018.09.13,イン,Kグリーン,黒,2018.09.13,72,7007,74.9,136
,アウト,Kグリーン,青,2018.09.13,イン,Kグリーン,青,2018.09.13,72,6451,71.7,133
,アウト,Kグリーン,白,2018.09.13,イン,Kグリーン,白,2018.09.13,72,6206,70.4,130
,アウト,Kグリーン,金,2018.09.13,イン,Kグリーン,金,2018.09.13,72,5787,68.8,124
,アウト,Kグリーン,赤,2018.09.13,イン,Kグリーン,赤,2018.09.13,72,5674,68.3,121
,アウト,Kグリーン,桜,2018.09.13,イン,Kグリーン,桜,2018.09.13,72,5000,64.7,113
伊勢中川カントリークラブ,NGコースアウト,ベント,バック,2004.05.21,NGコースイン,ベント,バック,2004.05.21,72,6444,70.5,126
,NGコースアウト,ベント,レギュラー,2004.05.21,NGコースイン,ベント,レギュラー,2004.05.21,72,6019,68.9,122
,NGコースアウト,ベント,フロント,2004.05.21,NGコースイン,ベント,フロント,2004.05.21,72,5700,67.7,118
,OGコースアウト,ベント,バック,2004.05.21,OGコースイン,ベント,バック,2004.05.21,72,6717,72.0,131
,OGコースアウト,ベント,レギュラー,2004.05.21,OGコースイン,ベント,レギュラー,2004.05.21,72,6285,70.1,125
,OGコースアウト,ベント,フロント,2004.05.21,OGコースイン,ベント,フロント,2004.05.21,72,5971,68.9,122
エクセレントゴルフクラブ伊勢大鷲コース,アウト,ベント,バック,2020.04.02,イン,ベント,バック,2020.04.02,72,7074,75.8,143
,アウト,ベント,レギュラー1,2020.04.02,イン,ベント,レギュラー1,2020.04.02,72,6576,73.2,142
,アウト,ベント,レギュラー2,2020.04.02,イン,ベント,レギュラー2,2020.04.02,72,6248,71.5,141
,アウト,ベント,フロント1,2020.04.02,イン,ベント,フロント1,2020.04.02,72,5727,69.1,133
,アウト,ベント,レディース1,2020.04.02,イン,ベント,レディース1,2020.04.02,72,5115,66.1,122
霞ゴルフクラブ,アウト,ベント,フルバック,2015.11.06,イン,ベント,フルバック,2015.11.06,72,6733,72.0,130
,アウト,ベント,バック,2015.11.06,イン,ベント,バック,2015.11.06,72,6267,69.9,124
,アウト,ベント,レギュラー,2015.11.06,イン,ベント,レギュラー,2015.11.06,72,5847,68.0,121
,アウト,ベント,シニア,2015.11.06,イン,ベント,シニア,2015.11.06,72,5353,65.7,117
,アウト,ベント,レディース,2015.11.06,イン,ベント,レディース,2015.11.06,72,4864,63.5,112
近鉄賢島カンツリークラブ,アウト,ベント,バック,2020.04.03,イン,ベント,バック,2020.04.03,72,6959,74.4,142
,アウト,ベント,レギュラー,2020.04.03,イン,ベント,レギュラー,2020.04.03,72,6626,72.7,137
,アウト,ベント,フロント,2020.04.03,イン,ベント,フロント,2020.04.03,72,6288,71.1,134
