,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
唐津ゴルフ倶楽部,アウト,ベント,バック (青),2021.06.03,イン,ベント,バック (青),2021.06.03,72,6710,77.6,141
,アウト,ベント,レギュラー (白),2021.06.03,イン,ベント,レギュラー (白),2021.06.03,72,6413,76.0,138
,アウト,ベント,フロント1 (金),2021.06.03,イン,ベント,フロント1 (金),2021.06.03,72,6032,73.5,134
,アウト,ベント,フロント2 (赤),2021.06.03,イン,ベント,フロント2 (赤),2021.06.03,72,4929,66.8,120
佐賀カントリー倶楽部,アウト,ベント,レギュラー,2008.02.28,イン,ベント,レギュラー,2008.02.28,72,6333,75.7,135
,アウト,ベント,フロント1,2008.02.28,イン,ベント,フロント1,2008.02.28,72,6031,73.9,131
,アウト,ベント,フロント2,2008.02.28,イン,ベント,フロント2,2008.02.28,72,5720,72.3,126
佐賀クラシックゴルフ倶楽部,アウト,ベント,レギュラー,2013.03.28,イン,ベント,レギュラー,2013.03.28,72,6459,76.7,131
,アウト,ベント,フロント,2013.03.28,イン,ベント,フロント,2013.03.28,72,6082,74.3,125
,アウト,ベント,レディース1,2013.03.28,イン,ベント,レディース1,2013.03.28,72,5494,71.0,119
,アウト,ベント,レディース2,2013.03.28,イン,ベント,レディース2,2013.03.28,72,5237,69.7,115
佐賀ロイヤルゴルフクラブ,アウト,ベント(メイン),フルバック,2017.10.27,イン,ベント(メイン),フルバック,2017.10.27,72,6920,80.3,147
,アウト,ベント(メイン),バック,2017.10.27,イン,ベント(メイン),バック,2017.10.27,72,6837,79.9,146
,アウト,ベント(メイン),レギュラー,2017.10.27,イン,ベント(メイン),レギュラー,2017.10.27,72,6520,78.1,142
,アウト,ベント(メイン),フロント1,2017.10.27,イン,ベント(メイン),フロント1,2017.10.27,72,6215,76.5,140
,アウト,ベント(メイン),シニア,2017.10.27,イン,ベント(メイン),シニア,2017.10.27,72,5754,73.8,133
,アウト,ベント(メイン),レディース,2017.10.27,イン,ベント(メイン),レディース,2017.10.27,72,5074,69.9,121
,アウト,ベント(サブ),フルバック,2017.10.27,イン,ベント(サブ),フルバック,2017.10.27,72,6654,78.7,145
,アウト,ベント(サブ),バック,2017.10.27,イン,ベント(サブ),バック,2017.10.27,72,6571,78.2,144
,アウト,ベント(サブ),レギュラー,2017.10.27,イン,ベント(サブ),レギュラー,2017.10.27,72,6248,76.5,141
,アウト,ベント(サブ),フロント1,2017.10.27,イン,ベント(サブ),フロント1,2017.10.27,72,5940,74.8,138
,アウト,ベント(サブ),シニア,2017.10.27,イン,ベント(サブ),シニア,2017.10.27,72,5476,72.0,131
,アウト,ベント(サブ),レディース,2017.10.27,イン,ベント(サブ),レディース,2017.10.27,72,4824,68.1,121
武雄嬉野カントリークラブ,アウト,コーライ,フロント1,2019.12.13,イン,コーライ,フロント1,2019.12.13,72,6064,76.2,138
,アウト,コーライ,レディース1,2019.12.13,イン,コーライ,レディース1,2019.12.13,72,5012,70.1,125
武雄ゴルフ倶楽部,アウト,メイン(ベント),フロント1,2019.09.13,イン,メイン(ベント),フロント1,2019.09.13,72,6105,75.3,141
,アウト,メイン(ベント),ゴールド,2019.09.13,イン,メイン(ベント),ゴールド,2019.09.13,72,5864,74.0,138
,アウト,メイン(ベント),レディース1,2019.09.13,イン,メイン(ベント),レディース1,2019.09.13,72,5714,73.1,136
,アウト,メイン(ベント),レディース2,2019.09.13,イン,メイン(ベント),レディース2,2019.09.13,72,5603,72.6,135
,アウト,メイン(ベント),レディース3,2019.09.13,イン,メイン(ベント),レディース3,2019.09.13,72,4954,68.3,121
天山カントリークラブ,アウト,ベント(M),バック,2017.12.13,イン,ベント(M),バック,2017.12.13,72,6871,79.2,143
,アウト,ベント(M),レギュラー,2017.12.13,イン,ベント(M),レギュラー,2017.12.13,72,6463,77.0,139
,アウト,ベント(M),フロント1,2017.12.13,イン,ベント(M),フロント1,2017.12.13,72,6198,75.4,136
,アウト,ベント(M),レディース1,2017.12.13,イン,ベント(M),レディース1,2017.12.13,72,5330,70.5,122
,アウト,ベント(S),バック,2017.12.13,イン,ベント(S),バック,2017.12.13,72,6704,78.4,142
,アウト,ベント(S),レギュラー,2017.12.13,イン,ベント(S),レギュラー,2017.12.13,72,6296,76.1,138
,アウト,ベント(S),フロント1,2017.12.13,イン,ベント(S),フロント1,2017.12.13,72,6031,74.5,135
,アウト,ベント(S),レディース1,2017.12.13,イン,ベント(S),レディース1,2017.12.13,72,5171,69.5,122
花祭ゴルフ倶楽部,アウト,ベント,Back,2013.02.19,イン,ベント,Back,2013.02.19,72,6560,76.6,136
,アウト,ベント,Regular,2013.02.19,イン,ベント,Regular,2013.02.19,72,6247,74.8,132
,アウト,ベント,Front,2013.02.19,イン,ベント,Front,2013.02.19,72,5931,73.1,128
,アウト,ベント,Ladies,2013.02.19,イン,ベント,Ladies,2013.02.19,72,5203,68.9,121
日の隈カンツリークラブ,アウト,コーライ,バック,2013.08.26,イン,コーライ,バック,2013.08.26,72,6258,76.2,129
,アウト,コーライ,レギュラー,2013.08.26,イン,コーライ,レギュラー,2013.08.26,72,5797,73.6,125
,アウト,コーライ,レディース,2013.08.26,イン,コーライ,レディース,2013.08.26,72,5087,69.7,116
福岡セヴンヒルズゴルフ倶楽部,アウト,ベント,レギュラー,2009.12.16,イン,ベント,レギュラー,2009.12.16,72,6228,74.6,133
,アウト,ベント,フロント1,2009.12.16,イン,ベント,フロント1,2009.12.16,72,5791,72.2,126
,アウト,ベント,レディース,2009.12.16,イン,ベント,レディース,2009.12.16,72,5133,69.0,117
フジカントリークラブ,アウト,ベント,REG,2019.10.08,イン,ベント,REG,2019.10.08,72,5915,75.1,133
,アウト,ベント,LADYS,2019.10.08,イン,ベント,LADYS,2019.10.08,72,5367,71.7,123
ブリヂストンカンツリー倶楽部,アウト,コーライ,レギュラー,2013.09.26,イン,コーライ,レギュラー,2013.09.26,72,6045,74.5,133
,アウト,コーライ,レディース,2013.09.26,イン,コーライ,レディース,2013.09.26,72,5555,71.8,127
北山カントリー倶楽部,アウト,Aベント,バック,2021.04.15,イン,Aベント,バック,2021.04.15,72,6674,78.9,151
,アウト,Aベント,レギュラー,2021.04.15,イン,Aベント,レギュラー,2021.04.15,72,6340,76.7,147
,アウト,Aベント,フロント1,2021.04.15,イン,Aベント,フロント1,2021.04.15,72,5910,74.2,141
,アウト,Aベント,レディース1,2021.04.15,イン,Aベント,レディース1,2021.04.15,72,5446,71.3,121
,アウト,Bベント,バック,2021.04.15,イン,Bベント,バック,2021.04.15,72,6691,78.6,147
,アウト,Bベント,レギュラー,2021.04.15,イン,Bベント,レギュラー,2021.04.15,72,6357,76.6,145
,アウト,Bベント,フロント1,2021.04.15,イン,Bベント,フロント1,2021.04.15,72,5930,74.0,138
,アウト,Bベント,レディース1,2021.04.15,イン,Bベント,レディース1,2021.04.15,72,5450,71.3,121
大和不動カントリー倶楽部,アウト,ベント,フロント,2021.07.14,イン,ベント,フロント,2021.07.14,72,6067,74.4,134
,アウト,ベント,レディース,2021.07.14,イン,ベント,レディース,2021.07.14,72,5608,70.7,121
若木ゴルフ倶楽部,アウト,ベント,Regular,2008.02.07,イン,ベント,Regular,2008.02.07,72,6158,74.3,132
,アウト,ベント,Ladies,2008.02.07,イン,ベント,Ladies,2008.02.07,72,5189,69.2,118
