,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
厚木国際カントリー倶楽部,西アウト,Aグリーン,バック,2016.12.02,西イン,Aグリーン,バック,2016.12.02,72,6857,79.1,137
,西アウト,Aグリーン,レギュラー,2016.12.02,西イン,Aグリーン,レギュラー,2016.12.02,72,6452,76.9,133
,西アウト,Aグリーン,レディース,2016.12.02,西イン,Aグリーン,レディース,2016.12.02,72,5936,74.2,127
,西アウト,Bグリーン,バック,2016.12.02,西イン,Bグリーン,バック,2016.12.02,72,6464,76.4,133
,西アウト,Bグリーン,レギュラー,2016.12.02,西イン,Bグリーン,レギュラー,2016.12.02,72,6059,74.3,128
,西アウト,Bグリーン,レディース,2016.12.02,西イン,Bグリーン,レディース,2016.12.02,72,5543,71.5,123
,西イン,Aグリーン,バック,2016.12.02,東イン,ベント,バック,2020.03.26,72,6732,78.8,138
,西イン,Aグリーン,レギュラー,2016.12.02,東イン,ベント,レギュラー,2020.03.26,72,6397,76.8,134
,西イン,Aグリーン,レディース,2016.12.02,東イン,ベント,レディース,2020.03.26,72,5556,72.0,126
,西イン,Bグリーン,バック,2016.12.02,東イン,ベント,バック,2020.03.26,72,6573,77.5,136
,西イン,Bグリーン,レギュラー,2016.12.02,東イン,ベント,レギュラー,2020.03.26,72,6238,75.6,132
,西イン,Bグリーン,レディース,2016.12.02,東イン,ベント,レディース,2020.03.26,72,5397,70.8,124
,東アウト,ベント,バック,2020.03.26,東イン,ベント,バック,2020.03.26,71,6477,78.1,136
,東アウト,ベント,レギュラー,2020.03.26,東イン,ベント,レギュラー,2020.03.26,71,6200,76.3,133
,東アウト,ベント,フロント1,2020.03.26,東イン,ベント,フロント1,2020.03.26,71,5835,74.0,130
,東アウト,ベント,フロント2,2020.03.26,東イン,ベント,フロント2,2020.03.26,71,5435,71.8,126
,東アウト,ベント,レディース,2020.03.26,東イン,ベント,レディース,2020.03.26,71,4970,69.0,121
,東イン,ベント,バック,2020.03.26,西アウト,Aグリーン,バック,2016.12.02,72,6769,79.7,140
,東イン,ベント,レギュラー,2020.03.26,西アウト,Aグリーン,レギュラー,2016.12.02,72,6465,77.9,137
,東イン,ベント,レディース,2020.03.26,西アウト,Aグリーン,レディース,2016.12.02,72,5578,73.0,127
,東イン,ベント,バック,2020.03.26,西アウト,Bグリーン,バック,2016.12.02,72,6535,78.3,137
,東イン,ベント,レギュラー,2020.03.26,西アウト,Bグリーン,レギュラー,2016.12.02,72,6231,76.5,134
,東イン,ベント,レディース,2020.03.26,西アウト,Bグリーン,レディース,2016.12.02,72,5344,71.5,125
伊勢原カントリークラブ,アウト,Rグリーン,バック,2018.07.02,イン,Rグリーン,バック,2018.07.02,72,5945,74.8,132
