,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
浅見ゴルフ倶楽部,北,ベント,フルバック,2020.03.31,中,ベント,フルバック,2020.03.31,72,6750,78.2,142
,北,ベント,バック,2020.03.31,中,ベント,バック,2020.03.31,72,6732,78.1,142
,北,ベント,レギュラー,2020.03.31,中,ベント,レギュラー,2020.03.31,72,6317,75.9,136
,北,ベント,フロント,2020.03.31,中,ベント,フロント,2020.03.31,72,5973,73.8,132
,北,ベント,レディース,2020.03.31,中,ベント,レディース,2020.03.31,72,5399,70.2,126
,中,ベント,フルバック,2020.03.31,南,ベント,フルバック,2020.03.31,72,6832,79.2,143
,中,ベント,バック,2020.03.31,南,ベント,バック,2020.03.31,72,6767,78.8,142
,中,ベント,レギュラー,2020.03.31,南,ベント,レギュラー,2020.03.31,72,6328,76.4,137
,中,ベント,フロント,2020.03.31,南,ベント,フロント,2020.03.31,72,6110,74.9,135
,中,ベント,レディース,2020.03.31,南,ベント,レディース,2020.03.31,72,5271,69.8,126
,南,ベント,フルバック,2020.03.31,北,ベント,フルバック,2020.03.31,72,6876,79.6,142
,南,ベント,バック,2020.03.31,北,ベント,バック,2020.03.31,72,6829,79.3,142
,南,ベント,レギュラー,2020.03.31,北,ベント,レギュラー,2020.03.31,72,6361,76.7,136
,南,ベント,フロント,2020.03.31,北,ベント,フロント,2020.03.31,72,6045,74.7,133
,南,ベント,レディース,2020.03.31,北,ベント,レディース,2020.03.31,72,5292,69.8,127
アスレチックガーデンゴルフ倶楽部,アウト,ベント,ブラック,2021.04.13,イン,ベント,ブラック,2021.04.13,72,6779,78.7,144
,アウト,ベント,ブルー,2021.04.13,イン,ベント,ブルー,2021.04.13,72,6363,76.5,138
,アウト,ベント,ホワイト,2021.04.13,イン,ベント,ホワイト,2021.04.13,72,6080,74.9,135
,アウト,ベント,ゴールド,2021.04.13,イン,ベント,ゴールド,2021.04.13,72,5568,72.0,129
,アウト,ベント,レッド,2021.04.13,イン,ベント,レッド,2021.04.13,72,5250,70.3,125
阿見ゴルフクラブ,アウト,Aグリーン,バック,2010.09.16,イン,Aグリーン,バック,2010.09.16,72,6879,77.9,141
,アウト,Aグリーン,レギュラー,2010.09.16,イン,Aグリーン,レギュラー,2010.09.16,72,6425,75.5,135
,アウト,Aグリーン,フロント1,2010.09.16,イン,Aグリーン,フロント1,2010.09.16,72,6007,73.3,129
,アウト,Bグリーン,バック,2010.09.16,イン,Bグリーン,バック,2010.09.16,72,6510,75.6,135
,アウト,Bグリーン,レギュラー,2010.09.16,イン,Bグリーン,レギュラー,2010.09.16,72,6056,73.3,129
,アウト,Bグリーン,フロント1,2010.09.16,イン,Bグリーン,フロント1,2010.09.16,72,5638,71.1,123
石岡ウエストカントリークラブ,アウト,Aグリーン,チャンピオン,2017.06.19,イン,Aグリーン,チャンピオン,2017.06.19,72,6914,78.7,140
,アウト,Aグリーン,バック,2017.06.19,イン,Aグリーン,バック,2017.06.19,72,6552,76.7,136
,アウト,Aグリーン,レギュラー,2017.06.19,イン,Aグリーン,レギュラー,2017.06.19,72,6161,74.6,131
,アウト,Aグリーン,フロント1,2017.06.19,イン,Aグリーン,フロント1,2017.06.19,72,5589,71.4,125
,アウト,Aグリーン,レディース,2017.06.19,イン,Aグリーン,レディース,2017.06.19,72,4839,67.2,116
,アウト,Bグリーン,チャンピオン,2017.06.19,イン,Bグリーン,チャンピオン,2017.06.19,72,6520,76.3,136
,アウト,Bグリーン,バック,2017.06.19,イン,Bグリーン,バック,2017.06.19,72,6158,74.2,132
,アウト,Bグリーン,レギュラー,2017.06.19,イン,Bグリーン,レギュラー,2017.06.19,72,5767,72.1,127
,アウト,Bグリーン,フロント1,2017.06.19,イン,Bグリーン,フロント1,2017.06.19,72,5195,68.9,120
,アウト,Bグリーン,レディース,2017.06.19,イン,Bグリーン,レディース,2017.06.19,72,4445,64.7,112
茨城ゴルフ倶楽部,東アウト,ベント,チャンピオン,2014.10.09,東イン,ベント,チャンピオン,2014.10.09,72,7336,82.2,145
,東アウト,ベント,フルバック,2014.10.09,東イン,ベント,フルバック,2014.10.09,72,7061,80.6,141
,東アウト,ベント,バック,2014.10.09,東イン,ベント,バック,2014.10.09,72,6592,77.9,136
,東アウト,ベント,フロント,2014.10.09,東イン,ベント,フロント,2014.10.09,72,6261,75.9,132
,東アウト,ベント,レディース,2014.10.09,東イン,ベント,レディース,2014.10.09,72,5478,71.3,124
,西アウト,Aグリーン,フルバック,2016.06.23,西イン,Aグリーン,フルバック,2016.06.23,72,7095,80.6,143
,西アウト,Aグリーン,バック,2016.06.23,西イン,Aグリーン,バック,2016.06.23,72,6594,77.8,138
,西アウト,Aグリーン,フロント,2016.06.23,西イン,Aグリーン,フロント,2016.06.23,72,6339,76.4,135
,西アウト,Aグリーン,レディース,2016.06.23,西イン,Aグリーン,レディース,2016.06.23,72,5570,72.1,126
,西アウト,Bグリーン,フルバック,2016.06.23,西イン,Bグリーン,フルバック,2016.06.23,72,6783,78.6,138
,西アウト,Bグリーン,バック,2016.06.23,西イン,Bグリーン,バック,2016.06.23,72,6282,75.8,132
,西アウト,Bグリーン,フロント,2016.06.23,西イン,Bグリーン,フロント,2016.06.23,72,6027,74.3,130
,西アウト,Bグリーン,レディース,2016.06.23,西イン,Bグリーン,レディース,2016.06.23,72,5258,70.1,120
茨城ロイヤルカントリー倶楽部,アウト,ベント,ブラック,2021.04.20,イン,ベント,ブラック,2021.04.20,72,7079,79.7,138
,アウト,ベント,ブルー,2021.04.20,イン,ベント,ブルー,2021.04.20,72,6715,77.6,134
,アウト,ベント,ホワイト,2021.04.20,イン,ベント,ホワイト,2021.04.20,72,6123,74.4,126
,アウト,ベント,レッド,2021.04.20,イン,ベント,レッド,2021.04.20,72,5558,71.4,120
茨城パシフィックカントリー倶楽部,アウト,Aグリーン,バック,2009.11.18,イン,Aグリーン,バック,2009.11.18,72,6867,77.6,140
,アウト,Aグリーン,レギュラー,2009.11.18,イン,Aグリーン,レギュラー,2009.11.18,72,6311,74.7,133
,アウト,Aグリーン,フロント1,2009.11.18,イン,Aグリーン,フロント1,2009.11.18,72,5886,72.4,127
,アウト,Aグリーン,フロント2,2009.11.18,イン,Aグリーン,フロント2,2009.11.18,72,5234,69.3,118
,アウト,Bグリーン,バック,2009.11.18,イン,Bグリーン,バック,2009.11.18,72,6640,76.4,137
,アウト,Bグリーン,レギュラー,2009.11.18,イン,Bグリーン,レギュラー,2009.11.18,72,6084,73.4,129
,アウト,Bグリーン,フロント1,2009.11.18,イン,Bグリーン,フロント1,2009.11.18,72,5659,71.2,123
,アウト,Bグリーン,フロント2,2009.11.18,イン,Bグリーン,フロント2,2009.11.18,72,5007,68.3,116
岩瀬桜川カントリークラブ,アウト,ベント,バック,2009.04.07,イン,ベント,バック,2009.04.07,72,6785,76.9,139
