,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
安芸カントリークラブ,アウト,メインベント,バック,2020.02.25,イン,メインベント,バック,2020.02.25,72,6985,80.7,150
,アウト,メインベント,レギュラー,2020.02.25,イン,メインベント,レギュラー,2020.02.25,72,6337,77.3,141
,アウト,メインベント,フロント,2020.02.25,イン,メインベント,フロント,2020.02.25,72,6078,75.8,137
,アウト,メインベント,レディース,2020.02.25,イン,メインベント,レディース,2020.02.25,72,5346,71.9,129
,アウト,サブベント,バック,2020.02.25,イン,サブベント,バック,2020.02.25,72,7011,80.8,150
,アウト,サブベント,レギュラー,2020.02.25,イン,サブベント,レギュラー,2020.02.25,72,6364,77.3,140
,アウト,サブベント,フロント,2020.02.25,イン,サブベント,フロント,2020.02.25,72,6106,75.9,136
,アウト,サブベント,レディース,2020.02.25,イン,サブベント,レディース,2020.02.25,72,5373,71.9,128
尾道うずしおカントリークラブ,アウト,コーライ,バック,2012.12.21,イン,コーライ,バック,2012.12.21,72,6607,78.8,142
,アウト,コーライ,レギュラー,2012.12.21,イン,コーライ,レギュラー,2012.12.21,72,6171,76.4,137
,アウト,コーライ,フロント,2012.12.21,イン,コーライ,フロント,2012.12.21,72,6003,75.4,135
,アウト,コーライ,ゴールド,2012.12.21,イン,コーライ,ゴールド,2012.12.21,72,5714,73.5,132
,アウト,コーライ,レディース,2012.12.21,イン,コーライ,レディース,2012.12.21,72,5387,71.7,128
尾道カントリークラブ宇根山コース,アウト,ベント,バック,2012.08.24,イン,ベント,バック,2012.08.24,72,6540,78.7,142
,アウト,ベント,レギュラー,2012.08.24,イン,ベント,レギュラー,2012.08.24,72,6086,75.9,138
,アウト,ベント,フロント,2012.08.24,イン,ベント,フロント,2012.08.24,72,5889,74.7,137
