,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
青島ゴルフ倶楽部,アウト,ベント,バック,2006.08.02,イン,ベント,バック,2006.08.02,72,7018,73.7,136
,アウト,ベント,レギュラー,2006.08.02,イン,ベント,レギュラー,2006.08.02,72,6634,71.8,130
,アウト,ベント,フロント1,2006.08.02,イン,ベント,フロント1,2006.08.02,72,6234,70.0,125
北方ゴルフクラブ,アウト,ベントメイン,チャンピオン,2021.12.07,イン,ベントメイン,チャンピオン,2021.12.07,72,6917,73.9,139
,アウト,ベントメイン,バック,2021.12.07,イン,ベントメイン,バック,2021.12.07,72,6669,72.8,137
,アウト,ベントメイン,レギュラー,2021.12.07,イン,ベントメイン,レギュラー,2021.12.07,72,6257,70.8,130
,アウト,ベントメイン,フロント1,2021.12.07,イン,ベントメイン,フロント1,2021.12.07,72,5951,69.0,127
,アウト,ベントサブ,チャンピオン,2021.12.07,イン,ベントサブ,チャンピオン,2021.12.07,72,6653,72.4,135
,アウト,ベントサブ,バック,2021.12.07,イン,ベントサブ,バック,2021.12.07,72,6405,71.4,134
,アウト,ベントサブ,レギュラー,2021.12.07,イン,ベントサブ,レギュラー,2021.12.07,72,5993,69.5,128
,アウト,ベントサブ,フロント1,2021.12.07,イン,ベントサブ,フロント1,2021.12.07,72,5687,67.8,123
トム・ワトソンゴルフコース,アウト,ベント,BT,2009.10.10,イン,ベント,BT,2009.10.10,72,7012,73.7,136
,アウト,ベント,RT,2009.10.10,イン,ベント,RT,2009.10.10,72,6450,70.9,128
,アウト,ベント,FT/LT1,2009.10.10,イン,ベント,FT/LT1,2009.10.10,72,6194,69.9,125
,アウト,ティフトン,BT,2009.10.10,イン,ティフトン,BT,2009.10.10,72,6356,70.0,125
,アウト,ティフトン,RT,2009.10.10,イン,ティフトン,RT,2009.10.10,72,5754,67.6,118
,アウト,ティフトン,FT/LT1,2009.10.10,イン,ティフトン,FT/LT1,2009.10.10,72,5524,66.8,115
日南北郷カントリークラブ,アウト,ベント,Back,2011.11.28,イン,ベント,Back,2011.11.28,72,7012,74.5,144
,アウト,ベント,Regular,2011.11.28,イン,ベント,Regular,2011.11.28,72,6315,70.8,139
,アウト,ベント,Front1,2011.11.28,イン,ベント,Front1,2011.11.28,72,5840,68.5,135
ハイビスカスゴルフクラブ,アウト,ベント(M),C-BACK,2012.08.22,イン,ベント(M),C-BACK,2012.08.22,72,6920,72.6,136
,アウト,ベント(M),バック,2012.08.22,イン,ベント(M),バック,2012.08.22,72,6507,70.7,133
,アウト,ベント(M),レギュラー,2012.08.22,イン,ベント(M),レギュラー,2012.08.22,72,6112,68.9,130
,アウト,ベント(M),フロント,2012.08.22,イン,ベント(M),フロント,2012.08.22,72,6040,68.6,129
,アウト,ベント(S),C-BACK,2012.08.22,イン,ベント(S),C-BACK,2012.08.22,72,6802,72.1,135
,アウト,ベント(S),バック,2012.08.22,イン,ベント(S),バック,2012.08.22,72,6404,70.2,130
,アウト,ベント(S),レギュラー,2012.08.22,イン,ベント(S),レギュラー,2012.08.22,72,6017,68.4,126
,アウト,ベント(S),フロント,2012.08.22,イン,ベント(S),フロント,2012.08.22,72,5942,68.1,126
フェニックスカントリークラブ,高千穂,ベント,バック,2018.07.06,住吉,ベント,バック,2018.07.06,72,6956,73.9,134
,高千穂,ベント,レギュラー,2018.07.06,住吉,ベント,レギュラー,2018.07.06,72,6448,71.4,128
,高千穂,ベント,フロント,2018.07.06,住吉,ベント,フロント,2018.07.06,72,6096,69.6,126
,高千穂,ベント,レディース,2018.07.06,住吉,ベント,レディース,2018.07.06,72,5568,67.3,118
,住吉,ベント,バック,2018.07.06,日南,ベント,バック,2018.07.06,72,6739,72.7,133
,住吉,ベント,レギュラー,2018.07.06,日南,ベント,レギュラー,2018.07.06,72,6322,70.7,129
,住吉,ベント,フロント,2018.07.06,日南,ベント,フロント,2018.07.06,72,5903,68.7,123
,住吉,ベント,レディース,2018.07.06,日南,ベント,レディース,2018.07.06,72,5471,66.9,119
,日南,ベント,バック,2018.07.06,高千穂,ベント,バック,2018.07.06,72,6829,72.8,134
,日南,ベント,レギュラー,2018.07.06,高千穂,ベント,レギュラー,2018.07.06,72,6424,70.9,129
,日南,ベント,フロント,2018.07.06,高千穂,ベント,フロント,2018.07.06,72,6041,69.3,125
,日南,ベント,レディース,2018.07.06,高千穂,ベント,レディース,2018.07.06,72,5503,66.8,118
美々津カントリークラブ,アウト,ベント,バック,2015.03.20,イン,ベント,バック,2015.03.20,72,6700,72.5,131
,アウト,ベント,レギュラー,2015.03.20,イン,ベント,レギュラー,2015.03.20,72,6390,71.0,127
,アウト,ベント,フロント,2015.03.20,イン,ベント,フロント,2015.03.20,72,6130,69.9,125
,アウト,ベント,レディース,2015.03.20,イン,ベント,レディース,2015.03.20,72,5760,67.6,124
,アウト,ベント,ゴールド,2015.03.20,イン,ベント,ゴールド,2015.03.20,72,5399,66.2,119
都城母智丘カントリークラブ,アウト,ベント,バック,2008.06.10,イン,ベント,バック,2008.06.10,72,6299,70.0,125
,アウト,ベント,レギュラー,2008.06.10,イン,ベント,レギュラー,2008.06.10,72,5985,68.8,121
宮崎大淀カントリークラブ,アウト,ベントメイン,バック,2006.06.22,イン,ベントメイン,バック,2006.06.22,72,6718,71.5,129
,アウト,ベントメイン,レギュラー,2006.06.22,イン,ベントメイン,レギュラー,2006.06.22,72,6356,70.0,125
,アウト,ベントメイン,フロント1,2006.06.22,イン,ベントメイン,フロント1,2006.06.22,72,5893,68.2,119
,アウト,ベントサブ,バック,2006.06.22,イン,ベントサブ,バック,2006.06.22,72,6538,70.9,128
,アウト,ベントサブ,レギュラー,2006.06.22,イン,ベントサブ,レギュラー,2006.06.22,72,6176,69.3,123
,アウト,ベントサブ,フロント1,2006.06.22,イン,ベントサブ,フロント1,2006.06.22,72,5713,67.6,118
宮崎カントリークラブ,アウト,コーライ,チャンピオン,2014.08.01,イン,コーライ,チャンピオン,2014.08.01,72,6585,71.6,128
,アウト,コーライ,バック,2014.08.01,イン,コーライ,バック,2014.08.01,72,6558,71.5,128
,アウト,コーライ,レギュラー,2014.08.01,イン,コーライ,レギュラー,2014.08.01,72,6244,70.0,124
,アウト,コーライ,フロント,2014.08.01,イン,コーライ,フロント,2014.08.01,72,6145,69.6,123
,アウト,コーライ,ゴールド,2014.08.01,イン,コーライ,ゴールド,2014.08.01,72,5653,67.4,119
宮崎国際空港カントリークラブ,アウト,ベント,BT,2009.10.09,イン,ベント,BT,2009.10.09,72,7038,73.3,135
,アウト,ベント,RT,2009.10.09,イン,ベント,RT,2009.10.09,72,6616,71.4,129
,アウト,ベント,FT1/LT1,2009.10.09,イン,ベント,FT1/LT1,2009.10.09,72,6123,69.2,123
,アウト,ベント,FT2/LT2,2009.10.09,イン,ベント,FT2/LT2,2009.10.09,72,5317,66.2,114
宮崎国際ゴルフ倶楽部,橘,ベント,バック,2019.11.16,霧島,ベント,バック,2019.11.16,72,6668,72.8,135
,橘,ベント,レギュラー,2019.11.16,霧島,ベント,レギュラー,2019.11.16,72,6284,70.8,134
,橘,ベント,フロント1,2019.11.16,霧島,ベント,フロント1,2019.11.16,72,5884,68.8,132
,橘,ベント,レディース,2019.11.16,霧島,ベント,レディース,2019.11.16,72,5192,65.8,115
,橘,コーライ,バック,2019.11.16,霧島,コーライ,バック,2019.11.16,72,6462,71.5,134
,橘,コーライ,レギュラー,2019.11.16,霧島,コーライ,レギュラー,2019.11.16,72,6088,69.6,132
,橘,コーライ,フロント1,2019.11.16,霧島,コーライ,フロント1,2019.11.16,72,5688,67.8,124
,橘,コーライ,レディース,2019.11.16,霧島,コーライ,レディース,2019.11.16,72,4996,64.6,109
,橘,ベント,バック,2019.11.16,尾鈴,ベント,バック,2019.11.16,72,6337,71.3,134
,橘,ベント,レギュラー,2019.11.16,尾鈴,ベント,レギュラー,2019.11.16,72,5973,69.5,130
,橘,ベント,フロント1,2019.11.16,尾鈴,ベント,フロント1,2019.11.16,72,5612,67.8,124
,橘,ベント,レディース,2019.11.16,尾鈴,ベント,レディース,2019.11.16,72,5099,65.1,116
,橘,コーライ,バック,2019.11.16,尾鈴,コーライ,バック,2019.11.16,72,6074,69.9,131
,橘,コーライ,レギュラー,2019.11.16,尾鈴,コーライ,レギュラー,2019.11.16,72,5714,68.1,129
,橘,コーライ,フロント1,2019.11.16,尾鈴,コーライ,フロント1,2019.11.16,72,5353,66.6,118
,橘,コーライ,レディース,2019.11.16,尾鈴,コーライ,レディース,2019.11.16,72,4846,63.9,112
,霧島,ベント,バック,2019.11.16,尾鈴,ベント,バック,2019.11.16,72,6559,72.1,132
,霧島,ベント,レギュラー,2019.11.16,尾鈴,ベント,レギュラー,2019.11.16,72,6181,70.1,132
,霧島,ベント,フロント1,2019.11.16,尾鈴,ベント,フロント1,2019.11.16,72,5874,68.8,127
,霧島,ベント,レディース,2019.11.16,尾鈴,ベント,レディース,2019.11.16,72,5249,65.7,116
,霧島,コーライ,バック,2019.11.16,尾鈴,コーライ,バック,2019.11.16,72,6328,70.8,133
,霧島,コーライ,レギュラー,2019.11.16,尾鈴,コーライ,レギュラー,2019.11.16,72,5946,68.9,129
,霧島,コーライ,フロント1,2019.11.16,尾鈴,コーライ,フロント1,2019.11.16,72,5639,67.6,124
,霧島,コーライ,レディース,2019.11.16,尾鈴,コーライ,レディース,2019.11.16,72,5024,64.3,113
宮崎ゴルフ倶楽部,アウト,ベント,BT,2008.02.13,イン,ベント,BT,2008.02.13,72,6523,71.6,130
,アウト,ベント,RT,2008.02.13,イン,ベント,RT,2008.02.13,72,6167,70.0,125
,アウト,ベント,FT/LT1,2008.02.13,イン,ベント,FT/LT1,2008.02.13,72,5838,68.5,121
,アウト,コーライ,BT,2008.02.13,イン,コーライ,BT,2008.02.13,72,6456,71.0,128
,アウト,コーライ,RT,2008.02.13,イン,コーライ,RT,2008.02.13,72,6100,69.5,123
,アウト,コーライ,FT/LT1,2008.02.13,イン,コーライ,FT/LT1,2008.02.13,72,5771,68.2,119
宮崎座論梅ゴルフクラブ,アウト,ベント(右),ブラック,2018.07.19,イン,ベント(右),ブラック,2018.07.19,72,6812,73.2,133
,アウト,ベント(右),ブルー,2018.07.19,イン,ベント(右),ブルー,2018.07.19,72,6518,71.5,129
,アウト,ベント(右),ホワイト,2018.07.19,イン,ベント(右),ホワイト,2018.07.19,72,6058,69.0,128
,アウト,ベント(右),ゴールド,2018.07.19,イン,ベント(右),ゴールド,2018.07.19,72,5648,66.9,124
,アウト,ベント(左),ブラック,2018.07.19,イン,ベント(左),ブラック,2018.07.19,72,6801,72.9,131
,アウト,ベント(左),ブルー,2018.07.19,イン,ベント(左),ブルー,2018.07.19,72,6465,71.1,128
,アウト,ベント(左),ホワイト,2018.07.19,イン,ベント(左),ホワイト,2018.07.19,72,5991,68.6,126
,アウト,ベント(左),ゴールド,2018.07.19,イン,ベント(左),ゴールド,2018.07.19,72,5582,66.6,122
