,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
あづみ野カントリークラブ,アウト,ベント,バック,2009.06.12,イン,ベント,バック,2009.06.12,72,6967,72.0,131
,アウト,ベント,レギュラー,2009.06.12,イン,ベント,レギュラー,2009.06.12,72,6349,69.3,123
,アウト,ベント,フロント1,2009.06.12,イン,ベント,フロント1,2009.06.12,72,5765,67.1,116
あららぎカントリークラブ,アウト,ベント,バック,2003.05.27,イン,ベント,バック,2003.05.27,72,6534,71.2,129
,アウト,ベント,レギュラー,2003.05.27,イン,ベント,レギュラー,2003.05.27,72,6188,69.8,124
,アウト,ベント,フロント,2003.05.27,イン,ベント,フロント,2003.05.27,72,5919,68.8,121
ウィーゴカントリー倶楽部,アウト,ベント,バック,2018.07.06,イン,ベント,バック,2018.07.06,72,6654,71.8,133
,アウト,ベント,レギュラー,2018.07.06,イン,ベント,レギュラー,2018.07.06,72,6260,70.1,130
,アウト,ベント,フロント,2018.07.06,イン,ベント,フロント,2018.07.06,72,5895,68.6,126
,アウト,ベント,レディース,2018.07.06,イン,ベント,レディース,2018.07.06,72,5675,67.6,124
上田菅平高原グランヴィリオゴルフ倶楽部,アウト,ベント,バック,2015.04.23,イン,ベント,バック,2015.04.23,72,6459,70.7,130
,アウト,ベント,レギュラー,2015.04.23,イン,ベント,レギュラー,2015.04.23,72,6075,69.0,123
,アウト,ベント,フロント,2015.04.23,イン,ベント,フロント,2015.04.23,72,5398,65.4,117
上田丸子グランヴィリオゴルフ倶楽部,みまき,ベント,バック,2015.04.22,さくら,ベント,バック,2015.04.22,72,6566,71.2,127
,みまき,ベント,レギュラー,2015.04.22,さくら,ベント,レギュラー,2015.04.22,72,6080,68.9,123
,みまき,ベント,レディース,2015.04.22,さくら,ベント,レディース,2015.04.22,72,5046,64.0,111
,さくら,ベント,バック,2015.04.22,ふじ,ベント,バック,2015.04.22,72,6697,72.1,126
,さくら,ベント,レギュラー,2015.04.22,ふじ,ベント,レギュラー,2015.04.22,72,6159,69.5,121
,さくら,ベント,レディース,2015.04.22,ふじ,ベント,レディース,2015.04.22,72,5165,64.8,110
,ふじ,ベント,バック,2015.04.22,みまき,ベント,バック,2015.04.22,72,6683,71.9,125
,ふじ,ベント,レギュラー,2015.04.22,みまき,ベント,レギュラー,2015.04.22,72,6203,69.6,121
,ふじ,ベント,レディース,2015.04.22,みまき,ベント,レディース,2015.04.22,72,5195,64.8,109
塩嶺カントリークラブ,しらかば,ベント,バック_,,りんどう,ベント,バック,2010.07.16,72,6827,72.5,132
,しらかば,ベント,レギュラー,2010.07.16,りんどう,ベント,レギュラー,2010.07.16,72,6467,70.8,128
,しらかば,ベント,フロント1,2010.07.16,りんどう,ベント,フロント1,2010.07.16,72,6068,69.2,123
,しらかば,ベント,フロント2,2010.07.16,りんどう,ベント,フロント2,2010.07.16,72,5889,68.5,121
,りんどう,ベント,バック,2010.07.16,すずらん,ベント,バック_,,72,6695,71.7,130
,りんどう,ベント,レギュラー_,,すずらん,ベント,レギュラー,2010.07.16,72,6270,69.8,124
,りんどう,ベント,フロント1,2010.07.16,すずらん,ベント,フロント1,2010.07.16,72,6034,68.9,122
,りんどう,ベント,フロント2_,,すずらん,ベント,フロント2,2010.07.16,72,5840,68.2,119
,すずらん,ベント,バック,2010.07.16,しらかば,ベント,バック,2010.07.16,72,6650,71.5,129
,すずらん,ベント,レギュラー,2010.07.16,しらかば,ベント,レギュラー_,,72,6237,69.7,124
,すずらん,ベント,フロント1,2010.07.16,しらかば,ベント,フロント1,2010.07.16,72,6004,68.9,122
,すずらん,ベント,フロント2,2010.07.16,しらかば,ベント,フロント2_,,72,5815,68.1,119
