,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
青山高原カントリークラブ,アウト,ベント,バック,2013.04.26,イン,ベント,バック,2013.04.26,72,6850,79.4,133
,アウト,ベント,レギュラー,2013.04.26,イン,ベント,レギュラー,2013.04.26,72,6496,77.2,130
,アウト,ベント,フロント1,2013.04.26,イン,ベント,フロント1,2013.04.26,72,6129,75.1,126
,アウト,ベント,フロント2,2013.04.26,イン,ベント,フロント2,2013.04.26,72,6122,75.0,126
,アウト,ベント,レディース,2013.04.26,イン,ベント,レディース,2013.04.26,72,5421,70.9,120
阿山カンツリー倶楽部,アウト,メイン,バック,2014.05.09,イン,メイン,バック,2014.05.09,72,6882,80.6,147
,アウト,メイン,レギュラー,2014.05.09,イン,メイン,レギュラー,2014.05.09,72,6489,78.6,138
,アウト,メイン,フロント,2014.05.09,イン,メイン,フロント,2014.05.09,72,6060,75.8,134
,アウト,メイン,レディース,2014.05.09,イン,メイン,レディース,2014.05.09,72,5053,70.5,128
,アウト,サブ,バック,2014.05.09,イン,メイン,バック,2014.05.09,72,6871,80.5,147
,アウト,サブ,レギュラー,2014.05.09,イン,メイン,レギュラー,2014.05.09,72,6480,78.5,139
,アウト,サブ,フロント,2014.05.09,イン,メイン,フロント,2014.05.09,72,6026,75.5,135
,アウト,サブ,レディース,2014.05.09,イン,メイン,レディース,2014.05.09,72,5035,70.4,127
アリジカントリークラブ,アウト,ベント,バック,2008.09.02,イン,ベント,バック,2008.09.02,72,6804,77.5,140
,アウト,ベント,レギュラー,2008.09.02,イン,ベント,レギュラー,2008.09.02,72,6376,75.3,134
,アウト,ベント,フロント,2008.09.02,イン,ベント,フロント,2008.09.02,72,5951,73.2,129
,アウト,ベント,レディース,2008.09.02,イン,ベント,レディース,2008.09.02,72,5255,69.8,120
伊勢カントリークラブ,アウト,Bグリーン,黒,2018.09.13,イン,Bグリーン,黒,2018.09.13,72,7021,82.6,155
