,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
秋津原ゴルフクラブ,アウト,ベント,フルバック,2015.05.01,イン,ベント,フルバック,2015.05.01,72,7067,74.2,143
,アウト,ベント,バック,2015.05.01,イン,ベント,バック,2015.05.01,72,6624,72.1,140
,アウト,ベント,レギュラー,2015.05.01,イン,ベント,レギュラー,2015.05.01,72,6183,70.1,134
,アウト,ベント,ゴールド,2015.05.01,イン,ベント,ゴールド,2015.05.01,72,5661,67.8,129
阿騎野ゴルフ倶楽部,アウト,ベント,バック,2018.11.26,イン,ベント,バック,2018.11.26,72,7007,73.4,138
,アウト,ベント,レギュラー,2018.11.26,イン,ベント,レギュラー,2018.11.26,72,6488,71.1,133
,アウト,ベント,フロント1,2018.11.26,イン,ベント,フロント1,2018.11.26,72,6010,68.9,129
,アウト,ベント,ゴールド,2018.11.26,イン,ベント,ゴールド,2018.11.26,72,5244,65.2,122
飛鳥カンツリー倶楽部,アウト,メイン,バック,2016.08.04,イン,メイン,バック,2016.08.04,71,6630,71.8,133
,アウト,メイン,レギュラー,2016.08.04,イン,メイン,レギュラー,2016.08.04,71,6280,70.2,129
,アウト,メイン,フロント1,2016.08.04,イン,メイン,フロント1,2016.08.04,71,5974,69.0,126
,アウト,メイン,ピンク,2016.08.04,イン,メイン,ピンク,2016.08.04,71,4365,62.7,111
,アウト,サブ,バック,2016.08.04,イン,サブ,バック,2016.08.04,71,6369,70.6,130
,アウト,サブ,レギュラー,2016.08.04,イン,サブ,レギュラー,2016.08.04,71,6017,69.0,126
,アウト,サブ,フロント1,2016.08.04,イン,サブ,フロント1,2016.08.04,71,5701,67.7,123
宇陀カントリークラブ,アウト,ベント,バック,2002.04.18,イン,ベント,バック,2002.04.18,72,6836,72.3,132
,アウト,ベント,レギュラー,2002.04.18,イン,ベント,レギュラー,2002.04.18,72,6580,71.1,128
,アウト,ベント,フロント1,2002.04.18,イン,ベント,フロント1,2002.04.18,72,6266,69.7,124
オークモントゴルフクラブ,サウス,ベント,バック,2008.07.30,イースト,ベント,バック,2008.07.30,72,7124,74.0,136
,サウス,ベント,レギュラー,2008.07.30,イースト,ベント,レギュラー,2008.07.30,72,6789,72.4,132
,サウス,ベント,フロント,2008.07.30,イースト,ベント,フロント,2008.07.30,72,6370,70.4,126
,イースト,ベント,バック,2008.07.30,ウエスト,ベント,バック,2008.07.30,72,7086,74.0,136
,イースト,ベント,レギュラー,2008.07.30,ウエスト,ベント,レギュラー,2008.07.30,72,6731,72.3,132
,イースト,ベント,フロント_,,ウエスト,ベント,フロント,2008.07.30,72,6304,70.3,126
,ウエスト,ベント,バック_,,サウス,ベント,バック_,,72,7132,74.2,137
,ウエスト,ベント,レギュラー,2008.07.30,サウス,ベント,レギュラー,2008.07.30,72,6770,72.5,132
,ウエスト,ベント,フロント_,,サウス,ベント,フロント_,,72,6360,70.5,126
春日台カントリークラブ,東,ベント,バック,2016.09.01,中,ベント,バック,2016.09.01,72,6865,73.0,134
,東,ベント,レギュラー,2016.09.01,中,ベント,レギュラー,2016.09.01,72,6445,71.0,128
,東,ベント,フロント1,2016.09.01,中,ベント,フロント1,2016.09.01,72,6059,69.5,125
,中,ベント,バック,2016.09.01,西,ベント,バック,2016.09.01,72,6697,72.1,136
,中,ベント,レギュラー,2016.09.01,西,ベント,レギュラー,2016.09.01,72,6319,70.6,132
,中,ベント,フロント1,2016.09.01,西,ベント,フロント1,2016.09.01,72,6024,69.3,128
,西,ベント,バック,2016.09.01,東,ベント,バック,2016.09.01,72,6848,72.9,137
,西,ベント,レギュラー,2016.09.01,東,ベント,レギュラー,2016.09.01,72,6410,71.0,133
,西,ベント,フロント1,2016.09.01,東,ベント,フロント1,2016.09.01,72,6041,69.6,129
木津川カントリー倶楽部,柳生,ベント,バック,2016.04.01,笠置,ベント,バック,2016.04.01,72,6970,73.1,133
,柳生,ベント,レギュラー,2016.04.01,笠置,ベント,レギュラー,2016.04.01,72,6622,71.3,129
,柳生,ベント,フロント1,2016.04.01,笠置,ベント,フロント1,2016.04.01,72,6299,69.9,126
,柳生,ベント,シニア,2016.04.01,笠置,ベント,シニア,2016.04.01,72,6060,68.7,124
,柳生,コーライ,バック,2016.04.01,笠置,コーライ,バック,2016.04.01,72,6880,72.8,131
,柳生,コーライ,レギュラー,2016.04.01,笠置,コーライ,レギュラー,2016.04.01,72,6533,70.9,128
,柳生,コーライ,フロント1,2016.04.01,笠置,コーライ,フロント1,2016.04.01,72,6211,69.6,125
,柳生,コーライ,シニア,2016.04.01,笠置,コーライ,シニア,2016.04.01,72,5972,68.4,123
,笠置,ベント,バック,2016.04.01,木津川,ベント,バック,2016.04.01,72,7012,73.6,134
,笠置,ベント,レギュラー,2016.04.01,木津川,ベント,レギュラー,2016.04.01,72,6649,71.6,130
,笠置,ベント,フロント1,2016.04.01,木津川,ベント,フロント1,2016.04.01,72,6328,70.1,127
,笠置,ベント,シニア,2016.04.01,木津川,ベント,シニア,2016.04.01,72,5974,68.3,123
,笠置,コーライ,バック,2016.04.01,木津川,コーライ,バック,2016.04.01,72,6897,73.1,132
,笠置,コーライ,レギュラー,2016.04.01,木津川,コーライ,レギュラー,2016.04.01,72,6536,71.1,128
,笠置,コーライ,フロント1,2016.04.01,木津川,コーライ,フロント1,2016.04.01,72,6226,69.7,126
,笠置,コーライ,シニア,2016.04.01,木津川,コーライ,シニア,2016.04.01,72,5872,67.8,123
,木津川,ベント,バック,2016.04.01,柳生,ベント,バック,2016.04.01,72,6986,73.1,132
,木津川,ベント,レギュラー,2016.04.01,柳生,ベント,レギュラー,2016.04.01,72,6649,71.3,128
,木津川,ベント,フロント1,2016.04.01,柳生,ベント,フロント1,2016.04.01,72,6323,69.8,126
,木津川,ベント,シニア,2016.04.01,柳生,ベント,シニア,2016.04.01,72,6082,68.6,124
,木津川,コーライ,バック,2016.04.01,柳生,コーライ,バック,2016.04.01,72,6837,72.5,130
,木津川,コーライ,レギュラー,2016.04.01,柳生,コーライ,レギュラー,2016.04.01,72,6495,70.6,127
,木津川,コーライ,フロント1,2016.04.01,柳生,コーライ,フロント1,2016.04.01,72,6179,69.3,124
,木津川,コーライ,シニア,2016.04.01,柳生,コーライ,シニア,2016.04.01,72,5938,68.0,122
グランデージゴルフ倶楽部,北,ベント,フルバック,2016.08.18,西,ベント,フルバック,2016.08.18,72,6938,73.9,134
