,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
天野山カントリークラブ,東,ベント・メイン,バック,2009.03.25,西,ベント・メイン,バック,2009.03.25,72,6535,71.3,129
,東,ベント・メイン,レギュラー_,,西,ベント・メイン,レギュラー_,,72,6289,70.1,125
,東,ベント・メイン,フロント,2009.03.25,西,ベント・メイン,フロント,2009.03.25,72,5930,68.8,121
,東,ベント・サブ,バック,2009.03.25,西,ベント・サブ,バック_,,72,6222,70.0,125
,東,ベント・サブ,レギュラー,2009.03.25,西,ベント・サブ,レギュラー,2009.03.25,72,5928,68.8,121
,東,ベント・サブ,フロント,2009.03.25,西,ベント・サブ,フロント_,,72,5631,67.7,118
,西,ベント・メイン,バック,2009.03.25,北,ベント・メイン,バック,2009.03.25,72,6846,72.4,132
,西,ベント・メイン,レギュラー,2009.03.25,北,ベント・メイン,レギュラー,2009.03.25,72,6504,70.8,128
,西,ベント・メイン,フロント,2009.03.25,北,ベント・メイン,フロント,2009.03.25,72,6242,69.7,124
,西,ベント・サブ,バック,2009.03.25,北,ベント・サブ,バック,2009.03.25,72,6515,70.8,128
,西,ベント・サブ,レギュラー_,,北,ベント・サブ,レギュラー__,,72,6174,69.4,123
,西,ベント・サブ,フロント,2009.03.25,北,ベント・サブ,フロント_,,72,5895,68.3,120
,西,ベント・メイン,バック,2009.03.25,南,ベント,バック,2009.03.25,72,6730,71.6,130
,西,ベント・メイン,レギュラー,2009.03.25,南,ベント,レギュラー,2009.03.25,72,6338,70.0,125
,西,ベント・メイン,フロント,2009.03.25,南,ベント,フロント_,,72,5976,68.5,121
,西,ベント・サブ,バック_,,南,ベント,バック,2009.03.25,72,6549,70.7,127
,西,ベント・サブ,レギュラー,2009.03.25,南,ベント,レギュラー_,,72,6133,69.2,123
,西,ベント・サブ,フロント,2009.03.25,南,ベント,フロント,2009.03.25,72,5795,67.8,118
,北,ベント・メイン,バック,2009.03.25,東,ベント・メイン,バック,2009.03.25,72,6461,71.1,128
,北,ベント・メイン,レギュラー_,,東,ベント・メイン,レギュラー,2009.03.25,72,6169,69.9,125
,北,ベント・メイン,フロント,2009.03.25,東,ベント・メイン,フロント_,,72,5920,68.9,122
,北,ベント・サブ,バック,2009.03.25,東,ベント・サブ,バック,2009.03.25,72,6179,70.0,125
,北,ベント・サブ,レギュラー_,,東,ベント・サブ,レギュラー,2009.03.25,72,5888,68.8,121
,北,ベント・サブ,フロント,2009.03.25,東,ベント・サブ,フロント,2009.03.25,72,5636,67.8,118
,南,ベント,バック,2009.03.25,東,ベント・メイン,バック,2009.03.25,72,6345,70.3,126
,南,ベント,レギュラー__,,東,ベント・メイン,レギュラー_,,72,6003,69.1,122
,南,ベント,フロント,2009.03.25,東,ベント・メイン,フロント_,,72,5654,67.7,118
,南,ベント,バック,2009.03.25,東,ベント・サブ,バック,2009.03.25,72,6213,69.9,125
,南,ベント,レギュラー,2009.03.25,東,ベント・サブ,レギュラー,2009.03.25,72,5847,68.6,121
,南,ベント,フロント,2009.03.25,東,ベント・サブ,フロント_,,72,5536,67.3,117
,南,ベント,バック,2009.03.25,北,ベント・メイン,バック,2009.03.25,72,6656,71.4,129
,南,ベント,レギュラー..,,北,ベント・メイン,レギュラー__,,72,6218,69.8,124
,南,ベント,フロント,2009.03.25,北,ベント・メイン,フロント_,,72,5966,68.6,121
,南,ベント,バック,2009.03.25,北,ベント・サブ,バック,2009.03.25,72,6506,70.7,127
,南,ベント,レギュラー,2009.03.25,北,ベント・サブ,レギュラー,2009.03.25,72,6093,69.2,123
,南,ベント,フロント,2009.03.25,北,ベント・サブ,フロント,2009.03.25,72,5800,67.9,118
アートレイクゴルフ倶楽部,アウト,ベント,バック,2016.11.15,イン,ベント,バック,2016.11.15,72,7156,73.5,135
,アウト,ベント,レギュラー,2016.11.15,イン,ベント,レギュラー,2016.11.15,72,6560,71.2,128
,アウト,ベント,フロント,2016.11.15,イン,ベント,フロント,2016.11.15,72,6039,69.1,123
,アウト,ベント,シニア,2016.11.15,イン,ベント,シニア,2016.11.15,72,5675,67.5,119
泉ヶ丘カントリークラブ,葛城,ベント,バック,2015.04.24,岩湧,ベント,バック,2015.04.24,72,7101,74.9,141
,葛城,ベント,レギュラー,2015.04.24,岩湧,ベント,レギュラー,2015.04.24,72,6725,73.5,137
