,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
愛野カントリー倶楽部,アウト,ベント・メイン,BT,2016.11.02,イン,ベント・メイン,BT,2016.11.02,72,7153,74.3,138
,アウト,ベント・メイン,RT,2016.11.02,イン,ベント・メイン,RT,2016.11.02,72,6734,72.3,132
,アウト,ベント・メイン,FT,2016.11.02,イン,ベント・メイン,FT,2016.11.02,72,6318,70.2,128
,アウト,ベント・メイン,ST,2016.11.02,イン,ベント・メイン,ST,2016.11.02,72,5882,68.3,124
,アウト,ベント・メイン,GT,2016.11.02,イン,ベント・メイン,GT,2016.11.02,72,5520,66.6,120
,アウト,ベント・メイン,LT,2016.11.02,イン,ベント・メイン,LT,2016.11.02,72,4889,63.7,114
,アウト,ベント・サブ,BT,2016.11.02,イン,ベント・サブ,BT,2016.11.02,72,7004,73.6,135
,アウト,ベント・サブ,RT,2016.11.02,イン,ベント・サブ,RT,2016.11.02,72,6585,71.6,130
,アウト,ベント・サブ,FT,2016.11.02,イン,ベント・サブ,FT,2016.11.02,72,6174,69.7,125
,アウト,ベント・サブ,ST,2016.11.02,イン,ベント・サブ,ST,2016.11.02,72,5733,67.6,120
,アウト,ベント・サブ,GT,2016.11.02,イン,ベント・サブ,GT,2016.11.02,72,5368,65.8,117
,アウト,ベント・サブ,LT,2016.11.02,イン,ベント・サブ,LT,2016.11.02,72,4720,63.0,109
雲仙ゴルフクラブ,アウト,ベント,バック,2016.10.31,イン,ベント,バック,2016.10.31,72,6119,69.4,127
,アウト,ベント,レギュラー1,2016.10.31,イン,ベント,レギュラー1,2016.10.31,72,5961,68.5,124
,アウト,ベント,レギュラー2,2016.10.31,イン,ベント,レギュラー2,2016.10.31,72,5746,67.5,121
,アウト,ベント,フロント,2016.10.31,イン,ベント,フロント,2016.10.31,72,5226,65.2,116
大村湾カントリー倶楽部,ニューアウト,ベント,Cバック,2014.03.19,ニューイン,ベント,Cバック,2014.03.19,72,6827,73.1,135
,ニューアウト,ベント,バック,2014.03.19,ニューイン,ベント,バック,2014.03.19,72,6507,71.6,132
,ニューアウト,ベント,レギュラー,2014.03.19,ニューイン,ベント,レギュラー,2014.03.19,72,6304,70.7,129
,ニューアウト,ベント,フロント,2014.03.19,ニューイン,ベント,フロント,2014.03.19,72,5802,68.5,125
,ニューアウト,ベント,レディース1,2014.03.19,ニューイン,ベント,レディース1,2014.03.19,72,5095,65.2,117
,ニューアウト,ベント,レディース2,2014.03.19,ニューイン,ベント,レディース2,2014.03.19,72,4803,63.9,114
,オールドアウト,ベント,Cバック,2014.03.19,オールドイン,ベント,Cバック,2014.03.19,72,7015,73.5,128
,オールドアウト,ベント,バック,2014.03.19,オールドイン,ベント,バック,2014.03.19,72,6634,71.8,123
,オールドアウト,ベント,レギュラー,2014.03.19,オールドイン,ベント,レギュラー,2014.03.19,72,6555,71.4,123
,オールドアウト,ベント,フロント,2014.03.19,オールドイン,ベント,フロント,2014.03.19,72,6212,70.0,119
,オールドアウト,ベント,レディース1,2014.03.19,オールドイン,ベント,レディース1,2014.03.19,72,5569,67.0,112
,オールドアウト,ベント,レディース2,2014.03.19,オールドイン,ベント,レディース2,2014.03.19,72,5352,66.1,109
オーシャンパレスゴルフクラブ,アウト,ベント(B),BT,2009.03.03,イン,ベント(B),BT,2009.03.03,72,6485,71.0,128
,アウト,ベント(B),RT,2009.03.03,イン,ベント(B),RT,2009.03.03,72,6270,70.2,125
,アウト,ベント(B),FT1・LT1,2009.03.03,イン,ベント(B),FT1・LT1,2009.03.03,72,6010,69.2,123
,アウト,ベント(F),BT,2009.03.03,イン,ベント(F),BT,2009.03.03,72,6305,70.0,125
,アウト,ベント(F),RT,2009.03.03,イン,ベント(F),RT,2009.03.03,72,6090,69.3,123
,アウト,ベント(F),FT1・LT1,2009.03.03,イン,ベント(F),FT1・LT1,2009.03.03,72,5830,68.3,120
喜々津カントリー倶楽部,アウト,コーライ,バック,2015.10.16,イン,コーライ,バック,2015.10.16,72,6462,71.4,134
,アウト,コーライ,レギュラー,2015.10.16,イン,コーライ,レギュラー,2015.10.16,72,6111,69.8,130
,アウト,コーライ,フロント1,2015.10.16,イン,コーライ,フロント1,2015.10.16,72,5795,68.3,127
,アウト,コーライ,レディース,2015.10.16,イン,コーライ,レディース,2015.10.16,72,5549,67.1,123
,アウト,コーライ,ゴールド,2015.10.16,イン,コーライ,ゴールド,2015.10.16,72,5133,65.2,119
小長井カントリー倶楽部,アウト,コーライ,バック,2014.05.08,イン,コーライ,バック,2014.05.08,71,5916,69.1,123
,アウト,コーライ,レギュラー,2014.05.08,イン,コーライ,レギュラー,2014.05.08,71,5487,67.3,116
,アウト,コーライ,ゴールド,2014.05.08,イン,コーライ,ゴールド,2014.05.08,71,5120,65.9,109
五島カントリークラブ,アウト,ベント,バック,2019.09.26,イン,ベント,バック,2019.09.26,72,6584,72.3,136
,アウト,ベント,レギュラー,2019.09.26,イン,ベント,レギュラー,2019.09.26,72,6187,70.5,131
,アウト,ベント,フロント,2019.09.26,イン,ベント,フロント,2019.09.26,72,5899,69.3,124
,アウト,ベント,レディース,2019.09.26,イン,ベント,レディース,2019.09.26,72,5109,65.6,116
佐世保カントリー倶楽部,アウト,ベント,バック,2017.03.10,イン,ベント,バック,2017.03.10,72,6783,72.6,137
,アウト,ベント,レギュラー,2017.03.10,イン,ベント,レギュラー,2017.03.10,72,6466,71.2,134
,アウト,ベント,フロント1,2017.03.10,イン,ベント,フロント1,2017.03.10,72,6120,69.6,129
,アウト,ベント,フロント2,2017.03.10,イン,ベント,フロント2,2017.03.10,72,5738,67.9,127
,アウト,ベント,レディース,2017.03.10,イン,ベント,レディース,2017.03.10,72,5006,64.8,119
佐世保国際カントリー倶楽部,アウト,ベント,ブルー,2014.08.12,イン,ベント,ブルー,2014.08.12,72,6449,70.7,131
,アウト,ベント,ブルー(2),2014.08.12,イン,ベント,ブルー(2),2014.08.12,72,6275,69.8,128
,アウト,ベント,ホワイト,2014.08.12,イン,ベント,ホワイト,2014.08.12,72,5955,68.6,126
,アウト,ベント,グリーン,2014.08.12,イン,ベント,グリーン,2014.08.12,72,5112,65.0,107
佐世保・平戸カントリークラブ,アウト,ベント,バック,2021.04.08,イン,ベント,バック,2021.04.08,72,6831,73.2,137
,アウト,ベント,レギュラー,2021.04.08,イン,ベント,レギュラー,2021.04.08,72,6218,70.1,132
,アウト,ベント,フロント1,2021.04.08,イン,ベント,フロント1,2021.04.08,72,5719,67.6,121
,アウト,ベント,レディース,2021.04.08,イン,ベント,レディース,2021.04.08,72,5229,65.5,115
島原カントリー倶楽部,アウト,ベント,バック,2019.06.07,イン,ベント,バック,2019.06.07,72,6510,72.0,133
,アウト,ベント,レギュラー,2019.06.07,イン,ベント,レギュラー,2019.06.07,72,6287,70.8,132
,アウト,ベント,フロント,2019.06.07,イン,ベント,フロント,2019.06.07,72,6013,69.2,131
,アウト,ベント,シルバー,2019.06.07,イン,ベント,シルバー,2019.06.07,72,5447,66.5,127
,アウト,ベント,レディス,2019.09.04,イン,ベント,レディス,2019.09.04,72,5052,64.6,116
チサンカントリークラブ森山,橘,ベント,バック,2020.10.23,有明,ベント,バック,2020.10.23,72,6447,70.8,137
,橘,ベント,レギュラー,2020.10.23,有明,ベント,レギュラー,2020.10.23,72,6078,68.9,131
,橘,ベント,フロント1,2020.10.23,有明,ベント,フロント1,2020.10.23,72,5410,66.3,116
,橘,ベント,レディース1,2020.10.23,有明,ベント,レディース1,2020.10.23,72,5330,65.6,113
,橘,コーライ,バック,2020.10.23,有明,コーライ,バック,2020.10.23,72,6463,71.1,138
,橘,コーライ,レギュラー,2020.10.23,有明,コーライ,レギュラー,2020.10.23,72,6095,69.1,129
,橘,コーライ,フロント1,2020.10.23,有明,コーライ,フロント1,2020.10.23,72,5425,66.3,117
,橘,コーライ,レディース1,2020.10.23,有明,コーライ,レディース1,2020.10.23,72,5345,65.5,115
,有明,ベント,バック,2020.10.23,雲仙,ベント,バック,2020.10.23,72,6393,70.5,134
,有明,ベント,レギュラー,2020.10.23,雲仙,ベント,レギュラー,2020.10.23,72,6023,68.6,129
,有明,ベント,フロント1,2020.10.23,雲仙,ベント,フロント1,2020.10.23,72,5476,66.0,116
,有明,ベント,レディース1,2020.10.23,雲仙,ベント,レディース1,2020.10.23,72,5454,65.7,116
,有明,コーライ,バック,2020.10.23,雲仙,コーライ,バック,2020.10.23,72,6323,70.3,133
,有明,コーライ,レギュラー,2020.10.23,雲仙,コーライ,レギュラー,2020.10.23,72,5948,68.3,124
,有明,コーライ,フロント1,2020.10.23,雲仙,コーライ,フロント1,2020.10.23,72,5405,65.5,115
,有明,コーライ,レディース1,2020.10.23,雲仙,コーライ,レディース1,2020.10.23,72,5383,65.3,114
,雲仙,ベント,バック,2020.10.23,橘,ベント,バック,2020.10.23,72,6632,71.9,136
,雲仙,ベント,レギュラー,2020.10.23,橘,ベント,レギュラー,2020.10.23,72,6189,69.9,131
,雲仙,ベント,フロント1,2020.10.23,橘,ベント,フロント1,2020.10.23,72,5426,66.3,117
,雲仙,ベント,レディース1,2020.10.23,橘,ベント,レディース1,2020.10.23,72,5368,65.7,114
,雲仙,コーライ,バック,2020.10.23,橘,コーライ,バック,2020.10.23,72,6530,71.4,138
,雲仙,コーライ,レギュラー,2020.10.23,橘,コーライ,レギュラー,2020.10.23,72,6083,69.2,128
,雲仙,コーライ,フロント1,2020.10.23,橘,コーライ,フロント1,2020.10.23,72,5324,65.8,115
,雲仙,コーライ,レディース1,2020.10.23,橘,コーライ,レディース1,2020.10.23,72,5266,65.0,113
つくもゴルフコース,アウト,コーライ,バック,2021.10.06,イン,コーライ,バック,2021.10.06,72,6288,71.0,135
,アウト,コーライ,レギュラー,2021.10.06,イン,コーライ,レギュラー,2021.10.06,72,6103,69.8,131
,アウト,コーライ,レディース,2021.10.06,イン,コーライ,レディース,2021.10.06,72,4706,63.6,109
長崎カンツリー倶楽部,アウト,高麗,バック,2013.02.25,イン,高麗,バック,2013.02.25,72,5544,67.8,129
,アウト,高麗,レギュラー,2013.02.25,イン,高麗,レギュラー,2013.02.25,72,5261,66.5,127
,アウト,高麗,ゴールド,2013.02.25,イン,高麗,ゴールド,2013.02.25,72,5044,65.6,124
,アウト,高麗,レディス,2013.02.25,イン,高麗,レディス,2013.02.25,72,4808,64.4,122
長崎国際ゴルフ倶楽部,アウト,コーライ,バック,2020.12.18,イン,コーライ,バック,2020.12.18,72,7090,74.4,140
,アウト,コーライ,レギュラー,2020.12.18,イン,コーライ,レギュラー,2020.12.18,72,6733,72.6,136
,アウト,コーライ,フロント,2020.12.18,イン,コーライ,フロント,2020.12.18,72,6333,70.8,131
,アウト,コーライ,ゴールド,2020.12.18,イン,コーライ,ゴールド,2020.12.18,72,5933,69.3,127
,アウト,コーライ,レッド,2020.12.18,イン,コーライ,レッド,2020.12.18,72,5465,66.8,121
,アウト,コーライ,さくら,2020.12.18,イン,コーライ,さくら,2020.12.18,72,4483,62.9,111
長崎パークカントリークラブ,アウト,ベント,バック,2013.10.03,イン,ベント,バック,2013.10.03,72,6855,72.9,136
,アウト,ベント,レギュラー1,2013.10.03,イン,ベント,レギュラー1,2013.10.03,72,6500,71.3,132
