,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
朝日野カントリー倶楽部,アウト,ベント,バック,2014.03.04,イン,ベント,バック,2014.03.04,72,6980,73.5,132
,アウト,ベント,レギュラー,2014.03.04,イン,ベント,レギュラー,2014.03.04,72,6460,71.1,128
,アウト,ベント,フロント,2014.03.04,イン,ベント,フロント,2014.03.04,72,6000,69.0,124
,アウト,ベント,ゴールド,2014.03.04,イン,ベント,ゴールド,2014.03.04,72,5700,67.6,121
皇子山カントリークラブ,アウト,ベント,バック,2017.05.11,イン,ベント,バック,2017.05.11,71,5216,66.3,117
,アウト,ベント,レギュラー,2017.05.11,イン,ベント,レギュラー,2017.05.11,71,4870,64.6,115
近江カントリー倶楽部,アウト,ベント,バック,2017.03.30,イン,ベント,バック,2017.03.30,72,6800,73.1,137
,アウト,ベント,レギュラー,2017.03.30,イン,ベント,レギュラー,2017.03.30,72,6416,71.4,134
,アウト,ベント,フロント,2017.03.30,イン,ベント,フロント,2017.03.30,72,6194,70.3,131
,アウト,ベント,ゴールド,2017.03.30,イン,ベント,ゴールド,2017.03.30,72,5288,66.2,124
大津カントリークラブ,東・南郷,コーライ,バック,2001.10.29,東・天ヶ瀬,コーライ,バック_,,72,6707,71.7,130
,東・南郷,コーライ,レギュラー,2001.10.29,東・天ヶ瀬,コーライ,レギュラー,2001.10.29,72,6230,69.6,124
,東・南郷,コーライ,フロント1,2001.10.29,東・天ヶ瀬,コーライ,フロント1,2001.10.29,72,5896,68.3,120
,東・南郷,コーライ,フロント2,2001.10.29,東・天ヶ瀬,コーライ,フロント2,2001.10.29,72,5282,66.0,113
,東・南郷,コーライ,バック,2001.10.29,東・石山,コーライ,バック,2001.10.29,72,6742,71.9,130
,東・南郷,コーライ,レギュラー,2001.10.29,東・石山,コーライ,レギュラー,2001.10.29,72,6250,69.7,124
,東・南郷,コーライ,フロント1,2001.10.29,東・石山,コーライ,フロント1,2001.10.29,72,5893,68.3,120
,東・南郷,コーライ,フロント2,2001.10.29,東・石山,コーライ,フロント2_,,72,5302,66.1,114
,東・天ヶ瀬,コーライ,バック,2001.10.29,東・石山,コーライ,バック,2001.10.29,72,6721,71.8,130
,東・天ヶ瀬,コーライ,レギュラー_,,東・石山,コーライ,レギュラー_,,72,6338,70.1,125
,東・天ヶ瀬,コーライ,フロント1,2001.10.29,東・石山,コーライ,フロント1_,,72,5939,68.4,120
,東・天ヶ瀬,コーライ,フロント2,2001.10.29,東・石山,コーライ,フロント2,2001.10.29,72,5198,65.7,112
,西・アウト,ベント,バック,2005.04.19,西・イン,ベント,バック,2005.04.19,72,7076,73.4,135
,西・アウト,ベント,レギュラー,2005.04.19,西・イン,ベント,レギュラー,2005.04.19,72,6555,70.9,128
,西・アウト,ベント,フロント1,2005.04.19,西・イン,ベント,フロント1,2005.04.19,72,6141,69.2,123
オレンジシガカントリークラブ,アウト,ベント右,フルバック,2015.02.18,イン,ベント右,フルバック,2015.02.18,72,6697,72.7,133
,アウト,ベント右,バック,2015.02.18,イン,ベント右,バック,2015.02.18,72,6343,71.1,130
,アウト,ベント右,レギュラー,2015.02.18,イン,ベント右,レギュラー,2015.02.18,72,5987,69.5,126
,アウト,ベント右,フロント,2015.02.18,イン,ベント右,フロント,2015.02.18,72,5740,68.3,125
,アウト,ベント右,ゴールド,2015.02.18,イン,ベント右,ゴールド,2015.02.18,72,5516,67.3,123
,アウト,ベント左,フルバック,2015.02.18,イン,ベント左,フルバック,2015.02.18,72,6595,72.2,132
,アウト,ベント左,バック,2015.02.18,イン,ベント左,バック,2015.02.18,72,6245,70.6,129
,アウト,ベント左,レギュラー,2015.02.18,イン,ベント左,レギュラー,2015.02.18,72,5889,69.0,126
,アウト,ベント左,フロント,2015.02.18,イン,ベント左,フロント,2015.02.18,72,5648,67.9,123
,アウト,ベント左,ゴールド,2015.02.18,イン,ベント左,ゴールド,2015.02.18,72,5419,66.9,121
蒲生ゴルフ倶楽部,比良,ベントR,バック,2017.08.04,伊吹,ベントR,バック,2017.08.04,72,6922,73.0,134
,比良,ベントR,レギュラー,2017.08.04,伊吹,ベントR,レギュラー,2017.08.04,72,6425,70.7,128
,比良,ベントR,フロント,2017.08.04,伊吹,ベントR,フロント,2017.08.04,72,5908,68.4,124
,比良,ベントR,ゴールド,2017.08.04,伊吹,ベントR,ゴールド,2017.08.04,72,5684,67.4,122
,比良,ベントR,レディース,2017.08.04,伊吹,ベントR,レディース,2017.08.04,72,5212,65.2,116
,比良,ベントB,バック,2017.08.04,伊吹,ベントB,バック,2017.08.04,72,6799,72.5,132
,比良,ベントB,レギュラー,2017.08.04,伊吹,ベントB,レギュラー,2017.08.04,72,6294,70.1,126
,比良,ベントB,フロント,2017.08.04,伊吹,ベントB,フロント,2017.08.04,72,5779,67.8,123
,比良,ベントB,ゴールド,2017.08.04,伊吹,ベントB,ゴールド,2017.08.04,72,5553,66.9,120
,比良,ベントB,レディース,2017.08.04,伊吹,ベントB,レディース,2017.08.04,72,5083,64.6,115
,伊吹,ベントR,バック,2017.08.04,鈴鹿,ベントR,バック,2017.08.04,72,6950,73.3,130
,伊吹,ベントR,レギュラー,2017.08.04,鈴鹿,ベントR,レギュラー,2017.08.04,72,6520,71.2,126
,伊吹,ベントR,フロント,2017.08.04,鈴鹿,ベントR,フロント,2017.08.04,72,5940,68.7,121
,伊吹,ベントR,ゴールド,2017.08.04,鈴鹿,ベントR,ゴールド,2017.08.04,72,5765,67.8,120
,伊吹,ベントR,レディース,2017.08.04,鈴鹿,ベントR,レディース,2017.08.04,72,5244,65.5,113
,伊吹,ベントB,バック,2017.08.04,鈴鹿,ベントB,バック,2017.08.04,72,6775,72.4,129
,伊吹,ベントB,レギュラー,2017.08.04,鈴鹿,ベントB,レギュラー,2017.08.04,72,6342,70.4,125
,伊吹,ベントB,フロント,2017.08.04,鈴鹿,ベントB,フロント,2017.08.04,72,5773,67.9,120
,伊吹,ベントB,ゴールド,2017.08.04,鈴鹿,ベントB,ゴールド,2017.08.04,72,5598,67.2,119
,伊吹,ベントB,レディース,2017.08.04,鈴鹿,ベントB,レディース,2017.08.04,72,5078,64.7,112
,鈴鹿,ベントR,バック,2017.08.04,比良,ベントR,バック,2017.08.04,72,6954,73.1,131
,鈴鹿,ベントR,レギュラー,2017.08.04,比良,ベントR,レギュラー,2017.08.04,72,6471,70.9,126
,鈴鹿,ベントR,フロント,2017.08.04,比良,ベントR,フロント,2017.08.04,72,5884,68.3,121
,鈴鹿,ベントR,ゴールド,2017.08.04,比良,ベントR,ゴールド,2017.08.04,72,5689,67.4,120
,鈴鹿,ベントR,レディース,2017.08.04,比良,ベントR,レディース,2017.08.04,72,5208,65.1,113
,鈴鹿,ベントB,バック,2017.08.04,比良,ベントB,バック,2017.08.04,72,6812,72.5,129
,鈴鹿,ベントB,レギュラー,2017.08.04,比良,ベントB,レギュラー,2017.08.04,72,6324,70.1,125
,鈴鹿,ベントB,フロント,2017.08.04,比良,ベントB,フロント,2017.08.04,72,5748,67.7,120
,鈴鹿,ベントB,ゴールド,2017.08.04,比良,ベントB,ゴールド,2017.08.04,72,5551,66.9,118
,鈴鹿,ベントB,レディース,2017.08.04,比良,ベントB,レディース,2017.08.04,72,5075,64.5,112
朽木ゴルフ倶楽部,アウト,ベント,ブラック,2010.11.04,イン,ベント,ブラック,2010.11.04,71,6484,72.2,132
,アウト,ベント,ブルー,2010.11.04,イン,ベント,ブルー,2010.11.04,71,6201,70.9,129
,アウト,ベント,ホワイト,2010.11.04,イン,ベント,ホワイト,2010.11.04,71,5934,69.6,127
,アウト,ベント,レッド,2010.11.04,イン,ベント,レッド,2010.11.04,71,5501,67.7,123
京阪カントリー倶楽部,大石,ベント,バック,2019.12.09,宇治,ベント,バック,2019.12.09,72,6680,72.0,132
,大石,ベント,レギュラー,2019.12.09,宇治,ベント,レギュラー,2019.12.09,72,6348,70.4,128
,大石,ベント,フロント1,2019.12.09,宇治,ベント,フロント1,2019.12.09,72,5894,68.1,123
,曽束,ベント,バック,2019.12.09,大石,ベント,バック,2019.12.09,72,6768,72.6,137
,曽束,ベント,レギュラー,2019.12.09,大石,ベント,レギュラー,2019.12.09,72,6463,71.2,134
,曽束,ベント,フロント1,2019.12.09,大石,ベント,フロント1,2019.12.09,72,5978,68.9,130
,宇治,ベント,バック,2019.12.09,曽束,ベント,バック,2019.12.09,72,6714,72.0,133
,宇治,ベント,レギュラー,2019.12.09,曽束,ベント,レギュラー,2019.12.09,72,6397,70.4,130
,宇治,ベント,フロント1,2019.12.09,曽束,ベント,フロント1,2019.12.09,72,5956,68.0,123
甲賀カントリー倶楽部,アウト,ベント,バック,2015.08.04,イン,ベント,バック,2015.08.04,72,6853,72.4,137
,アウト,ベント,レギュラー,2015.08.04,イン,ベント,レギュラー,2015.08.04,72,6451,70.9,132
,アウト,ベント,フロント,2015.08.04,イン,ベント,フロント,2015.08.04,72,6140,69.5,129
コムウッドゴルフクラブ,アウト,ベント,バック,1996.03.01,イン,ベント,バック,1996.03.01,72,7102,73.2,134
,アウト,ベント,レギュラー,1996.03.01,イン,ベント,レギュラー,1996.03.01,72,6732,71.4,129
,アウト,ベント,フロント1,1996.03.01,イン,ベント,フロント1,1996.03.01,72,6351,69.6,124
,アウト,ベント,フロント2,1996.03.01,イン,ベント,フロント2,1996.03.01,72,5995,68.2,119
ザ・カントリークラブ,アウト,ベント,ブラック,2019.03.26,イン,ベント,ブラック,2019.03.26,72,6928,73.0,139
,アウト,ベント,ブルー,2019.03.26,イン,ベント,ブルー,2019.03.26,72,6484,71.0,133
,アウト,ベント,ホワイト,2019.03.26,イン,ベント,ホワイト,2019.03.26,72,5904,68.8,128
,アウト,ベント,グリーン,2019.03.26,イン,ベント,グリーン,2019.03.26,72,5449,66.5,124
滋賀カントリー倶楽部,アウト,ベント,チャンピオン,2019.05.17,イン,ベント,チャンピオン,2019.05.17,72,6813,73.2,137
,アウト,ベント,バック,2019.05.17,イン,ベント,バック,2019.05.17,72,6508,71.8,134
,アウト,ベント,レギュラー,2019.05.17,イン,ベント,レギュラー,2019.05.17,72,6035,69.5,130
,アウト,ベント,フロント1,2019.05.17,イン,ベント,フロント1,2019.05.17,72,5451,66.9,123
滋賀甲南カントリークラブ,アウト,コーライ,バック,2002.04.11,イン,コーライ,バック,2002.04.11,72,6263,69.4,123
,アウト,コーライ,レギュラー,2002.04.11,イン,コーライ,レギュラー,2002.04.11,72,5929,68.1,119
,アウト,コーライ,フロント1,2002.04.11,イン,コーライ,フロント1,2002.04.11,72,5522,66.5,115
滋賀ゴルフ倶楽部,アウト,ベント1,チャンピオン 1,2012.08.11,イン,ベント1,チャンピオン 1,2012.08.11,72,7016,74.4,136
,アウト,ベント1,チャンピオン 2,2012.08.11,イン,ベント1,チャンピオン 2,2012.08.11,72,6857,73.7,135
,アウト,ベント1,バック 1,2012.08.11,イン,ベント1,バック 1,2012.08.11,72,6729,73.1,131
,アウト,ベント1,バック 2,2012.08.11,イン,ベント1,バック 2,2012.08.11,72,6508,72.0,128
,アウト,ベント1,レギュラー 1,2012.08.11,イン,ベント1,レギュラー 1,2012.08.11,72,6364,71.4,126
,アウト,ベント1,レギュラー 2,2012.08.11,イン,ベント1,レギュラー 2,2012.08.11,72,6133,70.4,124
