,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
アクアラインゴルフクラブ,アウト,ベント,バック,2020.08.27,イン,ベント,バック,2020.08.27,72,6767,79.2,137
,アウト,ベント,レギュラー,2020.08.27,イン,ベント,レギュラー,2020.08.27,72,6290,76.8,131
,アウト,ベント,フロント1,2020.08.27,イン,ベント,フロント1,2020.08.27,72,5924,70.6,120
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Aグリーン,バック,2017.03.30,空港イン,Aグリーン,バック,2017.03.30,72,6894,77.3,138
,空港アウト,Aグリーン,レギュラー,2017.03.30,空港イン,Aグリーン,レギュラー,2017.03.30,72,6354,74.4,131
,空港アウト,Aグリーン,レディース,2017.03.30,空港イン,Aグリーン,レディース,2017.03.30,72,5192,68.0,118
,空港アウト,Bグリーン,バック,2017.03.30,空港イン,Bグリーン,バック,2017.03.30,72,6581,75.1,133
,空港アウト,Bグリーン,レギュラー,2017.03.30,空港イン,Bグリーン,レギュラー,2017.03.30,72,6029,72.3,128
,空港アウト,Bグリーン,レディース,2017.03.30,空港イン,Bグリーン,レディース,2017.03.30,72,4914,66.0,114
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,A-Green,バック,2013.07.12,キングイン,A-Green,バック,2013.07.12,72,7011,80.0,140
,キングアウト,A-Green,レギュラー,2013.07.12,キングイン,A-Green,レギュラー,2013.07.12,72,6678,78.1,137
,キングアウト,A-Green,フロント1,2013.07.12,キングイン,A-Green,フロント1,2013.07.12,72,6296,75.8,132
,キングアウト,A-Green,フロント2,2013.07.12,キングイン,A-Green,フロント2,2013.07.12,72,5579,71.6,124
,キングアウト,B-Green,バック,2013.07.12,キングイン,B-Green,バック,2013.07.12,72,6734,78.7,138
,キングアウト,B-Green,レギュラー,2013.07.12,キングイン,B-Green,レギュラー,2013.07.12,72,6401,76.7,135
,キングアウト,B-Green,フロント1,2013.07.12,キングイン,B-Green,フロント1,2013.07.12,72,6019,74.4,130
,キングアウト,B-Green,フロント2,2013.07.12,キングイン,B-Green,フロント2,2013.07.12,72,5306,70.0,122
,クィーンアウト,A-Green,バック,2013.07.12,クィーンイン,A-Green,バック,2013.07.12,72,6579,77.8,136
,クィーンアウト,A-Green,レギュラー,2013.07.12,クィーンイン,A-Green,レギュラー,2013.07.12,72,6208,75.4,130
,クィーンアウト,A-Green,フロント1,2013.07.12,クィーンイン,A-Green,フロント1,2013.07.12,72,5907,73.5,128
,クィーンアウト,A-Green,フロント2,2013.07.12,クィーンイン,A-Green,フロント2,2013.07.12,72,5620,71.7,125
,クィーンアウト,B-Green,バック,2013.07.12,クィーンイン,B-Green,バック,2013.07.12,72,6400,76.4,133
,クィーンアウト,B-Green,レギュラー,2013.07.12,クィーンイン,B-Green,レギュラー,2013.07.12,72,6029,74.2,128
,クィーンアウト,B-Green,フロント1,2013.07.12,クィーンイン,B-Green,フロント1,2013.07.12,72,5738,72.3,124
,クィーンアウト,B-Green,フロント2,2013.07.12,クィーンイン,B-Green,フロント2,2013.07.12,72,5441,70.5,122
麻倉ゴルフ倶楽部,アウト,ベント,チャンピオン,2009.08.31,イン,ベント,チャンピオン,2009.08.31,72,7103,78.7,143
,アウト,ベント,バッグ,2009.08.31,イン,ベント,バッグ,2009.08.31,72,6657,76.4,137
,アウト,ベント,レギュラー,2009.08.31,イン,ベント,レギュラー,2009.08.31,72,6268,74.3,132
,アウト,ベント,レディース,2009.08.31,イン,ベント,レディース,2009.08.31,72,5534,70.5,122
姉ヶ崎カントリー倶楽部,東アウト,Aグリーン,バック,2017.08.22,東イン,Aグリーン,バック,2017.08.22,72,6831,79.1,139
,東アウト,Aグリーン,レギュラー,2017.08.22,東イン,Aグリーン,レギュラー,2017.08.22,72,6458,77.1,135
,東アウト,Aグリーン,フロント1,2017.08.22,東イン,Aグリーン,フロント1,2017.08.22,72,6011,74.7,129
,東アウト,Aグリーン,フロント2,2017.08.22,東イン,Aグリーン,フロント2,2017.08.22,72,5358,71.1,122
,東アウト,Bグリーン,バック,2017.08.22,東イン,Bグリーン,バック,2017.08.22,72,6551,77.3,137
,東アウト,Bグリーン,レギュラー,2017.08.22,東イン,Bグリーン,レギュラー,2017.08.22,72,6178,75.3,132
,東アウト,Bグリーン,フロント1,2017.08.22,東イン,Bグリーン,フロント1,2017.08.22,72,5731,72.9,127
,東アウト,Bグリーン,フロント2,2017.08.22,東イン,Bグリーン,フロント2,2017.08.22,72,5078,69.4,120
,西アウト,Aグリーン,バック,2010.07.11,西イン,Aグリーン,バック,2010.07.11,72,6828,77.8,141
,西アウト,Aグリーン,レギュラー,2010.07.11,西イン,Aグリーン,レギュラー,2010.07.11,72,6416,75.6,135
,西アウト,Aグリーン,フロント1,2010.07.11,西イン,Aグリーン,フロント1,2010.07.11,72,6080,73.8,130
,西アウト,Aグリーン,フロント2,2010.07.11,西イン,Aグリーン,フロント2,2010.07.11,72,5391,70.2,121
,西アウト,Bグリーン,バック,2010.07.11,西イン,Bグリーン,バック,2010.07.11,72,6583,76.6,138
,西アウト,Bグリーン,レギュラー,2010.07.11,西イン,Bグリーン,レギュラー,2010.07.11,72,6171,74.4,132
