,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
会津磐梯カントリークラブ,アウト,ベント,バック,2018.08.07,イン,ベント,バック,2018.08.07,72,6756,79.2,141
,アウト,ベント,レギュラー,2018.08.07,イン,ベント,レギュラー,2018.08.07,72,6318,77.0,136
,アウト,ベント,フロント1,2018.08.07,イン,ベント,フロント1,2018.08.07,72,5631,73.2,127
,アウト,ベント,レディース,2018.08.07,イン,ベント,レディース,2018.08.07,72,4864,68.5,120
安達太良カントリークラブ,OUT,ベント,チャンピオン,2018.10.17,IN,ベント,チャンピオン,2018.10.17,72,6653,79.1,139
,OUT,ベント,バック,2018.10.17,IN,ベント,バック,2018.10.17,72,6565,78.8,138
,OUT,ベント,レギュラー,2018.10.17,IN,ベント,レギュラー,2018.10.17,72,6251,76.7,134
,OUT,ベント,フロント1,2018.10.17,IN,ベント,フロント1,2018.10.17,72,5955,74.9,131
,OUT,ベント,ゴールド,2018.10.17,IN,ベント,ゴールド,2018.10.17,72,5296,70.9,126
,OUT,ベント,レディース,2018.10.17,IN,ベント,レディース,2018.10.17,72,4911,68.5,124
五浦庭園カントリークラブ,アウト,ベント,チャンピオン,2013.07.01,イン,ベント,チャンピオン,2013.07.01,72,7166,80.9,143
,アウト,ベント,バック,2013.07.01,イン,ベント,バック,2013.07.01,72,6697,78.4,139
,アウト,ベント,レギュラー,2013.07.01,イン,ベント,レギュラー,2013.07.01,72,6143,75.3,131
,アウト,ベント,フロント,2013.07.01,イン,ベント,フロント,2013.07.01,72,5436,71.0,122
,アウト,ベント,レディス,2003.04.01,イン,ベント,レディス,2013.07.01,72,4809,67.1,118
宇津峰カントリークラブ,宇津峰,Aベント,バック,2014.09.16,那須,Aベント,バック,2014.09.16,72,6657,79.4,137
,宇津峰,Aベント,レギュラー,2014.09.16,那須,Aベント,レギュラー,2014.09.16,72,6297,77.1,136
,宇津峰,Aベント,フロント,2014.09.16,那須,Aベント,フロント,2014.09.16,72,5532,72.5,125
,宇津峰,Aベント,レディース,2014.09.16,那須,Aベント,レディース,2014.09.16,72,5256,70.8,121
,宇津峰,Bベント,バック,2014.09.16,那須,Bベント,バック,2014.09.16,72,6375,77.8,135
,宇津峰,Bベント,レギュラー,2014.09.16,那須,Bベント,レギュラー,2014.09.16,72,6015,75.7,132
,宇津峰,Bベント,フロント,2014.09.16,那須,Bベント,フロント,2014.09.16,72,5256,71.0,121
,宇津峰,Bベント,レディース,2014.09.16,那須,Bベント,レディース,2014.09.16,72,4981,69.2,117
,那須,Aベント,バック,2014.09.16,磐梯,Aベント,バック,2014.09.16,72,6675,79.1,135
,那須,Aベント,レギュラー,2014.09.16,磐梯,Aベント,レギュラー,2014.09.16,72,6300,76.5,133
,那須,Aベント,フロント,2014.09.16,磐梯,Aベント,フロント,2014.09.16,72,5471,71.5,121
,那須,Aベント,レディース,2014.09.16,磐梯,Aベント,レディース,2014.09.16,72,5242,70.3,119
,那須,Bベント,バック,2014.09.16,磐梯,Bベント,バック,2014.09.16,72,6413,77.6,135
,那須,Bベント,レギュラー,2014.09.16,磐梯,Bベント,レギュラー,2014.09.16,72,6038,75.1,131
,那須,Bベント,フロント,2014.09.16,磐梯,Bベント,フロント,2014.09.16,72,5204,69.9,122
,那須,Bベント,レディース,2014.09.16,磐梯,Bベント,レディース,2014.09.16,72,4983,68.6,116
,磐梯,Aベント,バック,2014.09.16,宇津峰,Aベント,バック,2014.09.16,72,6628,78.9,137
,磐梯,Aベント,レギュラー,2014.09.16,宇津峰,Aベント,レギュラー,2014.09.16,72,6247,76.4,135
,磐梯,Aベント,フロント,2014.09.16,宇津峰,Aベント,フロント,2014.09.16,72,5425,71.2,123
,磐梯,Aベント,レディース,2014.09.16,宇津峰,Aベント,レディース,2014.09.16,72,5072,69.1,119
,磐梯,Bベント,バック,2014.09.16,宇津峰,Bベント,バック,2014.09.16,72,6380,77.6,137
,磐梯,Bベント,レギュラー,2014.09.16,宇津峰,Bベント,レギュラー,2014.09.16,72,5999,75.2,131
,磐梯,Bベント,フロント,2014.09.16,宇津峰,Bベント,フロント,2014.09.16,72,5160,69.5,122
,磐梯,Bベント,レディース,2014.09.16,宇津峰,Bベント,レディース,2014.09.16,72,4820,67.4,117
大玉カントリークラブ,東,ベント,バック,2013.04.08,中,ベント,バック,2013.04.08,72,6547,77.1,129
,東,ベント,レギュラー,2013.04.08,中,ベント,レギュラー,2013.04.08,72,5986,73.9,126
,東,ベント,フロント,2013.04.08,中,ベント,フロント,2013.04.08,72,5122,68.8,113
,東,ベント,バック,2013.04.08,西,ベント,バック,2013.04.08,72,6565,77.4,132
,東,ベント,レギュラー,2013.04.08,西,ベント,レギュラー,2013.04.08,72,5936,73.7,125
,東,ベント,フロント,2013.04.08,西,ベント,フロント,2013.04.08,72,5088,68.7,111
,中,ベント,バック,2013.04.08,西,ベント,バック,2013.04.08,72,6638,77.7,134
,中,ベント,レギュラー,2013.04.08,西,ベント,レギュラー,2013.04.08,72,5990,74.0,125
,中,ベント,フロント,2013.04.08,西,ベント,フロント,2013.04.08,72,5110,68.5,112
小名浜カントリー倶楽部,東,ベント,バック,2018.07.03,南,ベント,バック,2018.07.03,72,6664,78.7,139
,東,ベント,レギュラー,2018.07.03,南,ベント,レギュラー,2018.07.03,72,6164,75.9,132
,東,ベント,フロント,2018.07.03,南,ベント,フロント,2018.07.03,72,5725,72.4,128
,東,ベント,レディース,2018.07.03,南,ベント,レディース,2018.07.03,72,5070,68.0,122
,南,ベント,バック,2018.07.03,西,ベント,バック,2018.07.03,72,6699,79.5,140
,南,ベント,レギュラー,2018.07.03,西,ベント,レギュラー,2018.07.03,72,6316,77.2,136
,南,ベント,フロント,2018.07.03,西,ベント,フロント,2018.07.03,72,5772,73.7,128
,南,ベント,レディース,2018.07.03,西,ベント,レディース,2018.07.03,72,4999,68.1,118
,西,ベント,バック,2018.07.03,東,ベント,バック,2018.07.03,72,6899,80.6,143
,西,ベント,レギュラー,2018.07.03,東,ベント,レギュラー,2018.07.03,72,6360,77.3,140
,西,ベント,フロント,2018.07.03,東,ベント,フロント,2018.07.03,72,5829,73.7,136
,西,ベント,レディース,2018.07.03,東,ベント,レディース,2018.07.03,72,4995,68.5,125
グランディ那須白河ゴルフクラブ,EAST,ベント,バック,2016.03.14,SOUTH,ベント,バック,2016.03.14,72,6961,81.0,148
,EAST,ベント,レギュラー,2016.03.14,SOUTH,ベント,レギュラー,2016.03.14,72,6488,78.2,145
,EAST,ベント,フロント,2016.03.14,SOUTH,ベント,フロント,2016.03.14,72,5961,75.1,138
,EAST,ベント,ゴールド,2016.03.14,SOUTH,ベント,ゴールド,2016.03.14,72,5228,70.5,127
,EAST,ベント,レディース,2016.03.14,SOUTH,ベント,レディース,2016.03.14,72,4932,68.7,122
,SOUTH,ベント,バック,2016.03.14,WEST,ベント,バック,2016.03.14,72,7109,82.1,149
,SOUTH,ベント,レギュラー,2016.03.14,WEST,ベント,レギュラー,2016.03.14,72,6604,79.3,146
,SOUTH,ベント,フロント,2016.03.14,WEST,ベント,フロント,2016.03.14,72,6074,76.3,138
,SOUTH,ベント,ゴールド,2016.03.14,WEST,ベント,ゴールド,2016.03.14,72,5324,71.7,126
,SOUTH,ベント,レディース,2016.03.14,WEST,ベント,レディース,2016.03.14,72,4879,69.3,119
,WEST,ベント,バック,2016.03.14,EAST,ベント,バック,2016.03.14,72,6976,81.5,149
,WEST,ベント,レギュラー,2016.03.14,EAST,ベント,レギュラー,2016.03.14,72,6490,78.7,145
,WEST,ベント,フロント,2016.03.14,EAST,ベント,フロント,2016.03.14,72,5977,75.6,137
,WEST,ベント,ゴールド,2016.03.14,EAST,ベント,ゴールド,2016.03.14,72,5278,71.2,127
,WEST,ベント,レディース,2016.03.14,EAST,ベント,レディース,2016.03.14,72,4819,68.6,121
グリーンアカデミーカントリークラブ白河コース,アウト,メイン,バック,2016.11.09,イン,メイン,バック,2016.11.09,72,7027,81.0,143
,アウト,メイン,レギュラー,2016.11.09,イン,メイン,レギュラー,2016.11.09,72,6492,77.9,135
,アウト,メイン,フロント,2016.11.09,イン,メイン,フロント,2016.11.09,72,6119,75.5,131
,アウト,メイン,レディース,2016.11.09,イン,メイン,レディース,2016.11.09,72,5472,71.4,124
,アウト,サブ,バック,2016.11.09,イン,サブ,バック,2016.11.09,72,6957,80.7,141
,アウト,サブ,レギュラー,2016.11.09,イン,サブ,レギュラー,2016.11.09,72,6431,77.5,134
,アウト,サブ,フロント,2016.11.09,イン,サブ,フロント,2016.11.09,72,6047,75.2,129
,アウト,サブ,レディース,2016.11.09,イン,サブ,レディース,2016.11.09,72,5415,71.3,122
郡山ゴルフ倶楽部,アウト,メインベント,バック,2018.03.29,イン,メインベント,バック,2018.03.29,72,6560,78.8,144
,アウト,メインベント,レギュラー,2018.03.29,イン,メインベント,レギュラー,2018.03.29,72,6180,76.4,142
,アウト,メインベント,フロント,2018.03.29,イン,メインベント,フロント,2018.03.29,72,5649,73.7,135
,アウト,メインベント,レディース,2018.03.29,イン,メインベント,レディース,2018.03.29,72,4825,68.3,126
,アウト,サブベント,バック,2018.03.29,イン,サブベント,バック,2018.03.29,72,6517,78.5,143
,アウト,サブベント,レギュラー,2018.03.29,イン,サブベント,レギュラー,2018.03.29,72,6137,76.3,140
,アウト,サブベント,フロント,2018.03.29,イン,サブベント,フロント,2018.03.29,72,5606,73.1,133
,アウト,サブベント,レディース,2018.03.29,イン,サブベント,レディース,2018.03.29,72,4783,68.1,125
郡山熱海カントリークラブ,アウト,ベントメイン,バック,2007.09.18,イン,ベントメイン,バック,2007.09.18,72,6708,76.9,139
,アウト,ベントメイン,レギュラー,2007.09.18,イン,ベントメイン,レギュラー,2007.09.18,72,6213,74.2,131
,アウト,ベントメイン,フロント1,2007.09.18,イン,ベントメイン,フロント1,2007.09.18,72,5842,72.2,126
,アウト,ベントメイン,レディス1,2007.09.18,イン,ベントメイン,レディス1,2007.09.18,72,5240,69.4,119
,アウト,ベントサブ,バック,2007.09.18,イン,ベントサブ,バック,2007.09.18,72,6630,76.4,137
,アウト,ベントサブ,レギュラー,2007.09.18,イン,ベントサブ,レギュラー,2007.09.18,72,6135,73.8,131
,アウト,ベントサブ,フロント1,2007.09.18,イン,ベントサブ,フロント1,2007.09.18,72,5764,71.8,125
,アウト,ベントサブ,レディス1,2007.09.18,イン,ベントサブ,レディス1,2007.09.18,72,5162,68.9,117
塩屋崎カントリークラブ,桜,ベント,バック,2014.02.27,椿,ベント,バック,2014.02.27,72,6807,79.9,141
,桜,ベント,レギュラー,2014.02.27,椿,ベント,レギュラー,2014.02.27,72,6501,78.1,137
,桜,ベント,フロント,2014.02.27,椿,ベント,フロント,2014.02.27,72,6195,76.3,134
,桜,ベント,レディース,2014.02.27,椿,ベント,レディース,2014.02.27,72,5286,70.3,121
,椿,ベント,バック,2014.02.27,藤,ベント,バック,2014.02.27,72,6905,79.9,141
,椿,ベント,レギュラー,2014.02.27,藤,ベント,レギュラー,2014.02.27,72,6568,78.2,136
,椿,ベント,フロント,2014.02.27,藤,ベント,フロント,2014.02.27,72,6262,76.4,134
,椿,ベント,レディース,2014.02.27,藤,ベント,レディース,2014.02.27,72,5299,70.3,123
,藤,ベント,バック,2014.02.27,桜,ベント,バック,2014.02.27,72,6756,78.8,137
,藤,ベント,レギュラー,2014.02.27,桜,ベント,レギュラー,2014.02.27,72,6455,77.3,132
,藤,ベント,フロント,2014.02.27,桜,ベント,フロント,2014.02.27,72,6131,75.1,131
,藤,ベント,レディース,2014.02.27,桜,ベント,レディース,2014.02.27,72,5115,68.4,118
白河高原カントリークラブ,アウト,ベント,バック,2008.11.05,イン,ベント,バック,2008.11.05,72,6675,76.8,138
,アウト,ベント,フロント,2008.11.05,イン,ベント,フロント,2008.11.05,72,6315,74.9,133
,アウト,ベント,レディース,2008.11.05,イン,ベント,レディース,2008.11.05,72,5240,69.5,119
白河メドウゴルフ倶楽部,アウト,ベント,チャンピオン,2014.06.16,イン,ベント,チャンピオン,2014.06.16,72,6797,79.5,134
,アウト,ベント,バック,2014.06.16,イン,ベント,バック,2014.06.16,72,6452,77.3,131
,アウト,ベント,レギュラー,2014.06.16,イン,ベント,レギュラー,2014.06.16,72,6121,75.3,126
,アウト,ベント,フロント,2014.06.16,イン,ベント,フロント,2014.06.16,72,5685,72.6,123
,アウト,ベント,レディース,2014.06.16,イン,ベント,レディース,2014.06.16,72,5345,70.4,118
JGMサラブレッドゴルフクラブ,ダービーOUT,ベント,Champion,2012.06.25,ダービーIN,ベント,Champion,2012.06.25,72,6640,77.5,138
,ダービーOUT,ベント,Back,2012.06.25,ダービーIN,ベント,Back,2012.06.25,72,6369,76.0,136
,ダービーOUT,ベント,Regular,2012.06.25,ダービーIN,ベント,Regular,2012.06.25,72,6084,74.4,133
,ダービーOUT,ベント,Front,2012.06.25,ダービーIN,ベント,Front,2012.06.25,72,5687,72.0,126
,ダービーOUT,ベント,Ladies,2012.06.25,ダービーIN,ベント,Ladies,2012.06.25,72,5350,69.9,123
棚倉田舎倶楽部,東,ベント,BT,2018.09.03,西,ベント,BT,2018.09.03,72,7127,80.6,144
,東,ベント,RT,2018.09.03,西,ベント,RT,2018.09.03,72,6544,77.4,137
,東,ベント,FT1/LT1,2018.09.03,西,ベント,FT1/LT1,2018.09.03,72,6158,75.1,134
,東,ベント,LT2,2018.09.03,西,ベント,LT2,2018.09.03,72,5203,69.5,122
,中,ベント,BT,2018.09.03,東,ベント,BT,2018.09.03,72,7063,80.7,142
,中,ベント,RT,2018.09.03,東,ベント,RT,2018.09.03,72,6433,76.8,136
,中,ベント,FT1/LT1,2018.09.03,東,ベント,FT1/LT1,2018.09.03,72,6080,74.9,132
,中,ベント,LT2,2018.09.03,東,ベント,LT2,2018.09.03,72,5201,69.8,122
,西,ベント,BT,2018.09.03,中,ベント,BT,2018.09.03,72,7044,80.9,142
,西,ベント,RT,2018.09.03,中,ベント,RT,2018.09.03,72,6561,78.2,135
,西,ベント,FT1/LT1,2018.09.03,中,ベント,FT1/LT1,2018.09.03,72,6246,76.2,130
,西,ベント,LT2,2018.09.03,中,ベント,LT2,2018.09.03,72,5272,70.5,122
猫魔ホテル猪苗代ゴルフコース,アウト,ベント,チャンピオン,2021.10.15,イン,ベント,チャンピオン,2021.10.15,72,7075,80.4,146
,アウト,ベント,バック,2021.10.15,イン,ベント,バック,2021.10.15,72,6884,79.3,143
,アウト,ベント,レギュラー,2021.10.15,イン,ベント,レギュラー,2021.10.15,72,6392,76.6,138
,アウト,ベント,フロント,2021.10.15,イン,ベント,フロント,2021.10.15,72,6053,74.4,134
,アウト,ベント,レディース,2021.10.15,イン,ベント,レディース,2021.10.15,72,5306,70.2,125
パーシモンカントリークラブ,東,ベント,バック,2018.10.18,西,ベント,バック,2018.10.18,72,6622,78.5,138
,東,ベント,レギュラー,2018.10.18,西,ベント,レギュラー,2018.10.18,72,6108,75.3,133
,東,ベント,フロント,2018.10.18,西,ベント,フロント,2018.10.18,72,5662,72.6,130
,東,ベント,レディース,2018.10.18,西,ベント,レディース,2018.10.18,72,5143,69.7,123
,西,ベント,バック,2018.10.18,中,ベント,バック,2018.10.18,72,6410,77.3,135
,西,ベント,レギュラー,2018.10.18,中,ベント,レギュラー,2018.10.18,72,5847,73.9,131
,西,ベント,フロント,2018.10.18,中,ベント,フロント,2018.10.18,72,5358,70.9,129
,西,ベント,レディース,2018.10.18,中,ベント,レディース,2018.10.18,72,5023,69.1,123
,中,ベント,バック,2018.10.18,東,ベント,バック,2018.10.18,72,6432,77.2,136
,中,ベント,レギュラー,2018.10.18,東,ベント,レギュラー,2018.10.18,72,5869,73.8,130
,中,ベント,フロント,2018.10.18,東,ベント,フロント,2018.10.18,72,5476,71.1,126
,中,ベント,レディース,2018.10.18,東,ベント,レディース,2018.10.18,72,4934,68.2,120
福島ゴルフ倶楽部民報コース,アウト,コーライ,バック,2021.12.13,イン,コーライ,バック,2021.12.13,72,5965,75.6,135
,アウト,コーライ,レギュラー,2021.12.13,イン,コーライ,レギュラー,2021.12.13,72,5690,74.1,131
,アウト,コーライ,ゴールド,2021.12.13,イン,コーライ,ゴールド,2021.12.13,72,5259,71.7,126
,アウト,コーライ,レディース,2021.12.13,イン,コーライ,レディース,2021.12.13,72,4939,69.9,123
メローウッドゴルフクラブ,アウト,ベント,バック,2018.08.20,イン,ベント,バック,2018.08.20,72,6792,79.9,146
,アウト,ベント,レギュラー,2018.08.20,イン,ベント,レギュラー,2018.08.20,72,6163,75.9,141
,アウト,ベント,シニア,2018.08.20,イン,ベント,シニア,2018.08.20,72,5698,73.0,135
,アウト,ベント,レディース,2018.08.20,イン,ベント,レディース,2018.08.20,72,5344,71.4,130
,アウト,ベント,ピンク,2018.08.20,イン,ベント,ピンク,2018.08.20,72,5296,70.8,128
矢吹ゴルフ倶楽部,アウト,ベント,レギュラー,2013.09.09,イン,ベント,レギュラー,2013.09.09,72,6415,77.2,142
,アウト,ベント,フロント,2013.09.09,イン,ベント,フロント,2013.09.09,72,5546,71.8,130
,アウト,ベント,レディス,2013.09.09,イン,ベント,レディス,2013.09.09,72,5240,70.1,125
湯本スプリングスカントリークラブ,アウト,右グリーン,バック,2010.05.26,イン,右グリーン,バック,2010.05.26,72,6810,76.9,139
,アウト,右グリーン,レギュラー,2010.05.26,イン,右グリーン,レギュラー,2010.05.26,72,6309,74.2,131
,アウト,右グリーン,レディス1,2010.05.26,イン,右グリーン,レディス1,2010.05.26,72,5353,69.4,119
,アウト,左グリーン,バック,2010.05.26,イン,左グリーン,バック,2010.05.26,72,6761,76.9,139
,アウト,左グリーン,レギュラー,2010.05.26,イン,左グリーン,レギュラー,2010.05.26,72,6266,74.2,131
,アウト,左グリーン,レディス1,2010.05.26,イン,左グリーン,レディス1,2010.05.26,72,5300,69.4,119
ローレルバレイカントリークラブ,東,Aグリーン,バック,2013.10.28,中,Aグリーン,バック,2013.10.28,72,6943,77.8,136
,東,Aグリーン,レギュラー,2013.10.28,中,Aグリーン,レギュラー,2013.10.28,72,6429,75.2,132
,東,Aグリーン,フロント,2013.10.28,中,Aグリーン,フロント,2013.10.28,72,5221,68.2,121
,東,Bグリーン,バック,2013.10.28,中,Bグリーン,バック,2013.10.28,72,6847,77.3,133
,東,Bグリーン,レギュラー,2013.10.28,中,Bグリーン,レギュラー,2013.10.28,72,6241,74.6,129
,東,Bグリーン,フロント,2013.10.28,中,Bグリーン,フロント,2013.10.28,72,5163,67.3,115
