,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
鮎滝カントリークラブ,アウト,ベント,チャンピオン,2009.04.27,イン,ベント,チャンピオン,2009.04.27,72,6759,77.7,141
,アウト,ベント,バック,2009.04.27,イン,ベント,バック,2009.04.27,72,6434,76.0,136
,アウト,ベント,レギュラー,2009.04.27,イン,ベント,レギュラー,2009.04.27,72,5943,73.4,129
,アウト,ベント,シニア,2009.04.27,イン,ベント,シニア,2009.04.27,72,5387,70.5,122
,アウト,ベント,レディース,2009.04.27,イン,ベント,レディース,2009.04.27,72,5259,69.9,120
アルファ津田カントリークラブ,アウト,ベント,バック,2014.03.20,イン,ベント,バック,2014.03.20,72,6262,76.2,132
,アウト,ベント,コンペ,2014.03.20,イン,ベント,コンペ,2014.03.20,72,5991,74.5,131
,アウト,ベント,フロント,2014.03.20,イン,ベント,フロント,2014.03.20,72,5849,73.6,129
,アウト,ベント,ゴールド,2014.03.20,イン,ベント,ゴールド,2014.03.20,72,5698,72.3,128
,アウト,ベント,レディース,2014.03.20,イン,ベント,レディース,2014.03.20,72,5032,68.7,123
,アウト,ベント,ピンク,2014.03.20,イン,ベント,ピンク,2014.03.20,72,4547,66.3,114
エリエールゴルフクラブ,アウト,ベント,バック,2015.11.26,イン,ベント,バック,2015.11.26,72,6572,78.3,140
,アウト,ベント,シニア,2015.11.26,イン,ベント,シニア,2015.11.26,72,6154,75.9,138
,アウト,ベント,レギュラー,2015.11.26,イン,ベント,レギュラー,2015.11.26,72,6103,75.6,137
,アウト,ベント,フロント,2015.11.26,イン,ベント,フロント,2015.11.26,72,5937,74.7,135
,アウト,ベント,ゴールド,2015.11.26,イン,ベント,ゴールド,2015.11.26,72,5691,73.1,131
,アウト,ベント,レディス,2015.11.26,イン,ベント,レディス,2015.11.26,72,5129,69.9,129
,アウト,ベント,SL,2015.11.26,イン,ベント,SL,2015.11.26,72,3869,62.7,106
琴平カントリー倶楽部,OUT,ベントメイン,バック,2019.05.18,IN,ベントメイン,バック,2019.05.18,72,6546,78.3,133
,OUT,ベントメイン,レギュラー,2019.05.18,IN,ベントメイン,レギュラー,2019.05.18,72,6245,76.7,131
,OUT,ベントメイン,フロント,2019.05.18,IN,ベントメイン,フロント,2019.05.18,72,5966,75.1,129
,OUT,ベントメイン,レディース,2019.05.18,IN,ベントメイン,レディース,2019.05.18,72,4985,69.7,122
,OUT,ベントサブ,バック,2019.05.18,IN,ベントサブ,バック,2019.05.18,72,6281,76.2,133
,OUT,ベントサブ,レギュラー,2019.05.18,IN,ベントサブ,レギュラー,2019.05.18,72,5984,74.6,131
,OUT,ベントサブ,フロント,2019.05.18,IN,ベントサブ,フロント,2019.05.18,72,5701,73.1,129
,OUT,ベントサブ,レディース,2019.05.18,IN,ベントサブ,レディース,2019.05.18,72,4720,67.7,122
,IN,ベントメイン,バック,2019.05.18,NEW,ベントメイン,バック,2019.05.18,72,6388,76.7,131
,IN,ベントメイン,レギュラー,2019.05.18,NEW,ベントメイン,レギュラー,2019.05.18,72,6131,75.4,128
,IN,ベントメイン,フロント,2019.05.18,NEW,ベントメイン,フロント,2019.05.18,72,5992,74.6,128
,IN,ベントメイン,レディース,2019.05.18,NEW,ベントメイン,レディース,2019.05.18,72,5012,69.2,122
,IN,ベントサブ,バック,2019.05.18,NEW,ベントサブ,バック,2019.05.18,72,6051,74.7,129
,IN,ベントサブ,レギュラー,2019.05.18,NEW,ベントサブ,レギュラー,2019.05.18,72,5800,73.3,128
,IN,ベントサブ,フロント,2019.05.18,NEW,ベントサブ,フロント,2019.05.18,72,5655,72.5,126
,IN,ベントサブ,レディース,2019.05.18,NEW,ベントサブ,レディース,2019.05.18,72,4656,66.9,120
,NEW,ベントメイン,バック,2019.05.18,OUT,ベントメイン,バック,2019.05.18,72,6724,78.4,132
,NEW,ベントメイン,レギュラー,2019.05.18,OUT,ベントメイン,レギュラー,2019.05.18,72,6390,76.7,129
,NEW,ベントメイン,フロント,2019.05.18,OUT,ベントメイン,フロント,2019.05.18,72,6210,75.7,128
,NEW,ベントメイン,レディース,2019.05.18,OUT,ベントメイン,レディース,2019.05.18,72,5003,69.1,121
,NEW,ベントサブ,バック,2019.05.18,OUT,ベントサブ,バック,2019.05.18,72,6416,76.7,131
,NEW,ベントサブ,レギュラー,2019.05.18,OUT,ベントサブ,レギュラー,2019.05.18,72,6082,74.9,128
,NEW,ベントサブ,フロント,2019.05.18,OUT,ベントサブ,フロント,2019.05.18,72,5904,74.0,128
,NEW,ベントサブ,レディース,2019.05.18,OUT,ベントサブ,レディース,2019.05.18,72,4678,67.2,119
坂出カントリークラブ,アウト,ベント,BT,2009.10.05,イン,ベント,BT,2009.10.05,72,6728,78.0,141
,アウト,ベント,RT,2009.10.05,イン,ベント,RT,2009.10.05,72,6215,75.3,134
,アウト,ベント,FT,2009.10.05,イン,ベント,FT,2009.10.05,72,5834,73.3,129
,アウト,ベント,GT/LT,2009.10.05,イン,ベント,GT/LT,2009.10.05,72,5195,69.9,120
讃岐カントリークラブ,アウト,ベント,青,2021.06.09,イン,ベント,青,2021.06.09,72,6835,78.9,139
,アウト,ベント,コンペ,2021.06.09,イン,ベント,コンペ,2021.06.09,72,6447,76.9,134
,アウト,ベント,白,2021.06.09,イン,ベント,白,2021.06.09,72,6174,75.4,131
,アウト,ベント,ゴールド,2021.06.09,イン,ベント,ゴールド,2021.06.09,72,5649,72.4,127
,アウト,ベント,赤,2021.06.09,イン,ベント,赤,2021.06.09,72,5463,71.5,125
,アウト,ベント,ピンク,2021.06.09,イン,ベント,ピンク,2021.06.09,72,4797,67.8,118
サンライズヒルズカントリークラブ,東,ベント,バック,2012.06.21,中,ベント,バック,2012.06.21,72,6734,78.4,139
,東,ベント,レギュラー,2012.06.21,中,ベント,レギュラー,2012.06.21,72,6415,76.7,135
,東,ベント,フロント,2012.06.21,中,ベント,フロント,2012.06.21,72,6016,74.3,130
,東,ベント,ゴールド,2012.06.21,中,ベント,ゴールド,2012.06.21,72,5431,70.9,122
,東,ベント,レディース,2012.06.21,中,ベント,レディース,2012.06.21,72,4849,67.6,115
,中,ベント,バック,2012.06.21,西,ベント,バック,2012.06.21,72,6817,78.7,139
,中,ベント,レギュラー,2012.06.21,西,ベント,レギュラー,2012.06.21,72,6406,76.5,135
,中,ベント,フロント,2012.06.21,西,ベント,フロント,2012.06.21,72,5998,74.1,132
,中,ベント,ゴールド,2012.06.21,西,ベント,ゴールド,2012.06.21,72,5401,70.5,124
,中,ベント,レディース,2012.06.21,西,ベント,レディース,2012.06.21,72,4978,68.2,120
,西,ベント,バック,2012.06.21,東,ベント,バック,2012.06.21,72,6741,78.3,137
,西,ベント,レギュラー,2012.06.21,東,ベント,レギュラー,2012.06.21,72,6353,76.0,133
,西,ベント,フロント,2012.06.21,東,ベント,フロント,2012.06.21,72,5966,73.8,129
,西,ベント,ゴールド,2012.06.21,東,ベント,ゴールド,2012.06.21,72,5392,70.4,122
,西,ベント,レディース,2012.06.21,東,ベント,レディース,2012.06.21,72,4797,67.0,115
志度カントリークラブ,東,ベント,バック,2019.03.20,中,ベント,バック,2019.03.20,72,6342,77.0,139
,東,ベント,レギュラー,2019.03.20,中,ベント,レギュラー,2019.03.20,72,6043,75.1,135
,東,ベント,フロント,2019.03.20,中,ベント,フロント,2019.03.20,72,5803,73.8,133
,東,ベント,ゴールド,2019.03.20,中,ベント,ゴールド,2019.03.20,72,5185,70.5,128
,東,ベント,レディース,2019.03.20,中,ベント,レディース,2019.03.20,72,4666,68.1,124
,東,ベント,ピンク,2019.03.20,中,ベント,ピンク,2019.03.20,72,4013,64.7,120
,東35,ベント,バック,2019.03.20,中,ベント,バック,2019.03.20,71,6196,76.2,138
,東35,ベント,レギュラー,2019.03.20,中,ベント,レギュラー,2019.03.20,71,5886,74.3,134
,東35,ベント,フロント,2019.03.20,中,ベント,フロント,2019.03.20,71,5646,72.9,132
,東35,ベント,ゴールド,2019.03.20,中,ベント,ゴールド,2019.03.20,71,4991,69.4,127
,東35,ベント,レディース,2019.03.20,中,ベント,レディース,2019.03.20,71,4589,67.7,123
,東35,ベント,ピンク,2019.03.20,中,ベント,ピンク,2019.03.20,71,3936,64.2,119
,中,ベント,バック,2019.03.20,西,ベント,バック,2019.03.20,72,6432,76.6,142
,中,ベント,レギュラー,2019.03.20,西,ベント,レギュラー,2019.03.20,72,6086,75.1,139
,中,ベント,フロント,2019.03.20,西,ベント,フロント,2019.03.20,72,5906,73.8,138
,中,ベント,ゴールド,2019.03.20,西,ベント,ゴールド,2019.03.20,72,4953,69.6,126
,中,ベント,レディース,2019.03.20,西,ベント,レディース,2019.03.20,72,4757,68.7,121
,中,ベント,ピンク,2019.03.20,西,ベント,ピンク,2019.03.20,72,4066,64.6,118
,西,ベント,バック,2019.03.20,東,ベント,バック,2019.03.20,72,6414,76.8,142
,西,ベント,レギュラー,2019.03.20,東,ベント,レギュラー,2019.03.20,72,6091,74.4,139
,西,ベント,フロント,2019.03.20,東,ベント,フロント,2019.03.20,72,5839,72.8,137
,西,ベント,ゴールド,2019.03.20,東,ベント,ゴールド,2019.03.20,72,5072,70.1,124
,西,ベント,レディース,2019.03.20,東,ベント,レディース,2019.03.20,72,4663,67.8,121
,西,ベント,ピンク,2019.03.20,東,ベント,ピンク,2019.03.20,72,4063,64.3,118
,西,ベント,バック,2019.03.20,東35,ベント,バック,2019.03.20,71,6268,76.0,141
,西,ベント,レギュラー,2019.03.20,東35,ベント,レギュラー,2019.03.20,71,5934,73.6,138
,西,ベント,フロント,2019.03.20,東35,ベント,フロント,2019.03.20,71,5682,71.9,136
,西,ベント,ゴールド,2019.03.20,東35,ベント,ゴールド,2019.03.20,71,4878,69.0,123
