,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
赤城カントリー倶楽部,アウト,メイン,フルバック,2014.09.05,イン,メイン,フルバック,2014.09.05,72,6779,72.3,128
,アウト,メイン,バック,2014.09.05,イン,メイン,バック,2014.09.05,72,6735,72.1,127
,アウト,メイン,レギュラー,2014.09.05,イン,メイン,レギュラー,2014.09.05,72,6346,70.1,125
,アウト,メイン,フロント1,2014.09.05,イン,メイン,フロント1,2014.09.05,72,5944,68.3,118
,アウト,メイン,フロント2,2014.09.05,イン,メイン,フロント2,2014.09.05,72,5759,67.4,115
,アウト,メイン,レディース,2014.09.05,イン,メイン,レディース,2014.09.05,72,5445,65.7,112
,アウト,サブ,フルバック,2014.09.05,イン,サブ,フルバック,2014.09.05,72,6484,70.9,123
,アウト,サブ,バック,2014.09.05,イン,サブ,バック,2014.09.05,72,6440,70.7,122
,アウト,サブ,レギュラー,2014.09.05,イン,サブ,レギュラー,2014.09.05,72,6051,68.8,118
,アウト,サブ,フロント1,2014.09.05,イン,サブ,フロント1,2014.09.05,72,5649,66.8,115
,アウト,サブ,フロント2,2014.09.05,イン,サブ,フロント2,2014.09.05,72,5464,66.0,112
,アウト,サブ,レディース,2014.09.05,イン,サブ,レディース,2014.09.05,72,5144,64.7,108
赤城国際カントリークラブ,南,第1グリーン,バック,2010.10.12,西,第1グリーン,バック,2010.10.12,72,7106,73.3,135
,南,第1グリーン,レギュラー_,,西,第1グリーン,レギュラー_,,72,6458,70.2,125
,南,第1グリーン,フロント1,2010.10.12,西,第1グリーン,フロント1_,,72,5803,67.6,118
,南,第2グリーン,バック,2010.10.12,西,第2グリーン,バック_,,72,6703,71.3,129
,南,第2グリーン,レギュラー,2010.10.12,西,第2グリーン,レギュラー_,,72,6278,69.5,123
,南,第2グリーン,フロント1,2010.10.12,西,第2グリーン,フロント1,2010.10.12,72,5382,66.1,114
,南,第1グリーン,バック,2010.10.12,東,第1グリーン,バック_,,72,7133,73.4,135
,南,第1グリーン,レギュラー,2010.10.12,東,第1グリーン,レギュラー,2010.10.12,72,6532,70.6,127
,南,第1グリーン,フロント1,2010.10.12,東,第1グリーン,フロント1_,,72,5682,67.2,117
,南,第2グリーン,バック,2010.10.12,東,第2グリーン,バック,2010.10.12,72,6876,72.2,131
,南,第2グリーン,レギュラー_,,東,第2グリーン,レギュラー_,,72,6463,70.2,125
,南,第2グリーン,フロント1,2010.10.12,東,第2グリーン,フロント1_,,72,5430,66.4,114
,西,第1グリーン,バック,2010.10.12,東,第1グリーン,バック,2010.10.12,72,7061,73.1,134
,西,第1グリーン,レギュラー,2010.10.12,東,第1グリーン,レギュラー,2010.10.12,72,6560,70.7,127
,西,第1グリーン,フロント1,2010.10.12,東,第1グリーン,フロント1,2010.10.12,72,5633,67.1,116
,西,第2グリーン,バック,2010.10.12,東,第2グリーン,バック_,,72,6785,71.7,130
,西,第2グリーン,レギュラー,2010.10.12,東,第2グリーン,レギュラー,2010.10.12,72,6319,69.6,124
,西,第2グリーン,フロント1,2010.10.12,東,第2グリーン,フロント1,2010.10.12,72,5362,66.3,114
赤城ゴルフ倶楽部,アウト,ベント,バック,2009.06.15,イン,ベント,バック,2009.06.15,72,7010,72.3,132
,アウト,ベント,レギュラー,2009.06.15,イン,ベント,レギュラー,2009.06.15,72,6475,69.9,125
,アウト,ベント,フロント1,2009.06.15,イン,ベント,フロント1,2009.06.15,72,6298,69.2,123
,アウト,ベント,フロント2,2009.06.15,イン,ベント,フロント2,2009.06.15,72,5602,66.6,115
伊香保カントリークラブ,アウト,つつじ,バック,2020.11.11,イン,つつじ,バック,2020.11.11,72,7077,73.4,134
,アウト,つつじ,レギュラー,2020.11.11,イン,つつじ,レギュラー,2020.11.11,72,6692,71.6,131
,アウト,つつじ,フロント1,2020.11.11,イン,つつじ,フロント1,2020.11.11,72,6374,70.1,128
,アウト,つつじ,フロント2,2020.11.11,イン,つつじ,フロント2,2020.11.11,72,5602,66.4,119
,アウト,つつじ,レディース 1,2020.11.11,イン,つつじ,レディース 1,2020.11.11,72,4265,60.5,101
,アウト,さくら,バック,2020.11.11,イン,さくら,バック,2020.11.11,72,6775,72.0,133
,アウト,さくら,レギュラー,2020.11.11,イン,さくら,レギュラー,2020.11.11,72,6390,70.3,129
,アウト,さくら,フロント1,2020.11.11,イン,さくら,フロント1,2020.11.11,72,6072,68.7,127
,アウト,さくら,フロント2,2020.11.11,イン,さくら,フロント2,2020.11.11,72,5300,65.1,116
,アウト,さくら,レディース 1,2020.11.11,イン,さくら,レディース 1,2020.11.11,72,3963,58.9,102
伊香保国際カンツリークラブ,赤城,Aグリーン,バック,2012.12.07,榛名,Aグリーン,バック,2012.12.07,72,6524,71.5,127
,赤城,Aグリーン,レギュラー,2012.12.07,榛名,Aグリーン,レギュラー,2012.12.07,72,6002,68.9,124
,赤城,Aグリーン,フロント,2012.12.07,榛名,Aグリーン,フロント,2012.12.07,72,5219,65.3,112
,赤城,Bグリーン,バック,2012.12.07,榛名,Bグリーン,バック,2012.12.07,72,6275,70.1,124
,赤城,Bグリーン,レギュラー,2012.12.07,榛名,Bグリーン,レギュラー,2012.12.07,72,5753,67.7,120
,赤城,Bグリーン,フロント,2012.12.07,榛名,Bグリーン,フロント,2012.12.07,72,4970,64.1,110
,榛名,Aグリーン,バック,2012.12.07,伊香保,Aグリーン,バック,2012.12.07,71,6082,69.0,123
,榛名,Aグリーン,レギュラー,2012.12.07,伊香保,Aグリーン,レギュラー,2012.12.07,71,5595,66.5,120
,榛名,Aグリーン,フロント,2012.12.07,伊香保,Aグリーン,フロント,2012.12.07,71,4878,63.5,107
,榛名,Bグリーン,バック,2012.12.07,伊香保,Bグリーン,バック,2012.12.07,71,5793,67.4,121
,榛名,Bグリーン,レギュラー,2012.12.07,伊香保,Bグリーン,レギュラー,2012.12.07,71,5306,65.2,114
,榛名,Bグリーン,フロント,2012.12.07,伊香保,Bグリーン,フロント,2012.12.07,71,4588,62.3,105
,伊香保,Aグリーン,バック,2012.12.07,赤城,Aグリーン,バック,2012.12.07,71,6154,69.7,121
,伊香保,Aグリーン,レギュラー,2012.12.07,赤城,Aグリーン,レギュラー,2012.12.07,71,5627,66.8,121
,伊香保,Aグリーン,フロント,2012.12.07,赤城,Aグリーン,フロント,2012.12.07,71,4977,63.8,113
,伊香保,Bグリーン,バック,2012.12.07,赤城,Bグリーン,バック,2012.12.07,71,5870,68.1,120
,伊香保,Bグリーン,レギュラー,2012.12.07,赤城,Bグリーン,レギュラー,2012.12.07,71,5343,65.5,116
,伊香保,Bグリーン,フロント,2012.12.07,赤城,Bグリーン,フロント,2012.12.07,71,4692,62.6,106
伊香保ゴルフ倶楽部,音羽,茜グリーン,バック,2020.09.25,吾妻,茜グリーン,バック,2020.09.25,72,7134,73.4,136
,音羽,茜グリーン,レギュラー,2020.09.25,吾妻,茜グリーン,レギュラー,2020.09.25,72,6727,71.5,132
,音羽,茜グリーン,フロント 1,2020.09.25,吾妻,茜グリーン,フロント 1,2020.09.25,72,6346,69.7,128
,音羽,茜グリーン,フロント 2,2020.09.25,吾妻,茜グリーン,フロント 2,2020.09.25,72,5342,65.0,118
,音羽,藍グリーン,バック,2020.09.25,吾妻,藍グリーン,バック,2020.09.25,72,6900,72.3,131
,音羽,藍グリーン,レギュラー,2020.09.25,吾妻,藍グリーン,レギュラー,2020.09.25,72,6497,70.4,127
,音羽,藍グリーン,フロント 1,2020.09.25,吾妻,藍グリーン,フロント 1,2020.09.25,72,6130,68.8,124
,音羽,藍グリーン,フロント 2,2020.09.25,吾妻,藍グリーン,フロント 2,2020.09.25,72,5132,64.1,114
,吾妻,茜グリーン,バック,2020.09.25,烏帽子,茜グリーン,バック,2020.09.25,72,6830,72.0,137
,吾妻,茜グリーン,レギュラー,2020.09.25,烏帽子,茜グリーン,レギュラー,2020.09.25,72,6416,70.0,134
,吾妻,茜グリーン,フロント 1,2020.09.25,烏帽子,茜グリーン,フロント 1,2020.09.25,72,6021,68.2,129
,吾妻,茜グリーン,フロント 2,2020.09.25,烏帽子,茜グリーン,フロント 2,2020.09.25,72,5086,63.4,117
,吾妻,藍グリーン,バック,2020.09.25,烏帽子,藍グリーン,バック,2020.09.25,72,6506,70.2,130
,吾妻,藍グリーン,レギュラー,2020.09.25,烏帽子,藍グリーン,レギュラー,2020.09.25,72,6103,68.2,127
,吾妻,藍グリーン,フロント 1,2020.09.25,烏帽子,藍グリーン,フロント 1,2020.09.25,72,5723,66.6,123
,吾妻,藍グリーン,フロント 2,2020.09.25,烏帽子,藍グリーン,フロント 2,2020.09.25,72,4790,62.5,111
,烏帽子,茜グリーン,バック,2020.09.25,音羽,茜グリーン,バック,2020.09.25,72,6822,71.8,137
,烏帽子,茜グリーン,レギュラー,2020.09.25,音羽,茜グリーン,レギュラー,2020.09.25,72,6415,69.9,133
,烏帽子,茜グリーン,フロント 1,2020.09.25,音羽,茜グリーン,フロント 1,2020.09.25,72,6009,68.1,127
,烏帽子,茜グリーン,フロント 2,2020.09.25,音羽,茜グリーン,フロント 2,2020.09.25,72,5090,63.2,116
,烏帽子,藍グリーン,バック,2020.09.25,音羽,藍グリーン,バック,2020.09.25,72,6596,70.7,131
,烏帽子,藍グリーン,レギュラー,2020.09.25,音羽,藍グリーン,レギュラー,2020.09.25,72,6204,68.8,128
,烏帽子,藍グリーン,フロント 1,2020.09.25,音羽,藍グリーン,フロント 1,2020.09.25,72,5827,67.2,123
,烏帽子,藍グリーン,フロント 2,2020.09.25,音羽,藍グリーン,フロント 2,2020.09.25,72,4916,63.0,112
太田双葉カントリークラブ,愛宕,第1グリーン,バック,2020.11.24,御所ノ入,第1グリーン,バック,2020.11.24,72,6519,71.6,137
,愛宕,第1グリーン,レギュラー,2020.11.24,御所ノ入,第1グリーン,レギュラー,2020.11.24,72,6217,70.2,134
,愛宕,第1グリーン,フロント1,2020.11.24,御所ノ入,第1グリーン,フロント1,2020.11.24,72,5974,69.2,130
,愛宕,第1グリーン,レディース 1,2020.11.24,御所ノ入,第1グリーン,レディース 1,2020.11.24,72,5429,66.5,124
,愛宕,第1グリーン,レディース 2,2020.11.24,御所ノ入,第1グリーン,レディース 2,2020.11.24,72,4811,63.7,116
,愛宕,第2グリーン,バック,2020.11.24,御所ノ入,第2グリーン,バック,2020.11.24,72,6328,70.4,133
,愛宕,第2グリーン,レギュラー,2020.11.24,御所ノ入,第2グリーン,レギュラー,2020.11.24,72,6026,68.9,130
,愛宕,第2グリーン,フロント1,2020.11.24,御所ノ入,第2グリーン,フロント1,2020.11.24,72,5783,67.8,128
,愛宕,第2グリーン,レディース 1,2020.11.24,御所ノ入,第2グリーン,レディース 1,2020.11.24,72,5238,65.2,121
,愛宕,第2グリーン,レディース 2,2020.11.24,御所ノ入,第2グリーン,レディース 2,2020.11.24,72,4620,62.3,114
,御所ノ入,第1グリーン,バック,2020.11.24,天王,第1グリーン,バック,2020.11.24,72,6333,70.7,138
