,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
グリーンフィールゴルフ倶楽部,アウト,ベント,白(FT),2012.12.01,イン,ベント,白(FT),2012.12.01,72,6095,74.7,134
,アウト,ベント,銀(60歳～),2012.12.01,イン,ベント,銀(60歳～),2012.12.01,72,5818,72.9,131
,アウト,ベント,白赤(LT),2012.12.01,イン,ベント,白赤(LT),2012.12.01,72,5571,71.2,128
,アウト,ベント,金(70歳～),2012.12.01,イン,ベント,金(70歳～),2012.12.01,72,5261,69.7,124
,アウト,ベント,赤(LT),2012.12.01,イン,ベント,赤(LT),2012.12.01,72,4804,67.1,118
,アウト,ベント,橙(LT),2012.12.01,イン,ベント,橙(LT),2012.12.01,72,4410,65.0,114
高知ゴルフ倶楽部,アウト,コーライ,バック,2018.02.08,イン,コーライ,バック,2018.02.08,72,6300,77.8,138
,アウト,コーライ,レギュラー,2018.02.08,イン,コーライ,レギュラー,2018.02.08,72,5943,75.5,136
,アウト,コーライ,フロント,2018.02.08,イン,コーライ,フロント,2018.02.08,72,5618,73.3,134
,アウト,コーライ,レディース,2018.02.08,イン,コーライ,レディース,2018.02.08,72,5492,72.4,133
,アウト,コーライ,ピンク,2018.02.08,イン,コーライ,ピンク,2018.02.08,72,4723,67.9,122
,アウト,コーライ,シルバー,2018.02.08,イン,コーライ,シルバー,2018.02.08,72,5702,73.8,135
Kochi黒潮カントリークラブ,黒潮アウト,ベント,黒,2018.06.11,黒潮イン,ベント,黒,2018.06.11,72,7325,82.8,146
,黒潮アウト,ベント,青,2018.06.11,黒潮イン,ベント,青,2018.06.11,72,6840,80.3,140
,黒潮アウト,ベント,白,2018.06.11,黒潮イン,ベント,白,2018.06.11,72,6450,77.9,137
,黒潮アウト,ベント,銀,2018.06.11,黒潮イン,ベント,銀,2018.06.11,72,6125,75.7,135
,黒潮アウト,ベント,金,2018.06.11,黒潮イン,ベント,金,2018.06.11,72,5695,73.0,126
,黒潮アウト,ベント,赤,2018.06.11,黒潮イン,ベント,赤,2018.06.11,72,5260,71.1,125
,黒潮アウト,ベント,ピンク,2018.06.11,黒潮イン,ベント,ピンク,2018.06.11,72,4905,68.8,119
,暖流,ベント,黒,2018.06.11,太平洋,ベント,黒,2018.06.11,72,7280,82.4,144
,暖流,ベント,青,2018.06.11,太平洋,ベント,青,2018.06.11,72,7090,81.6,142
,暖流,ベント,白,2018.06.11,太平洋,ベント,白,2018.06.11,72,6590,78.4,141
,暖流,ベント,銀,2018.06.11,太平洋,ベント,銀,2018.06.11,72,6060,75.1,132
,暖流,ベント,金,2018.06.11,太平洋,ベント,金,2018.06.11,72,5445,71.4,122
,暖流,ベント,赤,2018.06.11,太平洋,ベント,赤,2018.06.11,72,5335,71.0,118
,暖流,ベント,ピンク,2018.06.11,太平洋,ベント,ピンク,2018.06.11,72,4855,68.3,117
四万十カントリークラブ,アウト,コーライ,バック,2009.03.26,イン,コーライ,バック,2009.03.26,72,6381,76.4,137
,アウト,コーライ,レギュラー,2009.03.26,イン,コーライ,レギュラー,2009.03.26,72,5974,74.3,132
,アウト,コーライ,フロント,2009.03.26,イン,コーライ,フロント,2009.03.26,72,5658,72.6,127
,アウト,コーライ,レディース,2009.03.26,イン,コーライ,レディース,2009.03.26,72,4843,68.7,117
スカイ・ベイゴルフクラブ,アウト,ベント,チャンピオン,2009.03.25,イン,ベント,チャンピオン,2009.03.25,72,6033,73.5,130
,アウト,ベント,レギュラー,2009.03.25,イン,ベント,レギュラー,2009.03.25,72,5562,71.0,123
,アウト,ベント,レディース,2009.03.25,イン,ベント,レディース,2009.03.25,72,4997,68.6,117
土佐カントリークラブ,足摺アウト,ベント,青,2008.11.20,足摺イン,ベント,青,2008.11.20,72,6830,77.8,141
,足摺アウト,ベント,白,2008.11.20,足摺イン,ベント,白,2008.11.20,72,6225,74.6,133
,足摺アウト,ベント,銀,2008.11.20,足摺イン,ベント,銀,2008.11.20,72,5950,73.2,129
,足摺アウト,ベント,金,2008.11.20,足摺イン,ベント,金,2008.11.20,72,5440,70.5,122
,足摺アウト,ベント,赤,2008.11.20,足摺イン,ベント,赤,2008.11.20,72,5293,69.8,120
