,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
赤城カントリー倶楽部,アウト,メイン,フルバック,2014.09.05,イン,メイン,フルバック,2014.09.05,72,6779,79.6,138
,アウト,メイン,バック,2014.09.05,イン,メイン,バック,2014.09.05,72,6735,79.2,138
,アウト,メイン,レギュラー,2014.09.05,イン,メイン,レギュラー,2014.09.05,72,6346,76.9,134
,アウト,メイン,フロント1,2014.09.05,イン,メイン,フロント1,2014.09.05,72,5944,74.5,129
,アウト,メイン,フロント2,2014.09.05,イン,メイン,フロント2,2014.09.05,72,5759,73.4,126
,アウト,メイン,レディース,2014.09.05,イン,メイン,レディース,2014.09.05,72,5445,71.5,121
,アウト,サブ,フルバック,2014.09.05,イン,サブ,フルバック,2014.09.05,72,6484,78.0,134
,アウト,サブ,バック,2014.09.05,イン,サブ,バック,2014.09.05,72,6440,77.6,134
,アウト,サブ,レギュラー,2014.09.05,イン,サブ,レギュラー,2014.09.05,72,6051,75.2,128
,アウト,サブ,フロント1,2014.09.05,イン,サブ,フロント1,2014.09.05,72,5649,72.7,125
,アウト,サブ,フロント2,2014.09.05,イン,サブ,フロント2,2014.09.05,72,5464,71.7,121
,アウト,サブ,レディース,2014.09.05,イン,サブ,レディース,2014.09.05,72,5144,69.8,117
赤城国際カントリークラブ,南,第1グリーン,バック,2010.10.12,西,第1グリーン,バック_,,72,7106,78.6,143
,南,第1グリーン,レギュラー,2010.10.12,西,第1グリーン,レギュラー,2010.10.12,72,6458,75.2,134
,南,第1グリーン,フロント1,2010.10.12,西,第1グリーン,フロント1_,,72,5803,71.8,125
,南,第2グリーン,バック_,,西,第2グリーン,バック,2010.10.12,72,6703,76.5,137
,南,第2グリーン,レギュラー,2010.10.12,西,第2グリーン,レギュラー,2010.10.12,72,6278,74.3,132
,南,第2グリーン,フロント1_,,西,第2グリーン,フロント1,2010.10.12,72,5382,69.7,120
,南,第1グリーン,バック,2010.10.12,東,第1グリーン,バック,2010.10.12,72,7133,78.8,143
,南,第1グリーン,レギュラー,2010.10.12,東,第1グリーン,レギュラー,2010.10.12,72,6532,75.7,135
,南,第1グリーン,フロント1,2010.10.12,東,第1グリーン,フロント1,2010.10.12,72,5682,71.2,123
,南,第2グリーン,バック,2010.10.12,東,第2グリーン,バック,2010.10.12,72,6876,77.4,140
,南,第2グリーン,レギュラー_,,東,第2グリーン,レギュラー_,,72,6463,75.3,134
,南,第2グリーン,フロント1,2010.10.12,東,第2グリーン,フロント1,2010.10.12,72,5430,69.9,120
,西,第1グリーン,バック,2010.10.12,東,第1グリーン,バック,2010.10.12,72,7061,78.4,142
,西,第1グリーン,レギュラー,2010.10.12,東,第1グリーン,レギュラー_,,72,6560,75.8,136
,西,第1グリーン,フロント1,2010.10.12,東,第1グリーン,フロント1_,,72,5633,70.9,123
,西,第2グリーン,バック_,,東,第2グリーン,バック,2010.10.12,72,6785,76.9,139
,西,第2グリーン,レギュラー_,,東,第2グリーン,レギュラー,2010.10.12,72,6319,74.5,132
,西,第2グリーン,フロント1,2010.10.12,東,第2グリーン,フロント1,2010.10.12,72,5362,69.7,120
赤城ゴルフ倶楽部,アウト,ベント,バック,2009.06.15,イン,ベント,バック,2009.06.15,72,7010,77.6,140
,アウト,ベント,レギュラー,2009.06.15,イン,ベント,レギュラー,2009.06.15,72,6475,74.8,133
,アウト,ベント,フロント1,2009.06.15,イン,ベント,フロント1,2009.06.15,72,6298,73.8,131
,アウト,ベント,フロント2,2009.06.15,イン,ベント,フロント2,2009.06.15,72,5602,70.2,121
伊香保カントリークラブ,アウト,つつじ,バック,2020.11.11,イン,つつじ,バック,2020.11.11,72,7077,80.5,145
,アウト,つつじ,レギュラー,2020.11.11,イン,つつじ,レギュラー,2020.11.11,72,6692,78.4,140
,アウト,つつじ,フロント1,2020.11.11,イン,つつじ,フロント1,2020.11.11,72,6374,76.5,138
,アウト,つつじ,フロント2,2020.11.11,イン,つつじ,フロント2,2020.11.11,72,5602,71.8,127
,アウト,つつじ,レディース 1,2020.11.11,イン,つつじ,レディース 1,2020.11.11,72,4265,64.6,114
,アウト,さくら,バック,2020.11.11,イン,さくら,バック,2020.11.11,72,6775,78.4,143
,アウト,さくら,レギュラー,2020.11.11,イン,さくら,レギュラー,2020.11.11,72,6390,76.3,137
,アウト,さくら,フロント1,2020.11.11,イン,さくら,フロント1,2020.11.11,72,6072,74.4,135
,アウト,さくら,フロント2,2020.11.11,イン,さくら,フロント2,2020.11.11,72,5300,70.0,126
,アウト,さくら,レディース 1,2020.11.11,イン,さくら,レディース 1,2020.11.11,72,3963,62.6,108
伊香保国際カンツリークラブ,赤城,Aグリーン,バック,2012.12.07,榛名,Aグリーン,バック,2012.12.07,72,6524,78.2,139
,赤城,Aグリーン,レギュラー,2012.12.07,榛名,Aグリーン,レギュラー,2012.12.07,72,6002,75.0,134
,赤城,Aグリーン,フロント,2012.12.07,榛名,Aグリーン,フロント,2012.12.07,72,5219,70.3,126
,赤城,Bグリーン,バック,2012.12.07,榛名,Bグリーン,バック,2012.12.07,72,6275,76.6,136
,赤城,Bグリーン,レギュラー,2012.12.07,榛名,Bグリーン,レギュラー,2012.12.07,72,5753,73.4,133
,赤城,Bグリーン,フロント,2012.12.07,榛名,Bグリーン,フロント,2012.12.07,72,4970,68.8,120
,榛名,Aグリーン,バック,2012.12.07,伊香保,Aグリーン,バック,2012.12.07,71,6082,75.2,134
,榛名,Aグリーン,レギュラー,2012.12.07,伊香保,Aグリーン,レギュラー,2012.12.07,71,5595,72.2,129
,榛名,Aグリーン,フロント,2012.12.07,伊香保,Aグリーン,フロント,2012.12.07,71,4878,67.9,121
,榛名,Bグリーン,バック,2012.12.07,伊香保,Bグリーン,バック,2012.12.07,71,5793,73.4,131
,榛名,Bグリーン,レギュラー,2012.12.07,伊香保,Bグリーン,レギュラー,2012.12.07,71,5306,70.5,129
,榛名,Bグリーン,フロント,2012.12.07,伊香保,Bグリーン,フロント,2012.12.07,71,4588,66.0,118
,伊香保,Aグリーン,バック,2012.12.07,赤城,Aグリーン,バック,2012.12.07,71,6154,75.8,136
,伊香保,Aグリーン,レギュラー,2012.12.07,赤城,Aグリーン,レギュラー,2012.12.07,71,5627,72.6,128
,伊香保,Aグリーン,フロント,2012.12.07,赤城,Aグリーン,フロント,2012.12.07,71,4977,68.8,123
,伊香保,Bグリーン,バック,2012.12.07,赤城,Bグリーン,バック,2012.12.07,71,5870,74.0,131
,伊香保,Bグリーン,レギュラー,2012.12.07,赤城,Bグリーン,レギュラー,2012.12.07,71,5343,70.9,126
,伊香保,Bグリーン,フロント,2012.12.07,赤城,Bグリーン,フロント,2012.12.07,71,4692,66.8,119
伊香保ゴルフ倶楽部,音羽,茜グリーン,バック,2020.09.25,吾妻,茜グリーン,バック,2020.09.25,72,7134,80.1,148
,音羽,茜グリーン,レギュラー,2020.09.25,吾妻,茜グリーン,レギュラー,2020.09.25,72,6727,77.8,144
,音羽,茜グリーン,フロント1,2020.09.25,吾妻,茜グリーン,フロント1,2020.09.25,72,6346,75.7,140
,音羽,茜グリーン,フロント 2,2020.09.25,吾妻,茜グリーン,フロント 2,2020.09.25,72,5342,70.0,128
,音羽,藍グリーン,バック,2020.09.25,吾妻,藍グリーン,バック,2020.09.25,72,6900,78.8,143
,音羽,藍グリーン,レギュラー,2020.09.25,吾妻,藍グリーン,レギュラー,2020.09.25,72,6497,76.6,139
,音羽,藍グリーン,フロント1,2020.09.25,吾妻,藍グリーン,フロント1,2020.09.25,72,6130,74.5,134
,音羽,藍グリーン,フロント 2,2020.09.25,吾妻,藍グリーン,フロント 2,2020.09.25,72,5132,68.8,123
,吾妻,茜グリーン,バック,2020.09.25,烏帽子,茜グリーン,バック,2020.09.25,72,6830,78.9,145
,吾妻,茜グリーン,レギュラー,2020.09.25,烏帽子,茜グリーン,レギュラー,2020.09.25,72,6416,76.5,142
,吾妻,茜グリーン,フロント1,2020.09.25,烏帽子,茜グリーン,フロント1,2020.09.25,72,6021,74.2,138
,吾妻,茜グリーン,フロント 2,2020.09.25,烏帽子,茜グリーン,フロント 2,2020.09.25,72,5086,68.9,128
,吾妻,藍グリーン,バック,2020.09.25,烏帽子,藍グリーン,バック,2020.09.25,72,6506,76.6,139
,吾妻,藍グリーン,レギュラー,2020.09.25,烏帽子,藍グリーン,レギュラー,2020.09.25,72,6103,74.3,135
,吾妻,藍グリーン,フロント1,2020.09.25,烏帽子,藍グリーン,フロント1,2020.09.25,72,5723,72.1,131
,吾妻,藍グリーン,フロント 2,2020.09.25,烏帽子,藍グリーン,フロント 2,2020.09.25,72,4790,67.1,120
,烏帽子,茜グリーン,バック,2020.09.25,音羽,茜グリーン,バック,2020.09.25,72,6822,78.8,145
,烏帽子,茜グリーン,レギュラー,2020.09.25,音羽,茜グリーン,レギュラー,2020.09.25,72,6415,76.5,142
,烏帽子,茜グリーン,フロント1,2020.09.25,音羽,茜グリーン,フロント1,2020.09.25,72,6009,74.3,137
,烏帽子,茜グリーン,フロント 2,2020.09.25,音羽,茜グリーン,フロント 2,2020.09.25,72,5090,69.1,128
,烏帽子,藍グリーン,バック,2020.09.25,音羽,藍グリーン,バック,2020.09.25,72,6596,77.2,142
,烏帽子,藍グリーン,レギュラー,2020.09.25,音羽,藍グリーン,レギュラー,2020.09.25,72,6204,75.1,138
,烏帽子,藍グリーン,フロント1,2020.09.25,音羽,藍グリーン,フロント1,2020.09.25,72,5827,72.8,134
,烏帽子,藍グリーン,フロント 2,2020.09.25,音羽,藍グリーン,フロント 2,2020.09.25,72,4916,67.9,123
太田双葉カントリークラブ,愛宕,第1グリーン,バック,2020.11.24,御所ノ入,第1グリーン,バック,2020.11.24,72,6519,78.4,142
,愛宕,第1グリーン,レギュラー,2020.11.24,御所ノ入,第1グリーン,レギュラー,2020.11.24,72,6217,76.8,139
,愛宕,第1グリーン,フロント1,2020.11.24,御所ノ入,第1グリーン,フロント1,2020.11.24,72,5974,75.3,137
,愛宕,第1グリーン,レディース 1,2020.11.24,御所ノ入,第1グリーン,レディース 1,2020.11.24,72,5429,71.9,131
,愛宕,第1グリーン,レディース 2,2020.11.24,御所ノ入,第1グリーン,レディース 2,2020.11.24,72,4811,68.3,124
,愛宕,第2グリーン,バック,2020.11.24,御所ノ入,第2グリーン,バック,2020.11.24,72,6328,77.1,139
,愛宕,第2グリーン,レギュラー,2020.11.24,御所ノ入,第2グリーン,レギュラー,2020.11.24,72,6026,75.4,136
,愛宕,第2グリーン,フロント1,2020.11.24,御所ノ入,第2グリーン,フロント1,2020.11.24,72,5783,74.0,132
,愛宕,第2グリーン,レディース 1,2020.11.24,御所ノ入,第2グリーン,レディース 1,2020.11.24,72,5238,70.7,126
,愛宕,第2グリーン,レディース 2,2020.11.24,御所ノ入,第2グリーン,レディース 2,2020.11.24,72,4620,67.1,119
,御所ノ入,第1グリーン,バック,2020.11.24,天王,第1グリーン,バック,2020.11.24,72,6333,77.5,143
