,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
天瀬温泉カントリークラブ,アウト,ベント,レギュラー,2007.04.18,イン,ベント,レギュラー,2007.04.18,72,6123,74.1,131
,アウト,ベント,フロント1,2007.04.18,イン,ベント,フロント1,2007.04.18,72,5454,70.3,121
臼杵カントリークラブ,アウト,ベント,バック,2019.02.28,イン,ベント,バック,2019.02.28,72,6748,80.0,146
,アウト,ベント,レギュラー,2019.02.28,イン,ベント,レギュラー,2019.02.28,72,6354,77.8,142
,アウト,ベント,フロント1,2019.02.28,イン,ベント,フロント1,2019.02.28,72,6138,76.6,141
,アウト,ベント,フロント2,2019.02.28,イン,ベント,フロント2,2019.02.28,72,5868,75.0,137
,アウト,ベント,ゴールド,2019.02.28,イン,ベント,ゴールド,2019.02.28,72,5733,74.3,135
,アウト,ベント,レディース1,2019.02.28,イン,ベント,レディース1,2019.02.28,72,5116,70.7,122
,アウト,バミューダ,バック,2019.02.28,イン,バミューダ,バック,2019.02.28,72,6515,78.7,142
,アウト,バミューダ,レギュラー,2019.02.28,イン,バミューダ,レギュラー,2019.02.28,72,6121,76.5,138
,アウト,バミューダ,フロント1,2019.02.28,イン,バミューダ,フロント1,2019.02.28,72,5905,75.3,136
,アウト,バミューダ,フロント2,2019.02.28,イン,バミューダ,フロント2,2019.02.28,72,5628,73.6,133
,アウト,バミューダ,ゴールド,2019.02.28,イン,バミューダ,ゴールド,2019.02.28,72,5493,72.9,131
,アウト,バミューダ,レディース1,2019.02.28,イン,バミューダ,レディース1,2019.02.28,72,4876,69.0,122
大分カントリークラブ月形コース,アウト,ベント(サブ),レギュラー,2016.07.15,イン,ベント(サブ),レギュラー,2016.07.15,72,6384,76.6,135
,アウト,ベント(サブ),フロント1,2016.07.15,イン,ベント(サブ),フロント1,2016.07.15,72,6053,74.7,132
,アウト,ベント(サブ),フロント2,2016.07.15,イン,ベント(サブ),フロント2,2016.07.15,72,5460,71.4,126
,アウト,ベント(サブ),レディース,2016.07.15,イン,ベント(サブ),レディース,2016.07.15,72,4680,67.6,114
,アウト,ベント(メイン),レギュラー,2016.07.15,イン,ベント(メイン),レギュラー,2016.07.15,72,6739,78.9,138
,アウト,ベント(メイン),フロント1,2016.07.15,イン,ベント(メイン),フロント1,2016.07.15,72,6410,77.3,135
,アウト,ベント(メイン),フロント2,2016.07.15,イン,ベント(メイン),フロント2,2016.07.15,72,5853,74.1,128
,アウト,ベント(メイン),レディース,2016.07.15,イン,ベント(メイン),レディース,2016.07.15,72,5053,69.1,119
大分カントリークラブ吉野コース,アウト,コーライ,レディース1,2009.10.27,イン,コーライ,レディース1,2009.10.27,72,6132,74.4,132
,アウト,コーライ,レディース2,2009.10.27,イン,コーライ,レディース2,2009.10.27,72,5331,70.2,121
大分サニーヒルゴルフ倶楽部,アウト,ベント,レギュラー,2018.08.08,イン,ベント,レギュラー,2018.08.08,72,6422,77.1,143
,アウト,ベント,フロント,2018.08.08,イン,ベント,フロント,2018.08.08,72,6280,76.4,141
,アウト,ベント,ゴールド1,2018.08.08,イン,ベント,ゴールド1,2018.08.08,72,5723,72.9,132
,アウト,ベント,ゴールド2,2018.08.08,イン,ベント,ゴールド2,2018.08.08,72,5527,71.8,129
