,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
芦原ゴルフクラブ,海アウト,ベント,バック,2021.05.14,海イン,ベント,バック,2021.05.14,72,6713,73.1,141
,海アウト,ベント,レギュラー,2021.05.14,海イン,ベント,レギュラー,2021.05.14,72,6261,71.1,140
,海アウト,ベント,フロント,2021.05.14,海イン,ベント,フロント,2021.05.14,72,5939,69.6,137
,海アウト,ベント,レディス,2021.05.14,海イン,ベント,レディス,2021.05.14,72,5146,65.7,121
,湖アウト,ベント,バック,2021.05.14,湖イン,ベント,バック,2021.05.14,72,6785,74.0,141
,湖アウト,ベント,レギュラー,2021.05.14,湖イン,ベント,レギュラー,2021.05.14,72,6340,71.7,137
,湖アウト,ベント,フロント,2021.05.14,湖イン,ベント,フロント,2021.05.14,72,6051,70.4,134
,湖アウト,ベント,レディス,2021.05.14,湖イン,ベント,レディス,2021.05.14,72,5370,67.0,124
越前カントリークラブ,アウト,Main,バック,2016.04.26,イン,Main,バック,2016.04.26,72,6646,72.6,134
,アウト,Main,レギュラー,2016.04.26,イン,Main,レギュラー,2016.04.26,72,6149,70.3,133
,アウト,Main,フロント,2016.04.26,イン,Main,フロント,2016.04.26,72,5866,68.9,128
,アウト,Main,レディース,2016.04.26,イン,Main,レディース,2016.04.26,72,4970,65.0,112
,アウト,Sub,バック,2016.04.26,イン,Sub,バック,2016.04.26,72,6501,72.3,136
,アウト,Sub,レギュラー,2016.04.26,イン,Sub,レギュラー,2016.04.26,72,6016,69.5,132
,アウト,Sub,フロント,2016.04.26,イン,Sub,フロント,2016.04.26,72,5733,68.3,127
,アウト,Sub,レディース,2016.04.26,イン,Sub,レディース,2016.04.26,72,4833,64.2,115
越前武生カントリークラブ,アウト,ベント,バック,2014.04.11,イン,ベント,バック,2014.04.11,72,6820,72.8,131
,アウト,ベント,レギュラー,2014.04.11,イン,ベント,レギュラー,2014.04.11,72,6238,69.9,130
,アウト,ベント,フロント,2014.04.11,イン,ベント,フロント,2014.04.11,72,5961,68.5,126
,アウト,ベント,レディース,2014.04.11,イン,ベント,レディース,2014.04.11,72,5300,65.6,115
ゴールド福井カントリークラブ,アウト,ベント,バック,2009.11.19,イン,ベント,バック,2009.11.19,72,7005,73.5,135
,アウト,ベント,レギュラー,2009.11.19,イン,ベント,レギュラー,2009.11.19,72,6612,71.7,130
,アウト,ベント,フロント,2009.11.19,イン,ベント,フロント,2009.11.19,72,6249,70.0,125
,アウト,ベント,シニア,2009.11.19,イン,ベント,シニア,2009.11.19,72,5844,68.5,121
杉ノ木台ゴルフクラブ,アウト,ベント,バック,2017.09.11,イン,ベント,バック,2017.09.11,71,6211,71.0,130
,アウト,ベント,レギュラー,2017.09.11,イン,ベント,レギュラー,2017.09.11,71,5705,68.4,126
