,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
出雲空港カントリー倶楽部,アウト,ベント,バック,2014.04.01,イン,ベント,バック,2014.04.01,72,6747,79.5,141
,アウト,ベント,レギュラー,2014.04.01,イン,ベント,レギュラー,2014.04.01,72,6277,76.9,136
,アウト,ベント,フロント1,2014.04.01,イン,ベント,フロント1,2014.04.01,72,5913,74.6,132
,アウト,ベント,レディース,2014.04.01,イン,ベント,レディース,2014.04.01,72,5139,70.3,126
いづも大社カントリークラブ,美久我,ベント,バック,2009.11.06,国引,ベント,バック,2009.11.06,72,6758,77.2,139
,美久我,ベント,レギュラー_,,国引,ベント,レギュラー_,,72,6393,75.4,134
,美久我,ベント,フロント1_,,国引,ベント,フロント1_,,72,6064,73.9,131
,美久我,ベント,フロント2_,,国引,ベント,フロント2,2009.11.06,72,5936,73.3,129
,美久我,ベント,レディース,2009.11.06,国引,ベント,レディース,2009.11.06,72,5063,69.2,118
金城カントリークラブ,美又,メインベント,バック,2018.08.20,久佐,メインベント,バック,2018.08.20,72,7050,81.4,151
,美又,メインベント,レギュラー,2018.08.20,久佐,メインベント,レギュラー,2018.08.20,72,6739,79.8,147
,美又,メインベント,フロント,2018.08.20,久佐,メインベント,フロント,2018.08.20,72,6380,77.8,143
,美又,メインベント,ゴールド,2018.08.20,久佐,メインベント,ゴールド,2018.08.20,72,5650,74.1,135
,美又,メインベント,レディース,2018.08.20,久佐,メインベント,レディース,2018.08.20,72,5399,72.7,132
,美又,サブベント,バック,2018.08.20,久佐,サブベント,バック,2018.08.20,72,6601,78.6,143
,美又,サブベント,レギュラー,2018.08.20,久佐,サブベント,レギュラー,2018.08.20,72,6282,76.9,140
,美又,サブベント,フロント,2018.08.20,久佐,サブベント,フロント,2018.08.20,72,5935,75.0,136
,美又,サブベント,ゴールド,2018.08.20,久佐,サブベント,ゴールド,2018.08.20,72,5187,71.2,127
,美又,サブベント,レディース,2018.08.20,久佐,サブベント,レディース,2018.08.20,72,5187,71.2,127
クラシック島根カントリークラブ,アウト,ベント,バック,2016.11.30,イン,ベント,バック,2016.11.30,72,6793,79.1,147
,アウト,ベント,レギュラー,2016.11.30,イン,ベント,レギュラー,2016.11.30,72,6316,76.7,141
,アウト,ベント,フロント,2016.11.30,イン,ベント,フロント,2016.11.30,72,5845,74.2,136
,アウト,ベント,レディース,2016.11.30,イン,ベント,レディース,2016.11.30,72,5198,71.0,128
島根ゴルフ倶楽部,アウト,メインベント,バック,2020.03.23,イン,メインベント,バック,2020.03.23,72,6786,79.3,142
,アウト,メインベント,レギュラー,2020.03.23,イン,メインベント,レギュラー,2020.03.23,72,6424,77.5,138
,アウト,メインベント,フロント,2020.03.23,イン,メインベント,フロント,2020.03.23,72,6081,75.5,134
,アウト,メインベント,レディース,2020.03.23,イン,メインベント,レディース,2020.03.23,72,5482,72.3,125
,アウト,メインベント,ピンク,2020.03.23,イン,メインベント,ピンク,2020.03.23,72,5076,70.1,120
,アウト,サブベント,バック,2020.03.23,イン,サブベント,バック,2020.03.23,72,6703,78.7,145
,アウト,サブベント,レギュラー,2020.03.23,イン,サブベント,レギュラー,2020.03.23,72,6342,76.8,141
,アウト,サブベント,フロント,2020.03.23,イン,サブベント,フロント,2020.03.23,72,5997,74.8,136
,アウト,サブベント,レディース,2020.03.23,イン,サブベント,レディース,2020.03.23,72,5395,71.7,128
,アウト,サブベント,ピンク,2020.03.23,イン,サブベント,ピンク,2020.03.23,72,4989,69.5,124
玉造温泉カントリークラブ,アウト,ベント,バック,2020.08.18,イン,ベント,バック,2020.08.18,72,6851,80.0,147
,アウト,ベント,レギュラー,2020.08.18,イン,ベント,レギュラー,2020.08.18,72,6507,78.2,142
,アウト,ベント,フロント,2020.08.18,イン,ベント,フロント,2020.08.18,72,6173,76.4,137
,アウト,ベント,レディース,2020.08.18,イン,ベント,レディース,2020.08.18,72,5394,72.3,127
浜田ゴルフリンクス,アウト,ベント,チャンピオン,2020.11.19,イン,ベント,チャンピオン,2020.11.19,72,7058,81.0,150
,アウト,ベント,バック,2020.11.19,イン,ベント,バック,2020.11.19,72,6642,78.6,145
,アウト,ベント,レギュラー,2020.11.19,イン,ベント,レギュラー,2020.11.19,72,6176,75.9,139
,アウト,ベント,フロント,2020.11.19,イン,ベント,フロント,2020.11.19,72,5612,73.0,131
,アウト,ベント,レディース,2020.11.19,イン,ベント,レディース,2020.11.19,72,5186,70.6,126
,アウト,ベント,ピンク,2020.11.19,イン,ベント,ピンク,2020.11.19,72,4309,65.7,113
