,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
あづみ野カントリークラブ,アウト,ベント,バック,2009.06.12,イン,ベント,バック,2009.06.12,72,6967,77.3,139
,アウト,ベント,レギュラー,2009.06.12,イン,ベント,レギュラー,2009.06.12,72,6349,74.0,131
,アウト,ベント,フロント1,2009.06.12,イン,ベント,フロント1,2009.06.12,72,5765,71.0,123
あららぎカントリークラブ,アウト,ベント,バック,2003.05.27,イン,ベント,バック,2003.05.27,72,6534,76.4,137
,アウト,ベント,レギュラー,2003.05.27,イン,ベント,レギュラー,2003.05.27,72,6188,74.7,133
,アウト,ベント,フロント,2003.05.27,イン,ベント,フロント,2003.05.27,72,5919,73.3,129
,アウト,ベント,レディス,2003.05.27,イン,ベント,レディス,2003.05.27,72,5110,69.2,118
ウィーゴカントリー倶楽部,アウト,ベント,バック,2018.07.06,イン,ベント,バック,2018.07.06,72,6654,78.6,146
,アウト,ベント,レギュラー,2018.07.06,イン,ベント,レギュラー,2018.07.06,72,6260,76.6,142
,アウト,ベント,フロント,2018.07.06,イン,ベント,フロント,2018.07.06,72,5895,74.5,137
,アウト,ベント,レディース,2018.07.06,イン,ベント,レディース,2018.07.06,72,5675,73.4,135
上田菅平高原グランヴィリオゴルフ倶楽部,アウト,ベント,バック,2015.04.23,イン,ベント,バック,2015.04.23,72,6459,77.2,145
,アウト,ベント,レギュラー,2015.04.23,イン,ベント,レギュラー,2015.04.23,72,6075,74.9,140
,アウト,ベント,フロント,2015.04.23,イン,ベント,フロント,2015.04.23,72,5398,70.9,132
上田丸子グランヴィリオゴルフ倶楽部,みまき,ベント,バック,2015.04.22,さくら,ベント,バック,2015.04.22,72,6566,77.6,139
,みまき,ベント,レギュラー,2015.04.22,さくら,ベント,レギュラー,2015.04.22,72,6080,74.8,134
,みまき,ベント,レディース,2015.04.22,さくら,ベント,レディース,2015.04.22,72,5046,68.9,123
,さくら,ベント,バック,2015.04.22,ふじ,ベント,バック,2015.04.22,72,6697,78.9,141
,さくら,ベント,レギュラー,2015.04.22,ふじ,ベント,レギュラー,2015.04.22,72,6159,75.7,135
,さくら,ベント,レディース,2015.04.22,ふじ,ベント,レディース,2015.04.22,72,5165,70.0,125
,ふじ,ベント,バック,2015.04.22,みまき,ベント,バック,2015.04.22,72,6683,78.5,142
,ふじ,ベント,レギュラー,2015.04.22,みまき,ベント,レギュラー,2015.04.22,72,6203,75.7,136
,ふじ,ベント,レディース,2015.04.22,みまき,ベント,レディース,2015.04.22,72,5195,69.9,125
塩嶺カントリークラブ,しらかば,ベント,バック_,,りんどう,ベント,バック,2010.07.16,72,6827,77.8,141
,しらかば,ベント,レギュラー,2010.07.16,りんどう,ベント,レギュラー,2010.07.16,72,6467,75.9,136
,しらかば,ベント,フロント1_,,りんどう,ベント,フロント1,2010.07.16,72,6068,73.8,131
,しらかば,ベント,フロント2,2010.07.16,りんどう,ベント,フロント2,2010.07.16,72,5889,72.9,128
,しらかば,ベント,レディース1,2010.07.16,りんどう,ベント,レディース1,2010.07.16,72,5496,70.8,123
,りんどう,ベント,バック,2010.07.16,すずらん,ベント,バック,2010.07.16,72,6695,77.0,139
,りんどう,ベント,レギュラー,2010.07.16,すずらん,ベント,レギュラー,2010.07.16,72,6270,74.7,133
,りんどう,ベント,フロント1,2010.07.16,すずらん,ベント,フロント1,2010.07.16,72,6034,73.5,130
,りんどう,ベント,フロント2_,,すずらん,ベント,フロント2,2010.07.16,72,5840,72.5,127
,りんどう,ベント,レディース1,2010.07.16,すずらん,ベント,レディース1_,,72,5482,70.6,122
,すずらん,ベント,バック,2010.07.16,しらかば,ベント,バック,2010.07.16,72,6650,76.7,138
,すずらん,ベント,レギュラー_,,しらかば,ベント,レギュラー_,,72,6237,74.6,133
,すずらん,ベント,フロント1_,,しらかば,ベント,フロント1,2010.07.16,72,6004,73.3,129
,すずらん,ベント,フロント2,2010.07.16,しらかば,ベント,フロント2_,,72,5815,72.3,126
,すずらん,ベント,レディース1,2010.07.16,しらかば,ベント,レディース1,2010.07.16,72,5522,70.8,123
鹿島南蓼科ゴルフコース,OUT,ベント,Back,2012.10.25,IN,ベント,Back,2012.10.25,72,6638,78.4,140
,OUT,ベント,Regular,2012.10.25,IN,ベント,Regular,2012.10.25,72,6233,76.1,134
,OUT,ベント,Front,2012.10.25,IN,ベント,Front,2012.10.25,72,5856,73.9,133
,OUT,ベント,Ladies,2012.10.25,IN,ベント,Ladies,2012.10.25,72,5387,70.9,128
軽井沢ゴルフ倶楽部,アウト,ベント,BLACK,2020.10.15,イン,ベント,BLACK,2020.10.15,72,6768,79.0,143
,アウト,ベント,RED,2020.10.15,イン,ベント,RED,2020.10.15,72,6568,77.8,140
,アウト,ベント,BLUE,2020.10.15,イン,ベント,BLUE,2020.10.15,72,6052,74.6,132
,アウト,ベント,GREEN,2020.10.15,イン,ベント,GREEN,2020.10.15,72,5294,69.9,125
軽井沢72ゴルフ東コース,東入山アウト,ベント,バック,2007.05.09,東入山イン,ベント,バック,2007.05.09,72,6900,77.6,140
,東入山アウト,ベント,レギュラー,2007.05.09,東入山イン,ベント,レギュラー,2007.05.09,72,6454,75.4,134
,東入山アウト,ベント,フロント,2007.05.09,東入山イン,ベント,フロント,2007.05.09,72,6036,73.4,129
,東入山アウト,ベント,レディース,2007.05.09,東入山イン,ベント,レディース,2007.05.09,72,5510,70.8,123
,東押立アウト,ベント,バック,2007.05.09,東押立イン,ベント,バック,2007.05.09,72,6838,76.8,138
,東押立アウト,ベント,レギュラー,2007.05.09,東押立イン,ベント,レギュラー,2007.05.09,72,6348,74.3,132
,東押立アウト,ベント,フロント,2007.05.09,東押立イン,ベント,フロント,2007.05.09,72,5974,72.3,126
,東押立アウト,ベント,レディース,2007.05.09,東押立イン,ベント,レディース,2007.05.09,72,5559,70.1,120
木曽駒高原カントリークラブ,アウト,ベント,フルバック,2007.11.05,イン,ベント,フルバック,2007.11.05,72,6754,77.8,141
,アウト,ベント,バック,2007.11.05,イン,ベント,バック,2007.11.05,72,6302,75.5,135
,アウト,ベント,フロント,2007.11.05,イン,ベント,フロント,2007.11.05,72,5925,73.5,130
,アウト,ベント,レディス,2007.11.05,イン,ベント,レディス,2007.11.05,72,5413,70.9,123
