,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
愛知カンツリー倶楽部,アウト,ベント,バック,2013.03.08,イン,ベント,バック,2013.03.08,74,7163,75.1,128
,アウト,ベント,レギュラー,2013.03.08,イン,ベント,レギュラー,2013.03.08,74,6638,72.4,127
,アウト,ベント,フロント,2013.03.08,イン,ベント,フロント,2013.03.08,74,6146,70.1,123
,アウト,ベント,レディース,2013.03.08,イン,ベント,レディース,2013.03.08,74,5929,69.0,122
,アウト,ベント,2021日本学生,,イン,ベント,2021日本学生,,74,7132,75.0,128
葵カントリークラブ,家康アウト,バミューダ,バック,2021.10.27,家康イン,バミューダ,バック,2021.10.27,72,6663,73.3,139
,家康アウト,バミューダ,レギュラー,2021.10.27,家康イン,バミューダ,レギュラー,2021.10.27,72,6325,71.6,132
,家康アウト,バミューダ,フロント,2021.10.27,家康イン,バミューダ,フロント,2021.10.27,72,6113,70.4,130
,家康アウト,バミューダ,ゴールド,2021.10.27,家康イン,バミューダ,ゴールド,2021.10.27,72,5531,67.9,122
,家康アウト,バミューダ,レディース,2021.10.27,家康イン,バミューダ,レディース,2021.10.27,72,5158,65.8,118
,家康アウト,バミューダ,ピンク,2021.10.27,家康イン,バミューダ,ピンク,2021.10.27,72,4913,64.8,116
,家康アウト,バミューダ,オレンジ,2021.10.27,家康イン,バミューダ,オレンジ,2021.10.27,72,3780,59.3,106
,竹千代アウト,ベント,バック,2021.10.27,竹千代イン,ベント,バック,2021.10.27,72,6495,72.1,139
,竹千代アウト,ベント,レギュラー,2021.10.27,竹千代イン,ベント,レギュラー,2021.10.27,72,6190,70.6,137
,竹千代アウト,ベント,フロント,2021.10.27,竹千代イン,ベント,フロント,2021.10.27,72,5947,69.3,133
,竹千代アウト,ベント,ゴールド,2021.10.27,竹千代イン,ベント,ゴールド,2021.10.27,72,5363,66.5,123
,竹千代アウト,ベント,レディース,2021.10.27,竹千代イン,ベント,レディース,2021.10.27,72,5066,65.3,118
,竹千代アウト,ベント,ピンク,2021.10.27,竹千代イン,ベント,ピンク,2021.10.27,72,4524,62.7,113
,竹千代アウト,ベント,オレンジ,2021.10.27,竹千代イン,ベント,オレンジ,2021.10.27,72,3615,58.4,102
稲武カントリークラブ,アウト,ベント,バック,2009.05.22,イン,ベント,バック,2009.05.22,72,6838,72.5,132
,アウト,ベント,レギュラー,2009.05.22,イン,ベント,レギュラー,2009.05.22,72,6438,70.7,127
,アウト,ベント,フロント,2009.05.22,イン,ベント,フロント,2009.05.22,72,6028,69.2,123
犬山カンツリー倶楽部,OUT,KG,バック,2017.09.14,IN,KG,バック,2017.09.14,72,6779,72.7,128
,OUT,KG,レギュラー,2017.09.14,IN,KG,レギュラー,2017.09.14,72,6422,71.0,124
,OUT,KG,フロント,2017.09.14,IN,KG,フロント,2017.09.14,72,6272,70.3,122
,OUT,KG,シニア,2017.09.14,IN,KG,シニア,2017.09.14,72,5729,67.6,119
,OUT,KG,レディース,2017.09.14,IN,KG,レディース,2017.09.14,72,5132,64.6,111
,OUT,BG,バック,2017.09.14,IN,BG,バック,2017.09.14,72,6765,73.0,132
,OUT,BG,レギュラー,2017.09.14,IN,BG,レギュラー,2017.09.14,72,6409,70.8,128
,OUT,BG,フロント,2017.09.14,IN,BG,フロント,2017.09.14,72,6247,70.1,125
,OUT,BG,シニア,2017.09.14,IN,BG,シニア,2017.09.14,72,5716,67.2,122
,OUT,BG,レディース,2017.09.14,IN,BG,レディース,2017.09.14,72,5121,64.5,113
