,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
宇治カントリークラブ,アウト,ベント,バック,2015.11.04,イン,ベント,バック,2015.11.04,72,6271,70.5,130
,アウト,ベント,レギュラー,2015.11.04,イン,ベント,レギュラー,2015.11.04,72,5974,69.1,127
,アウト,ベント,フロント1,2015.11.04,イン,ベント,フロント1,2015.11.04,72,5635,67.6,124
宇治田原カントリー倶楽部,嘉納,ベント,バック,2010.08.04,大杉,ベント,バック,2010.08.04,72,7102,74.8,133
,嘉納,ベント,レギュラー,2010.08.04,大杉,ベント,レギュラー,2010.08.04,72,6600,72.5,128
,嘉納,ベント,フロント1,2010.08.04,大杉,ベント,フロント1,2010.08.04,72,6232,70.9,124
,大杉,ベント,バック,2010.08.04,大福,ベント,バック,2010.08.04,72,7061,74.5,135
,大杉,ベント,レギュラー,2010.08.04,大福,ベント,レギュラー,2010.08.04,72,6642,72.6,131
,大杉,ベント,フロント1,2010.08.04,大福,ベント,フロント1,2010.08.04,72,6224,70.7,127
,大福,ベント,バック,2010.08.04,嘉納,ベント,バック,2010.08.04,72,6905,73.9,131
,大福,ベント,レギュラー,2010.08.04,嘉納,ベント,レギュラー,2010.08.04,72,6502,72.1,127
,大福,ベント,フロント1,2010.08.04,嘉納,ベント,フロント1,2010.08.04,72,6112,70.4,122
かさぎゴルフ倶楽部,アウト,ベント,バック,2001.06.27,イン,ベント,バック,2001.06.27,72,7011,73.3,135
,アウト,ベント,レギュラー,2001.06.27,イン,ベント,レギュラー,2001.06.27,72,6437,70.6,127
,アウト,ベント,フロント1,2001.06.27,イン,ベント,フロント1,2001.06.27,72,5884,68.4,120
亀岡カントリークラブ,アウト,ベント,バック,2012.05.18,イン,ベント,バック,2012.05.18,72,6914,73.6,136
,アウト,ベント,レギュラー,2012.05.18,イン,ベント,レギュラー,2012.05.18,72,6583,72.0,132
,アウト,ベント,フロント,2012.05.18,イン,ベント,フロント,2012.05.18,72,6173,69.9,128
,アウト,ベント,ゴールド,2012.05.18,イン,ベント,ゴールド,2012.05.18,72,5434,66.6,121
加茂カントリークラブ,東OUT,ベント右,バック,2010.04.09,東IN,ベント右,バック,2010.04.09,72,6652,71.2,129
,東OUT,ベント右,レギュラー,2010.04.09,東IN,ベント右,レギュラー,2010.04.09,72,6403,70.0,125
,東OUT,ベント右,フロント,2010.04.09,東IN,ベント右,フロント,2010.04.09,72,6103,68.9,122
,東OUT,ベント左,バック,2010.04.09,東IN,ベント左,バック,2010.04.09,72,6689,71.4,129
,東OUT,ベント左,レギュラー,2010.04.09,東IN,ベント左,レギュラー,2010.04.09,72,6438,70.2,125
,東OUT,ベント左,フロント,2010.04.09,東IN,ベント左,フロント,2010.04.09,72,6147,69.1,122
,西OUT,ベント右,バック,2010.04.09,西IN,ベント右,バック,2010.04.09,72,6147,69.0,122
,西OUT,ベント右,レギュラー,2010.04.09,西IN,ベント右,レギュラー,2010.04.09,72,5987,68.4,120
,西OUT,ベント右,フロント,2010.04.09,西IN,ベント右,フロント,2010.04.09,72,5748,67.5,117
,西OUT,ベント左,バック,2010.04.09,西IN,ベント左,バック,2010.04.09,72,5991,68.4,120
,西OUT,ベント左,レギュラー,2010.04.09,西IN,ベント左,レギュラー,2010.04.09,72,5831,67.8,118
,西OUT,ベント左,フロント,2010.04.09,西IN,ベント左,フロント,2010.04.09,72,5599,66.9,116
関西カントリークラブ,アウト,ベント,バック,2014.05.16,イン,ベント,バック,2014.05.16,72,6610,72.4,136
,アウト,ベント,レギュラー,2014.05.16,イン,ベント,レギュラー,2014.05.16,72,6253,70.7,132
,アウト,ベント,フロント,2014.05.16,イン,ベント,フロント,2014.05.16,72,5947,69.1,129
京都大原パブリックコース,アウト,ベント(メイン),BT,2007.07.25,イン,ベント(メイン),BT,2007.07.25,72,6066,69.6,124
,アウト,ベント(メイン),RT,2007.07.25,イン,ベント(メイン),RT,2007.07.25,72,5796,68.5,121
,アウト,ベント(メイン),LT・GT,2007.07.25,イン,ベント(メイン),LT・GT,2007.07.25,72,5153,66.1,114
,アウト,ベント(サブ),BT,2007.07.25,イン,ベント(サブ),BT,2007.07.25,72,5766,68.4,120
,アウト,ベント(サブ),RT,2007.07.25,イン,ベント(サブ),RT,2007.07.25,72,5497,67.4,117
,アウト,ベント(サブ),LT・GT,2007.07.25,イン,ベント(サブ),LT・GT,2007.07.25,72,4856,64.9,110
,WGアウト,ベント(メイン),BT,2007.07.25,WGイン,ベント(メイン),BT,2007.07.25,72,5873,68.8,121
,WGアウト,ベント(メイン),RT,2007.07.25,WGイン,ベント(メイン),RT,2007.07.25,72,5604,67.8,118
,WGアウト,ベント(メイン),LT・GT,2007.07.25,WGイン,ベント(メイン),LT・GT,2007.07.25,72,4963,65.3,111
京都ゴルフ倶楽部,上賀茂アウト,ベント(メイン),バック,2014.07.28,上賀茂イン,ベント(メイン),バック,2014.07.28,69,5827,69.3,138
,上賀茂アウト,ベント(メイン),レギュラー,2014.07.28,上賀茂イン,ベント(メイン),レギュラー,2014.07.28,69,5512,67.7,135
,上賀茂アウト,ベント(メイン),フロント,2014.07.28,上賀茂イン,ベント(メイン),フロント,2014.07.28,69,5245,66.5,132
,上賀茂アウト,ベント(サブ),バック,2014.07.28,上賀茂イン,ベント(サブ),バック,2014.07.28,69,5332,66.7,135
,上賀茂アウト,ベント(サブ),レギュラー,2014.07.28,上賀茂イン,ベント(サブ),レギュラー,2014.07.28,69,5041,65.3,132
