,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
岩国センチュリーゴルフクラブ,アウト,ベント,バック,2008.11.05,イン,ベント,バック,2008.11.05,72,6825,78.3,142
,アウト,ベント,レギュラー,2008.11.05,イン,ベント,レギュラー,2008.11.05,72,6380,76.0,136
,アウト,ベント,フロント,2008.11.05,イン,ベント,フロント,2008.11.05,72,6100,74.9,133
,アウト,ベント,ゴールド,2008.11.05,イン,ベント,ゴールド,2008.11.05,72,5910,73.9,131
,アウト,ベント,レディース,2008.11.05,イン,ベント,レディース,2008.11.05,72,5360,70.8,123
宇部72カントリークラブ,万年池西アウト,メインベント,バック,2010.05.06,万年池西イン,メインベント,バック,2010.05.06,72,6844,77.8,141
,万年池西アウト,メインベント,フロント,2010.05.06,万年池西イン,メインベント,フロント,2010.05.06,72,6490,75.5,135
,万年池西アウト,メインベント,レディース,2010.05.06,万年池西イン,メインベント,レディース,2010.05.06,72,6005,73.5,130
,万年池西アウト,レギュラーベント,バック,2010.05.06,万年池西イン,レギュラーベント,バック,2010.05.06,72,6498,75.6,135
,万年池西アウト,レギュラーベント,フロント,2010.05.06,万年池西イン,レギュラーベント,フロント,2010.05.06,72,6144,73.6,130
,万年池西アウト,レギュラーベント,レディース,2010.05.06,万年池西イン,レギュラーベント,レディース,2010.05.06,72,5659,71.4,124
,万年池東アウト,メインベント,バック,2010.05.07,万年池東イン,メインベント,バック,2010.05.07,72,7087,79.0,144
,万年池東アウト,メインベント,フロント,2010.05.07,万年池東イン,メインベント,フロント,2010.05.07,72,6506,76.2,137
,万年池東アウト,メインベント,レディース,2010.05.07,万年池東イン,メインベント,レディース,2010.05.07,72,5686,72.0,126
,万年池東アウト,レギュラーベント,バック,2010.05.07,万年池東イン,レギュラーベント,バック,2010.05.07,72,6758,77.4,140
,万年池東アウト,レギュラーベント,フロント,2010.05.07,万年池東イン,レギュラーベント,フロント,2010.05.07,72,6177,74.2,131
,万年池東アウト,レギュラーベント,レディース,2010.05.07,万年池東イン,レギュラーベント,レディース,2010.05.07,72,5360,70.2,121
,阿知須アウト,メインベント,バック,2009.11.19,阿知須イン,メインベント,バック,2009.11.19,73,7170,79.2,145
,阿知須アウト,メインベント,フロント,2009.11.19,阿知須イン,メインベント,フロント,2009.11.19,73,6795,77.5,140
,阿知須アウト,メインベント,レディース,2009.11.19,阿知須イン,メインベント,レディース,2009.11.19,73,5953,73.4,129
,阿知須アウト,レギュラーベント,バック,2009.11.19,阿知須イン,レギュラーベント,バック,2009.11.19,73,6815,77.3,139
,阿知須アウト,レギュラーベント,フロント,2009.11.19,阿知須イン,レギュラーベント,フロント,2009.11.19,73,6440,75.3,134
,阿知須アウト,レギュラーベント,レディース,2009.11.19,阿知須イン,レギュラーベント,レディース,2009.11.19,73,5598,71.4,124
,江畑池アウト,ベント,フルバック,2018.04.23,江畑池イン,ベント,フルバック,2018.04.23,72,6981,81.2,155
,江畑池アウト,ベント,バック,2018.04.23,江畑池イン,ベント,バック,2018.04.23,72,6846,80.5,154
,江畑池アウト,ベント,レギュラー,2018.04.23,江畑池イン,ベント,レギュラー,2018.04.23,72,6382,78.0,149
,江畑池アウト,ベント,フロント,2018.04.23,江畑池イン,ベント,フロント,2018.04.23,72,5916,75.8,145
,江畑池アウト,ベント,レディース,2018.04.23,江畑池イン,ベント,レディース,2018.04.23,72,5274,72.9,139
山陽国際ゴルフクラブ,東アウト,ベント,バック,2010.03.23,東イン,ベント,バック,2010.03.23,72,7007,78.7,143
,東アウト,ベント,レギュラー,2010.03.23,東イン,ベント,レギュラー,2010.03.23,72,6504,76.2,137
,東アウト,ベント,レディース,2010.03.23,東イン,ベント,レディース,2010.03.23,72,5362,70.2,121
,西アウト,ベント,バック,2010.03.24,西イン,ベント,バック,2010.03.24,72,6502,75.9,136
,西アウト,ベント,レギュラー,2010.03.24,西イン,ベント,レギュラー,2010.03.24,72,6009,73.5,130
,西アウト,ベント,レディース,2010.03.24,西イン,ベント,レディース,2010.03.24,72,5271,69.7,120
下関ゴルフ倶楽部,アウト,レギュラー(バミューダ),バック,2013.11.07,イン,レギュラー(バミューダ),バック,2013.11.07,72,6944,82.1,149
