,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
石川ゴルフ倶楽部,南,Aグリーン,バック,2016.03.30,東,Aグリーン,バック,2016.03.30,72,6819,72.8,132
,南,Aグリーン,レギュラー,2016.03.30,東,Aグリーン,レギュラー,2016.03.30,72,6392,70.8,130
,南,Aグリーン,フロント,2016.03.30,東,Aグリーン,フロント,2016.03.30,72,6195,70.0,127
,南,Aグリーン,レディース,2016.03.30,東,Aグリーン,レディース,2016.03.30,72,4919,63.6,111
,南,Bグリーン,バック,2016.03.30,東,Bグリーン,バック,2016.03.30,72,6668,72.2,130
,南,Bグリーン,レギュラー,2016.03.30,東,Bグリーン,レギュラー,2016.03.30,72,6262,70.2,128
,南,Bグリーン,フロント,2016.03.30,東,Bグリーン,フロント,2016.03.30,72,6069,69.4,124
,南,Bグリーン,レディース,2016.03.30,東,Bグリーン,レディース,2016.03.30,72,4838,63.3,108
,東,Aグリーン,バック,2016.03.30,西,Aグリーン,バック,2016.03.30,72,6562,71.7,129
,東,Aグリーン,レギュラー,2016.03.30,西,Aグリーン,レギュラー,2016.03.30,72,6194,69.9,127
,東,Aグリーン,フロント,2016.03.30,西,Aグリーン,フロント,2016.03.30,72,5996,69.0,125
,東,Aグリーン,レディース,2016.03.30,西,Aグリーン,レディース,2016.03.30,72,4888,63.5,109
,東,Bグリーン,バック,2016.03.30,西,Bグリーン,バック,2016.03.30,72,6466,71.2,127
,東,Bグリーン,レギュラー,2016.03.30,西,Bグリーン,レギュラー,2016.03.30,72,6119,69.3,127
,東,Bグリーン,フロント,2016.03.30,西,Bグリーン,フロント,2016.03.30,72,5925,68.4,124
,東,Bグリーン,レディース,2016.03.30,西,Bグリーン,レディース,2016.03.30,72,4799,63.4,107
,西,Aグリーン,バック,2016.03.30,南,Aグリーン,バック,2016.03.30,72,6663,72.1,132
,西,Aグリーン,レギュラー,2016.03.30,南,Aグリーン,レギュラー,2016.03.30,72,6350,70.7,132
,西,Aグリーン,フロント,2016.03.30,南,Aグリーン,フロント,2016.03.30,72,6109,69.6,128
,西,Aグリーン,レディース,2016.03.30,南,Aグリーン,レディース,2016.03.30,72,4937,63.7,110
,西,Bグリーン,バック,2016.03.30,南,Bグリーン,バック,2016.03.30,72,6484,71.6,130
,西,Bグリーン,レギュラー,2016.03.30,南,Bグリーン,レギュラー,2016.03.30,72,6171,69.9,129
,西,Bグリーン,フロント,2016.03.30,南,Bグリーン,フロント,2016.03.30,72,5930,68.8,125
,西,Bグリーン,レディース,2016.03.30,南,Bグリーン,レディース,2016.03.30,72,4827,63.5,109
