,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
奄美カントリークラブ,アウト,コーライ,バック,2017.06.23,イン,コーライ,バック,2017.06.23,72,6950,73.4,134
,アウト,コーライ,レギュラー,2017.06.23,イン,コーライ,レギュラー,2017.06.23,72,6518,71.3,129
,アウト,コーライ,フロント,2017.06.23,イン,コーライ,フロント,2017.06.23,72,6086,69.2,124
,アウト,コーライ,ゴールド,2017.06.23,イン,コーライ,ゴールド,2017.06.23,72,5008,64.2,111
出水ゴルフクラブ,アウト,コーライ,バック,2017.12.20,イン,コーライ,バック,2017.12.20,72,6445,71.4,130
,アウト,コーライ,レギュラー,2017.12.20,イン,コーライ,レギュラー,2017.12.20,72,6060,69.5,124
,アウト,コーライ,ゴールド,2017.12.20,イン,コーライ,ゴールド,2017.12.20,72,5846,68.4,122
,アウト,コーライ,レディース,2017.12.20,イン,コーライ,レディース,2017.12.20,72,5245,65.2,117
いぶすきゴルフクラブ,アウト,ベント,BT,2005.10.07,イン,ベント,BT,2005.10.07,72,7151,74.4,138
,アウト,ベント,RT,2005.10.07,イン,ベント,RT,2005.10.07,72,6959,73.6,135
,アウト,ベント,FT1・LT1,2005.10.07,イン,ベント,FT1・LT1,2005.10.07,72,6548,71.6,130
,アウト,ベント,FT2・L2,2005.10.07,イン,ベント,FT2・L2,2005.10.07,72,6132,69.6,124
大隅カントリークラブ,アウト,ベント(メイン),バック,2020.03.27,イン,ベント(メイン),バック,2020.03.27,72,6970,74.2,133
,アウト,ベント(メイン),レギュラー1,2020.03.27,イン,ベント(メイン),レギュラー1,2020.03.27,72,6449,71.6,131
,アウト,ベント(メイン),レギュラー2,2020.03.27,イン,ベント(メイン),レギュラー2,2020.03.27,72,6324,71.0,130
,アウト,ベント(メイン),レギュラー3,2020.03.27,イン,ベント(メイン),レギュラー3,2020.03.27,72,6290,70.8,130
,アウト,ベント(メイン),フロント,2020.03.27,イン,ベント(メイン),フロント,2020.03.27,72,5836,68.7,125
,アウト,ベント(メイン),スーパーシニア1,2020.03.27,イン,ベント(メイン),スーパーシニア1,2020.03.27,72,5174,65.5,119
,アウト,ベント(メイン),スーパーシニア2,2020.03.27,イン,ベント(メイン),スーパーシニア2,2020.03.27,72,4967,64.8,116
,アウト,ベント(サブ),バック,2020.03.27,イン,ベント(サブ),バック,2020.03.27,72,6814,73.2,130
,アウト,ベント(サブ),レギュラー1,2020.03.27,イン,ベント(サブ),レギュラー1,2020.03.27,72,6293,70.6,129
,アウト,ベント(サブ),レギュラー2,2020.03.27,イン,ベント(サブ),レギュラー2,2020.03.27,72,6168,69.9,129
,アウト,ベント(サブ),レギュラー3,2020.03.27,イン,ベント(サブ),レギュラー3,2020.03.27,72,6134,69.8,128
,アウト,ベント(サブ),フロント,2020.03.27,イン,ベント(サブ),フロント,2020.03.27,72,5685,67.7,124
,アウト,ベント(サブ),スーパーシニア1,2020.03.27,イン,ベント(サブ),スーパーシニア1,2020.03.27,72,5031,64.6,116
,アウト,ベント(サブ),スーパーシニア2,2020.03.27,イン,ベント(サブ),スーパーシニア2,2020.03.27,72,4824,63.8,114
鹿児島鹿屋カントリークラブ,アウト,ベント,バック,2016.12.13,イン,ベント,バック,2016.12.13,72,6436,71.1,133
,アウト,ベント,レギュラー,2016.12.13,イン,ベント,レギュラー,2016.12.13,72,6109,69.6,131
,アウト,ベント,フロント1,2016.12.13,イン,ベント,フロント1,2016.12.13,72,5903,68.5,129
,アウト,ベント,ゴールド,2016.12.13,イン,ベント,ゴールド,2016.12.13,72,5466,66.6,123
,アウト,ベント,レディース,2016.12.13,イン,ベント,レディース,2016.12.13,72,5186,65.2,121
鹿児島ガーデンゴルフ倶楽部,アウト,ベント,バック,2011.11.30,イン,ベント,バック,2011.11.30,72,6723,72.9,135
,アウト,ベント,レギュラー,2011.11.30,イン,ベント,レギュラー,2011.11.30,72,6247,70.6,130
,アウト,ベント,フロント,2011.11.30,イン,ベント,フロント,2011.11.30,72,5930,69.1,126
,アウト,ベント,シニア,2011.11.30,イン,ベント,シニア,2011.11.30,72,5496,67.2,122
,アウト,ベント,ゴールド,2011.11.30,イン,ベント,ゴールド,2011.11.30,72,5134,65.5,118
かごしま空港36カントリークラブ,空港アウト,ベント,バック,2018.05.24,空港イン,ベント,バック,2018.05.24,72,6950,73.5,136
,空港アウト,ベント,レギュラー,2018.05.24,空港イン,ベント,レギュラー,2018.05.24,72,6550,71.9,130
,空港アウト,ベント,フロント1,2018.05.24,空港イン,ベント,フロント1,2018.05.24,72,6261,70.4,128
,空港アウト,ベント,フロント2,2018.05.24,空港イン,ベント,フロント2,2018.05.24,72,5995,69.0,125
,空港アウト,ベント,レディース,2018.05.24,空港イン,ベント,レディース,2018.05.24,72,5217,65.3,118
,横川アウト,ベント,バック,2018.05.24,横川イン,ベント,バック,2018.05.24,72,6770,72.4,133
,横川アウト,ベント,レギュラー,2018.05.24,横川イン,ベント,レギュラー,2018.05.24,72,6340,70.6,129
,横川アウト,ベント,フロント1,2018.05.24,横川イン,ベント,フロント1,2018.05.24,72,6239,69.6,126
,横川アウト,ベント,レディース,2018.05.24,横川イン,ベント,レディース,2018.05.24,72,5180,64.6,115
鹿児島国際ゴルフ倶楽部,アウト,ベント,フルバック,2019.06.21,イン,ベント,フルバック,2019.06.21,72,6458,72.2,141
,アウト,ベント,バック,2019.06.21,イン,ベント,バック,2019.06.21,72,6368,71.8,140
,アウト,ベント,レギュラー,2019.06.21,イン,ベント,レギュラー,2019.06.21,72,6055,70.0,138
,アウト,ベント,フロント1,2019.06.21,イン,ベント,フロント1,2019.06.21,72,5781,68.6,135
,アウト,ベント,ゴールド,2019.06.21,イン,ベント,ゴールド,2019.06.21,72,5342,66.6,130
,アウト,コーライ,フルバック,2019.06.21,イン,コーライ,フルバック,2019.06.21,72,6249,71.0,141
,アウト,コーライ,バック,2019.06.21,イン,コーライ,バック,2019.06.21,72,6159,70.6,140
,アウト,コーライ,レギュラー,2019.06.21,イン,コーライ,レギュラー,2019.06.21,72,5859,69.1,134
,アウト,コーライ,フロント1,2019.06.21,イン,コーライ,フロント1,2019.06.21,72,5580,67.7,131
,アウト,コーライ,ゴールド,2019.06.21,イン,コーライ,ゴールド,2019.06.21,72,5132,65.7,126
鹿児島ゴルフリゾート,アウト,ベント,フルバック,2019.11.22,イン,ベント,フルバック,2019.11.22,72,6705,72.8,140
,アウト,ベント,バック,2019.11.22,イン,ベント,バック,2019.11.22,72,6556,72.0,138
,アウト,ベント,レギュラー,2019.11.22,イン,ベント,レギュラー,2019.11.22,72,6154,70.0,134
,アウト,ベント,フロント1,2019.11.22,イン,ベント,フロント1,2019.11.22,72,5784,68.3,128
鹿児島高牧カントリークラブ,アウト,ベント,F･バック,2018.02.27,イン,ベント,F･バック,2018.02.27,72,6913,73.2,131
,アウト,ベント,バック,2018.02.27,イン,ベント,バック,2018.02.27,72,6485,71.5,128
,アウト,ベント,レギュラー,2018.02.27,イン,ベント,レギュラー,2018.02.27,72,6013,69.7,121
,アウト,ベント,フロント,2018.02.27,イン,ベント,フロント,2018.02.27,72,5589,67.7,116
,アウト,ベント,ゴールド,2018.02.27,イン,ベント,ゴールド,2018.02.27,72,5045,65.2,108
蒲生カントリークラブ,桜島,ベント,バック,2007.07.25,霧島,ベント,バック,2007.07.25,72,6875,72.8,133
,桜島,ベント,レギュラー,2007.07.25,霧島,ベント,レギュラー,2007.07.25,72,6489,70.9,128
,桜島,ベント,フロント1_,,霧島,ベント,フロント1_,,72,6135,69.5,123
,霧島,ベント,バック,2007.07.25,祁答院,ベント,バック,2007.07.25,72,6460,70.7,127
