,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
茜ゴルフクラブ,アウト,ベント,チャンピオンバック2,2017.04.19,イン,ベント,チャンピオンバック2,2017.04.19,72,7090,79.4,143
,アウト,ベント,バック,2017.04.19,イン,ベント,バック,2017.04.19,72,6705,77.3,138
,アウト,ベント,レギュラー,2017.04.19,イン,ベント,レギュラー,2017.04.19,72,6225,74.7,133
,アウト,ベント,レディース1,2017.04.19,イン,ベント,レディース1,2017.04.19,72,5613,71.1,127
,アウト,ベント,レディース2,2017.04.19,イン,ベント,レディース2,2017.04.19,72,5299,69.4,120
麻生飯塚ゴルフ倶楽部,ブルー,ベント,レギュラー,2012.06.12,グリーン,ベント,レギュラー,2012.06.12,72,6442,76.8,137
,ブルー,ベント,フロント,2012.06.12,グリーン,ベント,フロント,2012.06.12,72,6158,75.2,134
,ブルー,ベント,レディース,2012.06.12,グリーン,ベント,レディース,2012.06.12,72,5507,71.6,125
,ホワイト,ベント,レギュラー,2012.06.12,ブルー,ベント,レギュラー,2012.06.12,72,6447,76.6,136
,ホワイト,ベント,フロント,2012.06.12,ブルー,ベント,フロント,2012.06.12,72,6124,74.8,132
,ホワイト,ベント,レディース,2012.06.12,ブルー,ベント,レディース,2012.06.12,72,5552,71.7,125
,グリーン,ベント,レギュラー,2012.06.12,ホワイト,ベント,レギュラー,2012.06.12,72,6405,76.6,132
,グリーン,ベント,フロント,2012.06.12,ホワイト,ベント,フロント,2012.06.12,72,6118,75.0,129
,グリーン,ベント,レディース,2012.06.12,ホワイト,ベント,レディース,2012.06.12,72,5525,71.7,122
有明カントリークラブ,アウト,ベント,バック,2016.11.02,イン,ベント,バック,2016.11.02,72,6749,78.4,144
,アウト,ベント,レギュラー1,2016.11.02,イン,ベント,レギュラー1,2016.11.02,72,6277,75.8,139
,アウト,ベント,レギュラー2,2016.11.02,イン,ベント,レギュラー2,2016.11.02,72,6096,75.2,137
,アウト,ベント,ゴールド,2016.11.02,イン,ベント,ゴールド,2016.11.02,72,5386,70.7,128
,アウト,ベント,レディース,2016.11.02,イン,ベント,レディース,2016.11.02,72,5128,69.4,126
,アウト,コーライ,バック,2016.11.02,イン,コーライ,バック,2016.11.02,72,6797,78.4,144
,アウト,コーライ,レギュラー1,2016.11.02,イン,コーライ,レギュラー1,2016.11.02,72,6319,75.7,138
,アウト,コーライ,レギュラー2,2016.11.02,イン,コーライ,レギュラー2,2016.11.02,72,6128,75.1,137
,アウト,コーライ,ゴールド,2016.11.02,イン,コーライ,ゴールド,2016.11.02,72,5467,70.6,128
,アウト,コーライ,レディース,2016.11.02,イン,コーライ,レディース,2016.11.02,72,5181,69.3,125
伊都ゴルフ倶楽部,アウト,ベント,レギュラー,2013.10.24,イン,ベント,レギュラー,2013.10.24,72,6416,76.7,133
,アウト,ベント,フロント1,2013.10.24,イン,ベント,フロント1,2013.10.24,72,6132,75.1,131
,アウト,ベント,レディース,2013.10.24,イン,ベント,レディース,2013.10.24,72,5550,71.8,124
浮羽カントリークラブ,アウト,ベント,バック,2016.06.08,イン,ベント,バック,2016.06.08,72,6518,77.6,144
,アウト,ベント,レギュラー,2016.06.08,イン,ベント,レギュラー,2016.06.08,72,6034,75.0,140
,アウト,ベント,ゴールド,2016.06.08,イン,ベント,ゴールド,2016.06.08,72,5655,72.7,135
,アウト,ベント,レディース,2016.06.08,イン,ベント,レディース,2016.06.08,72,5073,69.5,127
小郡カンツリー倶楽部,西,コーライ,バック,2012.12.18,東,コーライ,バック,2012.12.18,72,6775,78.6,135
,西,コーライ,レギュラー,2012.12.18,東,コーライ,レギュラー,2012.12.18,72,6410,76.6,131
,西,コーライ,フロント,2012.12.18,東,コーライ,フロント,2012.12.18,72,5880,73.7,124
,西,コーライ,レディース,2012.12.18,東,コーライ,レディース,2012.12.18,72,4685,66.0,114
,西,コーライ,バック,2012.12.18,南,コーライ,バック,2012.12.18,72,6745,78.4,136
,西,コーライ,レギュラー,2012.12.18,南,コーライ,レギュラー,2012.12.18,72,6465,76.9,132
,西,コーライ,フロント,2012.12.18,南,コーライ,フロント,2012.12.18,72,5965,74.1,126
,西,コーライ,レディース,2012.12.18,南,コーライ,レディース,2012.12.18,72,4740,66.3,116
,東,コーライ,バック,2012.12.18,南,コーライ,バック,2012.12.18,72,6770,78.6,134
,東,コーライ,レギュラー,2012.12.18,南,コーライ,レギュラー,2012.12.18,72,6455,76.9,131
,東,コーライ,フロント,2012.12.18,南,コーライ,フロント,2012.12.18,72,6005,74.4,125
,東,コーライ,レディース,2012.12.18,南,コーライ,レディース,2012.12.18,72,4695,66.1,113
勝山御所カントリークラブ,アウト,コーライ,バック,2015.11.19,イン,コーライ,バック,2015.11.19,71,6499,77.1,143
,アウト,コーライ,レギュラー,2015.11.19,イン,コーライ,レギュラー,2015.11.19,71,6157,75.3,140
,アウト,コーライ,ゴールド,2015.11.19,イン,コーライ,ゴールド,2015.11.19,71,5417,70.9,130
,アウト,コーライ,レディース,2015.11.19,イン,コーライ,レディース,2015.11.19,71,5004,67.9,123
かほゴルフクラブ,アウト,Nベント,レギュラー,2013.07.10,イン,Nベント,レギュラー,2013.07.10,72,6107,75.1,129
,アウト,Nベント,フロント,2013.07.10,イン,Nベント,フロント,2013.07.10,72,6040,74.7,129
,アウト,Nベント,シニア,2013.07.10,イン,Nベント,シニア,2013.07.10,72,5228,70.2,119
,アウト,Nベント,レディース,2013.07.10,イン,Nベント,レディース,2013.07.10,72,5047,69.2,117
,アウト,ベント,レギュラー,2013.07.10,イン,ベント,レギュラー,2013.07.10,72,5887,73.4,128
,アウト,ベント,フロント,2013.07.10,イン,ベント,フロント,2013.07.10,72,5788,72.9,126
,アウト,ベント,シニア,2013.07.10,イン,ベント,シニア,2013.07.10,72,4977,68.4,117
,アウト,ベント,レディース,2013.07.10,イン,ベント,レディース,2013.07.10,72,4808,67.5,115
北九州カントリー倶楽部,松,ベントメイン,バック,2016.03.24,竹,ベントメイン,バック,2016.03.24,72,6807,79.4,151
,松,ベントメイン,レギュラー,2016.03.24,竹,ベントメイン,レギュラー,2016.03.24,72,6477,77.5,147
,松,ベントメイン,フロント1,2016.03.24,竹,ベントメイン,フロント1,2016.03.24,72,6172,75.8,144
,松,ベントメイン,レディース1,2016.03.24,竹,ベントメイン,レディース1,2016.03.24,72,5728,73.2,138
,松,ベントメイン,レディース2,2016.03.24,竹,ベントメイン,レディース2,2016.03.24,72,5408,71.3,135
,松,ベントサブ,バック,2016.03.24,竹,ベントサブ,バック,2016.03.24,72,6548,77.8,148
,松,ベントサブ,レギュラー,2016.03.24,竹,ベントサブ,レギュラー,2016.03.24,72,6219,75.9,142
,松,ベントサブ,フロント1,2016.03.24,竹,ベントサブ,フロント1,2016.03.24,72,5916,74.2,139
,松,ベントサブ,レディース1,2016.03.24,竹,ベントサブ,レディース1,2016.03.24,72,5471,71.6,134
,松,ベントサブ,レディース2,2016.03.24,竹,ベントサブ,レディース2,2016.03.24,72,5150,69.7,131
,竹,ベントメイン,バック,2016.03.24,梅,ベントメイン,バック,2016.03.24,72,6401,77.4,147
,竹,ベントメイン,レギュラー,2016.03.24,梅,ベントメイン,レギュラー,2016.03.24,72,6111,75.8,144
,竹,ベントメイン,フロント1,2016.03.24,梅,ベントメイン,フロント1,2016.03.24,72,5718,73.7,139
,竹,ベントメイン,レディース1,2016.03.24,梅,ベントメイン,レディース1,2016.03.24,72,5272,71.2,134
,竹,ベントメイン,レディース2,2016.03.24,梅,ベントメイン,レディース2,2016.03.24,72,4853,68.9,129
,竹,ベントサブ,バック,2016.03.24,梅,ベントサブ,バック,2016.03.24,72,6192,75.7,144
,竹,ベントサブ,レギュラー,2016.03.24,梅,ベントサブ,レギュラー,2016.03.24,72,5904,74.1,141
,竹,ベントサブ,フロント1,2016.03.24,梅,ベントサブ,フロント1,2016.03.24,72,5509,72.0,137
,竹,ベントサブ,レディース1,2016.03.24,梅,ベントサブ,レディース1,2016.03.24,72,5067,69.5,131
,竹,ベントサブ,レディース2,2016.03.24,梅,ベントサブ,レディース2,2016.03.24,72,4600,66.9,126
,梅,ベントメイン,バック,2016.03.24,松,ベントメイン,バック,2016.03.24,72,6288,76.4,143
,梅,ベントメイン,レギュラー,2016.03.24,松,ベントメイン,レギュラー,2016.03.24,72,5998,74.7,139
,梅,ベントメイン,フロント1,2016.03.24,松,ベントメイン,フロント1,2016.03.24,72,5628,72.9,135
,梅,ベントメイン,レディース1,2016.03.24,松,ベントメイン,レディース1,2016.03.24,72,5228,70.8,130
,梅,ベントメイン,レディース2,2016.03.24,松,ベントメイン,レディース2,2016.03.24,72,5073,69.8,128
,梅,ベントサブ,バック,2016.03.24,松,ベントサブ,バック,2016.03.24,72,6072,74.7,143
,梅,ベントサブ,レギュラー,2016.03.24,松,ベントサブ,レギュラー,2016.03.24,72,5783,73.0,138
,梅,ベントサブ,フロント1,2016.03.24,松,ベントサブ,フロント1,2016.03.24,72,5415,71.2,134
,梅,ベントサブ,レディース1,2016.03.24,松,ベントサブ,レディース1,2016.03.24,72,5020,69.1,129
,梅,ベントサブ,レディース2,2016.03.24,松,ベントサブ,レディース2,2016.03.24,72,4816,67.8,127
九州ゴルフ倶楽部八幡コース,アウト,ベント,Fバック,2016.05.25,イン,ベント,Fバック,2016.05.25,72,7033,80.5,151
,アウト,ベント,バック,2016.05.25,イン,ベント,バック,2016.05.25,72,6718,78.8,147
,アウト,ベント,レギュラー,2016.05.25,イン,ベント,レギュラー,2016.05.25,72,6598,78.1,146
,アウト,ベント,フロント,2016.05.25,イン,ベント,フロント,2016.05.25,72,6240,76.1,142
,アウト,ベント,レディース,2016.05.25,イン,ベント,レディース,2016.05.25,72,5542,72.2,133
久留米カントリークラブ,アウト,コーライ,バック,2014.02.13,イン,コーライ,バック,2014.02.13,72,6007,75.6,138
,アウト,コーライ,レギュラー,2014.02.13,イン,コーライ,レギュラー,2014.02.13,72,5586,73.1,132
,アウト,コーライ,レディース,2014.02.13,イン,コーライ,レディース,2014.02.13,72,5120,70.4,126
芥屋ゴルフ倶楽部,アウト,コーライ,トーナメント,2021.07.19,イン,コーライ,トーナメント,2021.07.19,72,7210,81.6,152
,アウト,コーライ,チャンピオン,2021.07.19,イン,コーライ,チャンピオン,2021.07.19,72,7109,81.1,149
,アウト,コーライ,バック,2021.07.19,イン,コーライ,バック,2021.07.19,72,6516,77.7,142
,アウト,コーライ,レギュラー,2021.07.19,イン,コーライ,レギュラー,2021.07.19,72,6117,75.4,136
,アウト,コーライ,シニア,2021.07.19,イン,コーライ,シニア,2021.07.19,72,5535,72.2,123
,アウト,コーライ,レディース1,2021.07.19,イン,コーライ,レディース1,2021.07.19,72,5373,71.3,120
,アウト,コーライ,フォワード,2021.07.19,イン,コーライ,フォワード,2021.07.19,72,4058,63.3,108
玄海ゴルフクラブ,アウト,ベント(A),バック,2016.09.09,イン,ベント(A),バック,2016.09.09,72,6998,80.0,141
,アウト,ベント(A),レギュラー,2016.09.09,イン,ベント(A),レギュラー,2016.09.09,72,6510,77.3,135
,アウト,ベント(A),フロント1,2016.09.09,イン,ベント(A),フロント1,2016.09.09,72,6223,75.7,132
,アウト,ベント(A),ゴールド,2016.09.09,イン,ベント(A),ゴールド,2016.09.09,72,5410,71.1,122
,アウト,ベント(A),レディース,2016.09.09,イン,ベント(A),レディース,2016.09.09,72,5347,70.8,121
,アウト,ベント(B),バック,2016.09.09,イン,ベント(B),バック,2016.09.09,72,6595,77.4,138
,アウト,ベント(B),レギュラー,2016.09.09,イン,ベント(B),レギュラー,2016.09.09,72,6124,74.8,132
,アウト,ベント(B),フロント1,2016.09.09,イン,ベント(B),フロント1,2016.09.09,72,5840,73.1,130
,アウト,ベント(B),ゴールド,2016.09.09,イン,ベント(B),ゴールド,2016.09.09,72,5021,68.5,118
,アウト,ベント(B),レディース,2016.09.09,イン,ベント(B),レディース,2016.09.09,72,4958,68.2,118
古賀ゴルフ・クラブ,アウト,ベント(レギュラー),Regular,2012.06.05,イン,ベント(レギュラー),Regular,2012.06.05,72,6418,79.4,142
,アウト,ベント(レギュラー),Front-1,2012.06.05,イン,ベント(レギュラー),Front-1,2012.06.05,72,6065,77.4,138
,アウト,ベント(レギュラー),Front-2,2012.06.05,イン,ベント(レギュラー),Front-2,2012.06.05,72,5800,75.9,135
,アウト,ベント(レギュラー),Ladies,2012.06.05,イン,ベント(レギュラー),Ladies,2012.06.05,72,5516,74.3,131
,アウト,バミューダ(サブ),Regular,2012.06.05,イン,バミューダ(サブ),Regular,2012.06.05,72,5963,75.8,134
,アウト,バミューダ(サブ),Front-1,2012.06.05,イン,バミューダ(サブ),Front-1,2012.06.05,72,5637,73.9,130
,アウト,バミューダ(サブ),Front-2,2012.06.05,イン,バミューダ(サブ),Front-2,2012.06.05,72,5367,72.3,127
,アウト,バミューダ(サブ),Ladies,2012.06.05,イン,バミューダ(サブ),Ladies,2012.06.05,72,5055,70.6,123
