,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
安比高原ゴルフクラブ,八幡平,ベント,バック,2018.09.11,岩手山,ベント,バック,2018.09.11,72,6979,80.8,145
,八幡平,ベント,レギュラー,2018.09.11,岩手山,ベント,レギュラー,2018.09.11,72,6392,77.3,137
,八幡平,ベント,フロント,2018.09.11,岩手山,ベント,フロント,2018.09.11,72,5567,72.6,127
,八幡平,ベント,レディース,2018.09.11,岩手山,ベント,レディース,2018.09.11,72,5273,70.7,124
,八幡平,ベント,バック,2018.09.11,十和田,ベント,バック,2018.09.11,72,6522,77.9,140
,八幡平,ベント,レギュラー,2018.09.11,十和田,ベント,レギュラー,2018.09.11,72,6055,75.0,134
,八幡平,ベント,フロント,2018.09.11,十和田,ベント,フロント,2018.09.11,72,5624,72.4,127
,八幡平,ベント,レディース,2018.09.11,十和田,ベント,レディース,2018.09.11,72,5164,69.6,121
,八幡平,ベント,バック,2018.09.11,竜ヶ森,ベント,バック,2018.09.11,72,6819,80.2,145
,八幡平,ベント,レギュラー,2018.09.11,竜ヶ森,ベント,レギュラー,2018.09.11,72,6175,76.1,138
,八幡平,ベント,フロント,2018.09.11,竜ヶ森,ベント,フロント,2018.09.11,72,5463,71.6,126
,八幡平,ベント,レディース,2018.09.11,竜ヶ森,ベント,レディース,2018.09.11,72,5225,70.1,123
,岩手山,ベント,バック,2018.09.11,十和田,ベント,バック,2018.09.11,72,6713,78.9,143
,岩手山,ベント,レギュラー,2018.09.11,十和田,ベント,レギュラー,2018.09.11,72,6219,76.1,134
,岩手山,ベント,フロント,2018.09.11,十和田,ベント,フロント,2018.09.11,72,5625,72.8,128
,岩手山,ベント,レディース,2018.09.11,十和田,ベント,レディース,2018.09.11,72,5229,70.5,123
,岩手山,ベント,バック,2018.09.11,竜ヶ森,ベント,バック,2018.09.11,72,7010,81.2,148
,岩手山,ベント,レギュラー,2018.09.11,竜ヶ森,ベント,レギュラー,2018.09.11,72,6339,77.2,138
,岩手山,ベント,フロント,2018.09.11,竜ヶ森,ベント,フロント,2018.09.11,72,5464,72.0,126
,岩手山,ベント,レディース,2018.09.11,竜ヶ森,ベント,レディース,2018.09.11,72,5290,71.0,124
,十和田,ベント,バック,2018.09.11,竜ヶ森,ベント,バック,2018.09.11,72,6553,78.3,143
,十和田,ベント,レギュラー,2018.09.11,竜ヶ森,ベント,レギュラー,2018.09.11,72,6002,74.9,135
,十和田,ベント,フロント,2018.09.11,竜ヶ森,ベント,フロント,2018.09.11,72,5521,71.8,127
,十和田,ベント,レディース,2018.09.11,竜ヶ森,ベント,レディース,2018.09.11,72,5181,69.9,122
一関カントリークラブ,南,ベント,フルバック,2016.05.16,東,ベント,フルバック,2016.05.16,72,6529,78.4,139
,南,ベント,バック,2016.05.16,東,ベント,バック,2016.05.16,72,6008,75.2,132
,南,ベント,フロント,2016.05.16,東,ベント,フロント,2016.05.16,72,5744,73.7,129
,南,ベント,ゴールド,2016.05.16,東,ベント,ゴールド,2016.05.16,72,5485,72.3,126
,南,ベント,レディース,2016.05.16,東,ベント,レディース,2016.05.16,72,5140,70.4,122
,南,ベント,レディース2,2016.05.16,東,ベント,レディース2,2016.05.16,72,4853,68.8,119
,東,ベント,フルバック,2016.05.16,西,ベント,フルバック,2016.05.16,72,6431,77.7,138
,東,ベント,バック,2016.05.16,西,ベント,バック,2016.05.16,72,6097,75.6,132
,東,ベント,フロント,2016.05.16,西,ベント,フロント,2016.05.16,72,5837,74.1,128
,東,ベント,ゴールド,2016.05.16,西,ベント,ゴールド,2016.05.16,72,5568,72.5,126
,東,ベント,レディース,2016.05.16,西,ベント,レディース,2016.05.16,72,5297,70.9,123
,東,ベント,レディース2,2016.05.16,西,ベント,レディース2,2016.05.16,72,4859,68.5,119
,西,ベント,フルバック,2016.05.16,南,ベント,フルバック,2016.05.16,72,6652,78.5,140
,西,ベント,バック,2016.05.16,南,ベント,バック,2016.05.16,72,6171,75.8,133
,西,ベント,フロント,2016.05.16,南,ベント,フロント,2016.05.16,72,5859,74.0,128
,西,ベント,ゴールド,2016.05.16,南,ベント,ゴールド,2016.05.16,72,5543,72.2,125
,西,ベント,レディース,2016.05.16,南,ベント,レディース,2016.05.16,72,5347,70.9,123
,西,ベント,レディース2,2016.05.16,南,ベント,レディース2,2016.05.16,72,4976,68.9,121
岩手ゴルフ倶楽部,アウト,メイン,バック,2017.07.04,イン,メイン,バック,2017.07.04,72,6266,76.9,135
,アウト,メイン,レギュラー,2017.07.04,イン,メイン,レギュラー,2017.07.04,72,5925,74.8,130
,アウト,メイン,フロント1,2017.07.04,イン,メイン,フロント1,2017.07.04,72,5525,72.5,126
,アウト,メイン,レディース1,2017.07.04,イン,メイン,レディース1,2017.07.04,72,5208,70.3,123
岩手沼宮内カントリークラブ,南アウト,ベント,バック,2014.05.22,南イン,ベント,バック,2014.05.22,72,7008,80.5,148
,南アウト,ベント,レギュラー,2014.05.22,南イン,ベント,レギュラー,2014.05.22,72,6397,77.1,138
,南アウト,ベント,フロント,2014.05.22,南イン,ベント,フロント,2014.05.22,72,5738,73.3,132
,南アウト,ベント,レディース,2014.05.22,南イン,ベント,レディース,2014.05.22,72,4968,68.8,126
,北アウト,ベント,バック,2014.05.22,北イン,ベント,バック,2014.05.22,72,6782,78.9,147
,北アウト,ベント,レギュラー,2014.05.22,北イン,ベント,レギュラー,2014.05.22,72,6319,76.1,143
,北アウト,ベント,フロント,2014.05.22,北イン,ベント,フロント,2014.05.22,72,5770,72.8,136
,北アウト,ベント,レディース,2014.05.22,北イン,ベント,レディース,2014.05.22,72,5067,68.8,125
江刺カントリー倶楽部,アウト,メイン,バック,2017.03.30,イン,メイン,バック,2017.03.30,72,7016,81.0,142
,アウト,メイン,レギュラー,2017.03.30,イン,メイン,レギュラー,2017.03.30,72,6319,77.0,135
,アウト,メイン,フロント1,2017.03.30,イン,メイン,フロント1,2017.03.30,72,5875,74.1,130
,アウト,メイン,シニア,2017.03.30,イン,メイン,シニア,2017.03.30,72,5244,70.3,123
,アウト,メイン,レディース1,2017.03.30,イン,メイン,レディース1,2017.03.30,72,5012,68.9,119
ニュー軽米カントリークラブ,白樺,ベント,バック,2012.10.29,桜,ベント,バック,2012.10.29,72,6543,76.8,129
,白樺,ベント,レギュラー,2012.10.29,桜,ベント,レギュラー,2012.10.29,72,6090,74.0,123
,白樺,ベント,フロント,2012.10.29,桜,ベント,フロント,2012.10.29,72,5970,73.1,123
,白樺,ベント,レディス,2012.10.29,桜,ベント,レディス,2012.10.29,72,5320,69.6,114
,桜,ベント,バック,2012.10.29,七竈,ベント,バック,2012.10.29,72,6541,76.4,126
,桜,ベント,レギュラー,2012.10.29,七竈,ベント,レギュラー,2012.10.29,72,6041,73.4,122
,桜,ベント,フロント,2012.10.29,七竈,ベント,フロント,2012.10.29,72,5927,72.5,121
,桜,ベント,レディス,2012.10.29,七竈,ベント,レディス,2012.10.29,72,5231,68.6,116
,七竈,ベント,バック,2012.10.29,白樺,ベント,バック,2012.10.29,72,6508,76.4,129
,七竈,ベント,レギュラー,2012.10.29,白樺,ベント,レギュラー,2012.10.29,72,6071,73.8,124
,七竈,ベント,フロント,2012.10.29,白樺,ベント,フロント,2012.10.29,72,5971,73.0,123
,七竈,ベント,レディス,2012.10.29,白樺,ベント,レディス,2012.10.29,72,5369,69.6,117
きたかみカントリークラブ,アウト,ベント,チャンピオン,2014.04.22,イン,ベント,チャンピオン,2014.04.22,72,7091,80.6,139
,アウト,ベント,バック,2014.04.22,イン,ベント,バック,2014.04.22,72,6700,78.7,135
,アウト,ベント,レギュラー,2014.04.22,イン,ベント,レギュラー,2014.04.22,72,6192,75.5,129
,アウト,ベント,ゴールド,2014.04.22,イン,ベント,ゴールド,2014.04.22,72,5547,71.5,124
,アウト,ベント,レディース,2014.04.22,イン,ベント,レディース,2014.04.22,72,5407,70.7,123
北上市民ゴルフ場,アウト,ベント,バック,2012.09.24,イン,ベント,バック,2012.09.24,72,6418,77.6,137
,アウト,ベント,レギュラー,2012.09.24,イン,ベント,レギュラー,2012.09.24,72,6124,75.8,132
,アウト,ベント,フロント,2012.09.24,イン,ベント,フロント,2012.09.24,72,5394,70.9,127
,アウト,ベント,レディース,2012.09.24,イン,ベント,レディース,2012.09.24,72,5074,69.0,123
栗駒ゴルフ倶楽部,東,ベント,バック,2019.06.26,南,ベント,バック,2019.06.26,72,6943,80.1,139
,東,ベント,レギュラー,2019.06.26,南,ベント,レギュラー,2019.06.26,72,6300,76.5,132
,東,ベント,フロント1,2019.06.26,南,ベント,フロント1,2019.06.26,72,5373,71.4,120
,東,ベント,レディース,2019.06.26,南,ベント,レディース,2019.06.26,72,5178,70.0,119
,南,ベント,バック,2019.06.26,西,ベント,バック,2019.06.26,72,6845,79.6,139
,南,ベント,レギュラー,2019.06.26,西,ベント,レギュラー,2019.06.26,72,6228,76.1,132
,南,ベント,フロント1,2019.06.26,西,ベント,フロント1,2019.06.26,72,5421,71.6,122
,南,ベント,レディース,2019.06.26,西,ベント,レディース,2019.06.26,72,5295,70.7,121
,西,ベント,バック,2019.06.26,東,ベント,バック,2019.06.26,72,6928,79.5,141
,西,ベント,レギュラー,2019.06.26,東,ベント,レギュラー,2019.06.26,72,6300,76.0,133
,西,ベント,フロント1,2019.06.26,東,ベント,フロント1,2019.06.26,72,5360,70.8,122
,西,ベント,レディース,2019.06.26,東,ベント,レディース,2019.06.26,72,5243,70.1,121
南部富士カントリークラブ,岩手山,メイン,バック,2017.03.29,姫神山,メイン,バック,2017.03.29,72,6808,80.2,142
,岩手山,メイン,レギュラー,2017.03.29,姫神山,メイン,レギュラー,2017.03.29,72,6351,77.4,138
,岩手山,メイン,フロント1,2017.03.29,姫神山,メイン,フロント1,2017.03.29,72,5982,75.2,132
,岩手山,メイン,レディース1,2017.03.29,姫神山,メイン,レディース1,2017.03.29,72,5208,70.4,123
,姫神山,メイン,バック,2017.03.29,北上川,メイン,バック,2017.03.29,72,6427,77.9,139
,姫神山,メイン,レギュラー,2017.03.29,北上川,メイン,レギュラー,2017.03.29,72,6077,75.7,136
,姫神山,メイン,フロント1,2017.03.29,北上川,メイン,フロント1,2017.03.29,72,5801,74.0,132
,姫神山,メイン,レディース1,2017.03.29,北上川,メイン,レディース1,2017.03.29,72,5288,69.9,123
