,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
石川ゴルフ倶楽部,南,Aグリーン,バック,2016.03.30,東,Aグリーン,バック,2016.03.30,72,6819,80.2,143
,南,Aグリーン,レギュラー,2016.03.30,東,Aグリーン,レギュラー,2016.03.30,72,6392,77.6,139
,南,Aグリーン,フロント,2016.03.30,東,Aグリーン,フロント,2016.03.30,72,6195,76.3,136
,南,Aグリーン,レディース,2016.03.30,東,Aグリーン,レディース,2016.03.30,72,4919,68.7,124
,南,Bグリーン,バック,2016.03.30,東,Bグリーン,バック,2016.03.30,72,6668,79.0,139
,南,Bグリーン,レギュラー,2016.03.30,東,Bグリーン,レギュラー,2016.03.30,72,6262,76.6,137
,南,Bグリーン,フロント,2016.03.30,東,Bグリーン,フロント,2016.03.30,72,6069,75.4,135
,南,Bグリーン,レディース,2016.03.30,東,Bグリーン,レディース,2016.03.30,72,4838,68.0,120
,東,Aグリーン,バック,2016.03.30,西,Aグリーン,バック,2016.03.30,72,6562,78.9,141
,東,Aグリーン,レギュラー,2016.03.30,西,Aグリーン,レギュラー,2016.03.30,72,6194,76.6,139
,東,Aグリーン,フロント,2016.03.30,西,Aグリーン,フロント,2016.03.30,72,5996,75.3,135
,東,Aグリーン,レディース,2016.03.30,西,Aグリーン,レディース,2016.03.30,72,4888,68.8,123
,東,Bグリーン,バック,2016.03.30,西,Bグリーン,バック,2016.03.30,72,6466,78.0,138
,東,Bグリーン,レギュラー,2016.03.30,西,Bグリーン,レギュラー,2016.03.30,72,6119,76.0,136
,東,Bグリーン,フロント,2016.03.30,西,Bグリーン,フロント,2016.03.30,72,5925,74.8,134
,東,Bグリーン,レディース,2016.03.30,西,Bグリーン,レディース,2016.03.30,72,4799,68.0,121
,西,Aグリーン,バック,2016.03.30,南,Aグリーン,バック,2016.03.30,72,6663,79.7,142
,西,Aグリーン,レギュラー,2016.03.30,南,Aグリーン,レギュラー,2016.03.30,72,6350,77.8,137
,西,Aグリーン,フロント,2016.03.30,南,Aグリーン,フロント,2016.03.30,72,6109,76.0,135
,西,Aグリーン,レディース,2016.03.30,南,Aグリーン,レディース,2016.03.30,72,4937,69.3,124
,西,Bグリーン,バック,2016.03.30,南,Bグリーン,バック,2016.03.30,72,6484,78.6,138
,西,Bグリーン,レギュラー,2016.03.30,南,Bグリーン,レギュラー,2016.03.30,72,6171,76.6,134
,西,Bグリーン,フロント,2016.03.30,南,Bグリーン,フロント,2016.03.30,72,5930,75.0,132
