,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
阿寒カントリークラブ,まりも,ベント,バック,2013.08.30,丹頂,ベント,バック,2013.08.30,72,7102,80.9,149
,まりも,ベント,レギュラー,2013.08.30,丹頂,ベント,レギュラー,2013.08.30,72,6560,77.9,142
,まりも,ベント,フロント,2013.08.30,丹頂,ベント,フロント,2013.08.30,72,5997,74.8,136
,まりも,ベント,ゴールド・レディース,2013.08.30,丹頂,ベント,ゴールド・レディース,2013.08.30,72,5511,72.1,131
,丹頂,ベント,バック,2013.08.30,ピリカ,ベント,バック,2013.08.30,72,7045,83.1,152
,丹頂,ベント,レギュラー,2013.08.30,ピリカ,ベント,レギュラー,2013.08.30,72,6336,79.1,147
,丹頂,ベント,フロント,2013.08.30,ピリカ,ベント,フロント,2013.08.30,72,5826,76.3,142
,丹頂,ベント,ゴールド・レディース,2013.08.30,ピリカ,ベント,ゴールド・レディース,2013.08.30,72,5327,73.5,137
,ピリカ,ベント,バック,2013.08.30,まりも,ベント,バック,2013.08.30,72,7091,83.2,152
,ピリカ,ベント,レギュラー,2013.08.30,まりも,ベント,レギュラー,2013.08.30,72,6336,79.0,145
,ピリカ,ベント,フロント,2013.08.30,まりも,ベント,フロント,2013.08.30,72,5855,76.3,140
,ピリカ,ベント,ゴールド・レディース,2013.08.30,まりも,ベント,ゴールド・レディース,2013.08.30,72,5612,75.0,138
旭川国際カントリークラブ,アウト,ベント,レギュラー,2012.05.18,イン,ベント,レギュラー,2012.05.18,72,6658,77.0,127
,アウト,ベント,フロント,2012.05.18,イン,ベント,フロント,2012.05.18,72,6455,76.0,125
,アウト,ベント,ゴールド,2012.05.18,イン,ベント,ゴールド,2012.05.18,72,5433,69.7,113
,アウト,ベント,レディース,2012.05.18,イン,ベント,レディース,2012.05.18,72,4826,67.3,111
旭川ゴルフ倶楽部,アウト,ベント,バック,2020.09.07,イン,ベント,バック,2020.09.07,70,6016,75.4,133
,アウト,ベント,レギュラー,2020.09.07,イン,ベント,レギュラー,2020.09.07,70,5723,73.8,130
,アウト,ベント,フロント,2020.09.07,イン,ベント,フロント,2020.09.07,70,5007,69.8,121
,アウト,ベント,レディース,2020.09.07,イン,ベント,レディース,2020.09.07,70,4336,66.1,113
旭川たかすゴルフクラブ,アウト,ベント,バック,2013.08.30,イン,ベント,バック,2013.08.30,72,6467,78.1,143
,アウト,ベント,レギュラー,2013.08.30,イン,ベント,レギュラー,2013.08.30,72,6095,76.0,139
,アウト,ベント,シルバー,2013.08.30,イン,ベント,シルバー,2013.08.30,72,5460,72.4,132
,アウト,ベント,レディース,2013.08.30,イン,ベント,レディース,2013.08.30,72,4956,69.7,125
旭川メモリアルカントリークラブ,アウト,ベント,バック,2016.08.27,イン,ベント,バック,2016.08.27,72,6741,79.3,144
,アウト,ベント,レギュラー,2016.08.27,イン,ベント,レギュラー,2016.08.27,72,6240,76.5,138
,アウト,ベント,フロント,2016.08.27,イン,ベント,フロント,2016.08.27,72,5831,74.5,133
,アウト,ベント,レディース,2016.08.27,イン,ベント,レディース,2016.08.27,72,4936,69.5,122
安平ゴルフ倶楽部,アウト,ベント,レギュラー,2010.07.02,イン,ベント,レギュラー,2010.07.02,72,6196,75.0,129
,アウト,ベント,フロント,2010.08.16,イン,ベント,フロント,2010.08.16,72,5613,71.6,120
石狩平原カントリークラブ,中,ベント,バック,2015.04.22,西,ベント,バック,2015.04.22,72,6291,76.0,137
,中,ベント,レギュラー,2015.04.22,西,ベント,レギュラー,2015.04.22,72,5807,73.8,133
,中,ベント,フロント,2015.04.22,西,ベント,フロント,2015.04.22,72,5410,71.1,127
,中,ベント,レディース,2015.04.22,西,ベント,レディース,2015.04.22,72,4800,67.7,120
,西,ベント,バック,2015.04.22,南,ベント,バック,2015.04.22,72,6561,77.9,144
,西,ベント,レギュラー,2015.04.22,南,ベント,レギュラー,2015.04.22,72,6146,75.7,139
,西,ベント,フロント,2015.04.22,南,ベント,フロント,2015.04.22,72,5563,72.4,132
,西,ベント,レディース,2015.04.22,南,ベント,レディース,2015.04.22,72,4769,68.0,123
,南,ベント,バック,2015.04.22,中,ベント,バック,2015.04.22,72,6420,77.3,142
,南,ベント,レギュラー,2015.04.22,中,ベント,レギュラー,2015.04.22,72,5927,75.1,137
,南,ベント,フロント,2015.04.22,中,ベント,フロント,2015.04.22,72,5553,72.5,132
