,コース１,コース１,コース１,コース１,コース2,コース2,コース2,コース2,Par,Yards,CourseRating,SlopeRating
,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
愛野カントリー倶楽部,アウト,ベント・メイン,BT,2016.11.02,イン,ベント・メイン,BT,2016.11.02,72,7153,81.2,146
,アウト,ベント・メイン,RT,2016.11.02,イン,ベント・メイン,RT,2016.11.02,72,6734,79.1,141
,アウト,ベント・メイン,FT,2016.11.02,イン,ベント・メイン,FT,2016.11.02,72,6318,76.5,136
,アウト,ベント・メイン,ST,2016.11.02,イン,ベント・メイン,ST,2016.11.02,72,5882,74.2,132
,アウト,ベント・メイン,GT,2016.11.02,イン,ベント・メイン,GT,2016.11.02,72,5520,72.2,127
,アウト,ベント・メイン,LT,2016.11.02,イン,ベント・メイン,LT,2016.11.02,72,4889,68.8,121
,アウト,ベント・サブ,BT,2016.11.02,イン,ベント・サブ,BT,2016.11.02,72,7004,80.1,143
,アウト,ベント・サブ,RT,2016.11.02,イン,ベント・サブ,RT,2016.11.02,72,6585,77.9,138
,アウト,ベント・サブ,FT,2016.11.02,イン,ベント・サブ,FT,2016.11.02,72,6174,75.4,133
,アウト,ベント・サブ,ST,2016.11.02,イン,ベント・サブ,ST,2016.11.02,72,5733,73.1,129
,アウト,ベント・サブ,GT,2016.11.02,イン,ベント・サブ,GT,2016.11.02,72,5368,71.2,124
,アウト,ベント・サブ,LT,2016.11.02,イン,ベント・サブ,LT,2016.11.02,72,4720,67.6,118
雲仙ゴルフクラブ,アウト,ベント,バック,2016.10.31,イン,ベント,バック,2016.10.31,72,6119,74.8,130
,アウト,ベント,レギュラー1,2016.10.31,イン,ベント,レギュラー1,2016.10.31,72,5961,73.7,128
,アウト,ベント,レギュラー2,2016.10.31,イン,ベント,レギュラー2,2016.10.31,72,5746,72.5,126
,アウト,ベント,レディース,2016.10.31,イン,ベント,レディース,2016.10.31,72,5226,69.5,119
大村湾カントリー倶楽部,ニューアウト,ベント,Cバック,2014.03.19,ニューイン,ベント,Cバック,2014.03.19,72,6827,79.6,147
,ニューアウト,ベント,バック,2014.03.19,ニューイン,ベント,バック,2014.03.19,72,6507,77.9,143
,ニューアウト,ベント,レギュラー,2014.03.19,ニューイン,ベント,レギュラー,2014.03.19,72,6304,76.7,141
,ニューアウト,ベント,フロント,2014.03.19,ニューイン,ベント,フロント,2014.03.19,72,5802,73.4,131
,ニューアウト,ベント,レディース1,2014.03.19,ニューイン,ベント,レディース1,2014.03.19,72,5095,69.4,122
,ニューアウト,ベント,レディース2,2014.03.19,ニューイン,ベント,レディース2,2014.03.19,72,4803,67.8,119
,オールドアウト,ベント,Cバック,2014.03.19,オールドイン,ベント,Cバック,2014.03.19,72,7015,80.1,144
,オールドアウト,ベント,バック,2014.03.19,オールドイン,ベント,バック,2014.03.19,72,6634,77.9,139
,オールドアウト,ベント,レギュラー,2014.03.19,オールドイン,ベント,レギュラー,2014.03.19,72,6555,77.5,139
