,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
BORA COUNTRY CLUB - EDWARD+HENRY,EDWARD+HENRY(BLUE),M,72,74.7,100.1,137,37.2  /  137,37.5  /  137
,EDWARD+HENRY(WHITE),M,72,72.2,97.3,136,36.1  /  135,36.1  /  136
,EDWARD+HENRY(GOLD),M,72,70.0,94.4,131,35.0  /  130,35.0  /  132
,EDWARD+HENRY(RED),F,72,72.6,103.4,131,36.2  /  130,36.4  /  131
BORA COUNTRY CLUB - HENRY+WILLIAM,HENRY+WILLIAM(BLUE),M,72,75.8,101.1,137,37.5  /  137,38.3  /  136
,HENRY+WILLIAM(WHITE),M,72,73.4,98.4,135,36.1  /  136,37.3  /  134
,HENRY+WILLIAM(GOLD),M,72,71.3,95.9,132,35.0  /  132,36.3  /  132
,HENRY+WILLIAM(RED),F,72,74.1,105.2,132,36.4  /  131,37.7  /  132
BORA COUNTRY CLUB - WILLIAM+EDWARD,WILLIAM+EDWARD(BLUE),M,72,75.5,100.8,137,38.3  /  136,37.2  /  137
,WILLIAM+EDWARD(WHITE),M,72,73.4,98.4,135,37.3  /  134,36.1  /  135
,WILLIAM+EDWARD(GOLD),M,72,71.3,95.7,131,36.3  /  132,35.0  /  130
,WILLIAM+EDWARD(RED),F,72,73.9,104.8,131,37.7  /  132,36.2  /  130
MAUNA OCEAN COUNTRY CLUB - MAUNA / OCEAN,BLACK,M,72,72.1,98.4,142,36.1  /  141,36.0  /  142
,WHITE,M,72,69.6,94.0,131,35.1  /  133,34.5  /  129
,RED,F,72,69.1,99.0,127,35.2  /  131,33.9  /  123
