,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
GOLD LAKE Country Club - GOLD / LAKE,GOLD,M,72,74.2,99.2,135,36.6  /  131,37.6  /  138
,WHITE(M),M,72,72.2,96.6,131,35.7  /  129,36.5  /  133
,WHITE(W),F,72,78.7,112.4,143,38.8  /  141,39.9  /  145
,RED,F,72,71.5,101.4,127,35.1  /  124,36.4  /  130
GOLD LAKE Country Club - HILL / VALLEY,GOLD,M,72,73.3,97.5,130,37.6  /  132,35.7  /  128
,WHITE(M),M,72,71.1,93.8,122,36.5  /  126,34.6  /  118
,WHITE(W),F,72,77.4,109.1,135,39.8  /  138,37.6  /  131
,RED,F,72,70.8,99.1,120,36.2  /  123,34.6  /  117
Kwangju Country Club - Dongak-San + Seomjin-Gang,Dongak-San + Seomjin-Gang(BACK),M,72,73.3,98.6,137,36.6  /  138,36.7  /  135
,Dongak-San + Seomjin-Gang(REGULAR),M,72,71.7,96.2,132,35.8  /  135,35.9  /  129
,Dongak-San + Seomjin-Gang(REGULAR),F,72,77.5,111.1,143,38.7  /  143,38.8  /  142
,Dongak-San + Seomjin-Gang(LADY),F,72,69.4,98.1,122,34.4  /  123,35.0  /  120
Kwangju Country Club - Seol-San + Dongak-San,Seol-San + Dongak-San(BACK),M,72,73.2,98.7,138,36.6  /  137,36.6  /  138
,Seol-San + Dongak-San(REGULAR),M,72,71.5,96.0,132,35.7  /  129,35.8  /  135
,Seol-San + Dongak-San(REGULAR),F,72,77.4,111.2,143,38.7  /  143,38.7  /  143
,Seol-San + Dongak-San(LADY),F,72,69.6,98.5,123,35.2  /  122,34.4  /  123
Kwangju Country Club - Seomjin-Gang + Seol-San,Seomjin-Gang + Seol-San(BACK),M,72,73.3,98.5,136,36.7  /  135,36.6  /  137
,Seomjin-Gang + Seol-San(REGULAR),M,72,71.6,95.6,129,35.9  /  129,35.7  /  129
,Seomjin-Gang + Seol-San(REGULAR),F,72,77.5,111.1,143,38.8  /  142,38.7  /  143
,Seomjin-Gang + Seol-San(LADY),F,72,70.2,98.8,121,35.0  /  120,35.2  /  122
MUAN - EAST,BLUE,M,72,75.0,98.9,129,37.4  /  130,37.6  /  127
,WHITE,M,72,72.6,96.4,128,36.3  /  127,36.3  /  129
,YELLOW,M,72,70.2,93.5,126,35.0  /  125,35.2  /  126
,WHITE,F,72,78.4,110.4,136,39.0  /  133,39.4  /  138
,RED,F,72,72.3,100.7,121,35.6  /  116,36.7  /  125
MUAN - SOUTH,BLUE,M,73,72.9,96.8,129,37.5  /  133,35.4  /  124
,WHITE,M,72,71.6,95.4,128,36.8  /  133,34.8  /  123
,YELLOW,M,72,69.8,93.0,125,35.8  /  130,34.0  /  119
,WHITE,F,73,77.7,110.0,137,40.0  /  142,37.7  /  131
,RED,F,73,72.6,101.1,121,37.2  /  127,35.4  /  114
MUAN - WEST,BLUE,M,72,73.2,97.4,131,36.6  /  126,36.6  /  135
,WHITE,M,72,71.7,95.7,129,36.1  /  126,35.6  /  132
,YELLOW,M,71,68.2,90.9,123,34.8  /  122,33.4  /  123
,WHITE,F,73,77.4,110.2,139,39.0  /  138,38.4  /  140
,RED,F,72,71.2,100.2,123,35.8  /  122,35.4  /  124
Pinebeach - Beach+Oceano,REGULAR,M,72,72.9,97.8,134,36.5  /  132,36.4  /  136
,LADY,F,72,69.8,98.4,122,34.7  /  120,35.1  /  123
Pinebeach - Oceano+Pine,REGULAR,M,72,73.1,97.9,134,36.4  /  136,36.7  /  131
,LADY,F,72,70.2,98.7,121,35.1  /  123,35.1  /  119
Pinebeach - Pine+Beach,REGULAR,M,72,73.2,97.7,132,36.7  /  131,36.5  /  132
,LADY,F,72,69.8,97.9,120,35.1  /  119,34.7  /  120
