,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
"ALL, DAY GOLF & RESORT - LAKE+VALLEY",LAKE+VALLEY(BLUE),M,72,74.1,99.1,135,37.6  /  139,36.5  /  130
,LAKE+VALLEY(WHITE),M,72,71.3,95.4,130,36.0  /  136,35.3  /  124
,LAKE+VALLEY(YELLOW),M,72,68.0,90.0,119,34.4  /  126,33.6  /  111
,LAKE+VALLEY(RED),F,72,68.3,95.8,117,34.6  /  118,33.7  /  115
"ALL, DAY GOLF & RESORT - MOUNTAIN+LAKE",MOUNTAIN+LAKE(BLUE),M,72,75.3,101.0,139,37.7  /  138,37.6  /  139
,MOUNTAIN+LAKE(WHITE),M,72,72.2,97.2,135,36.2  /  133,36.0  /  136
,MOUNTAIN+LAKE(YELLOW),M,72,69.3,92.8,127,34.9  /  127,34.4  /  126
,MOUNTAIN+LAKE(RED),F,72,69.8,97.6,118,35.2  /  118,34.6  /  118
"ALL, DAY GOLF & RESORT - VALLEY+MOUNTAIN",VALLEY+MOUNTAIN(BLUE),M,72,74.2,99.1,134,36.5  /  130,37.7  /  138
,VALLEY+MOUNTAIN(WHITE),M,72,71.5,95.4,129,35.3  /  124,36.2  /  133
,VALLEY+MOUNTAIN(YELLOW),M,72,68.5,90.6,119,33.6  /  111,34.9  /  127
,VALLEY+MOUNTAIN(RED),F,72,68.9,96.4,117,33.7  /  115,35.2  /  118
CENTERIUM - ENGLAND+SCOTLAND,WHITE,M,72,69.4,93.2,128,34.6  /  126,34.8  /  130
,RED,F,72,70.2,98.9,122,35.4  /  124,34.8  /  120
CENTERIUM - SCOTLAND+WALES,WHITE,M,72,69.5,93.8,131,34.8  /  130,34.7  /  131
,RED,F,72,69.8,98.5,122,34.8  /  120,35.0  /  124
CENTERIUM - WALES+ENGLAND,WHITE,M,72,69.3,93.2,129,34.7  /  131,34.6  /  126
,RED,F,72,70.4,99.6,124,35.0  /  124,35.4  /  124
CHUNRYONG Country Club - Black D+Blue D,Black D+Blue D(Black),M,72,74.6,99.9,137,37.3  /  134,37.3  /  140
,Black D+Blue D(Blue),M,72,72.6,97.4,135,36.2  /  133,36.4  /  136
,Black D+Blue D(White),M,72,70.6,94.4,128,35.2  /  127,35.4  /  129
,Black D+Blue D(Red),F,72,72.5,101.8,125,35.8  /  118,36.7  /  131
CHUNRYONG Country Club - Blue D+Gold D,Blue D+Gold D(Black),M,72,73.6,98.6,135,37.3  /  139,36.3  /  130
,Blue D+Gold D(Blue),M,72,71.8,96.5,134,36.4  /  136,35.4  /  132
,Blue D+Gold D(White),M,72,69.7,93.2,127,35.4  /  129,34.3  /  124
,Blue D+Gold D(Red),F,72,72.1,101.3,124,36.7  /  131,35.4  /  117
CHUNRYONG Country Club - Gold D+Black D,Gold D+Black D(Black),M,72,73.6,98.1,132,36.3  /  130,37.3  /  133
,Gold D+Black D(Blue),M,72,71.6,96.1,132,35.4  /  131,36.2  /  132
,Gold D+Black D(White),M,72,69.5,92.8,126,34.3  /  124,35.2  /  127
,Gold D+Black D(Red),F,72,71.2,98.9,118,35.4  /  117,35.8  /  118
Dongchon CC - WEST+EAST,WHITE,M,72,70.4,95.2,134,35.5  /  135,34.9  /  132
,RED,F,72,70.0,99.6,126,35.8  /  125,34.2  /  126
GOLFZON COUNTY JINCHEON - LAKE+MOUNTAIN,BACK,M,72,74.5,100.0,138,37.3  /  138,37.2  /  137
,REGULAR,M,72,71.0,96.0,135,35.6  /  137,35.4  /  132
,LADY,F,72,73.2,103.6,129,36.9  /  129,36.3  /  129
GOLFZON COUNTY JINCHEON - MOUNTAIN+VALLEY,BACK,M,72,73.7,98.7,135,37.2  /  137,36.5  /  132
,REGULAR,M,72,70.2,94.3,130,35.4  /  132,34.8  /  127
,LADY,F,72,72.5,102.7,128,36.3  /  129,36.2  /  127
GOLFZON COUNTY JINCHEON - VALLEY+LAKE,BACK,M,72,73.8,98.9,135,36.5  /  132,37.3  /  138
,REGULAR,M,72,70.4,94.9,132,34.8  /  127,35.6  /  137
,LADY,F,72,73.1,103.3,128,36.2  /  127,36.9  /  129
GRAND COUNTRY CLUB - EAST+SOUTH,EAST+SOUTH(BLUE),M,72,72.5,97.3,133,36.2  /  133,36.3  /  133
,EAST+SOUTH(WHITE),M,72,70.5,94.2,128,35.3  /  128,35.2  /  127
,EAST+SOUTH(WHITE),F,73,75.9,106.6,131,38.1  /  135,37.8  /  126
,EAST+SOUTH(RED),F,72,72.0,100.7,122,35.7  /  126,36.3  /  118
GRAND COUNTRY CLUB - SOUTH+WEST,SOUTH+WEST(BLUE),M,72,72.6,97.6,135,36.3  /  133,36.3  /  136
,SOUTH+WEST(WHITE),M,72,70.5,94.3,128,35.2  /  127,35.3  /  129
,SOUTH+WEST(WHITE),F,73,75.8,107.0,133,37.8  /  126,38.0  /  139
,SOUTH+WEST(RED),F,72,72.1,101.3,124,36.3  /  118,35.8  /  130
GRAND COUNTRY CLUB - WEST+EAST,WEST+EAST(BLUE),M,72,72.5,97.5,135,36.3  /  136,36.2  /  133
,WEST+EAST(WHITE),M,72,70.6,94.5,129,35.3  /  129,35.3  /  128
,WEST+EAST(WHITE),F,72,76.1,108.4,137,38.0  /  139,38.1  /  135
,WEST+EAST(RED),F,72,71.5,101.6,128,35.8  /  130,35.7  /  126
GUNI CC - West+East,White,M,72,71.7,95.1,126,35.6  /  126,36.1  /  126
,Red,F,72,71.0,99.4,121,35.3  /  122,35.7  /  119
Hanmaek - H+M,REGULAR,M,72,69.2,89.8,111,34.2  /  111,35.0  /  111
,LADY,F,72,71.7,98.7,115,35.3  /  111,36.4  /  118
"IMPERIAL LAKE COUNTRY CLUB - Out,In",CHAMPION(2017),M,72,74.0,99.6,138,36.9  /  140,37.1  /  136
,REGULAR(2017),M,72,72.3,97.7,136,35.8  /  134,36.5  /  138
,LADIES(2017),F,72,71.7,101.0,124,35.1  /  121,36.6  /  127
Kosca - Happy+Love,WHITE,M,72,70.6,94.4,128,35.5  /  126,35.1  /  130
,RED,F,72,70.4,99.3,123,35.6  /  125,34.8  /  120
Kosca - Love+Share,WHITE,M,72,69.0,92.5,127,35.1  /  130,33.9  /  123
,RED,F,72,69.8,98.3,121,34.8  /  120,35.0  /  121
Kosca - Share+Happy,WHITE,M,72,69.4,92.5,125,33.9  /  123,35.5  /  126
