,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
"BlueOne Sangju - OUT,IN",Black,M,72,76.3,103.9,149,38.0  /  149,38.3  /  149
,Blue,M,72,74.1,100.8,144,36.9  /  143,37.2  /  144
,White,M,72,71.8,98.0,141,35.5  /  137,36.3  /  145
,Yellow,M,72,68.8,93.4,133,33.9  /  128,34.9  /  137
,WHITE(W),F,72,77.8,112.6,148,38.3  /  142,39.5  /  153
,Red,F,72,70.1,99.9,127,34.7  /  123,35.4  /  130
BLUEONE THE HONORS COUNTRY CLUB - Hills+Lake,Hills+Lake(Back 2017),M,72,75.3,101.2,140,37.7  /  141,37.6  /  138
,Hills+Lake(Blue 2017),M,72,73.0,98.7,139,36.6  /  140,36.4  /  137
,Hills+Lake(White 2017),M,72,70.3,94.6,131,35.3  /  135,35.0  /  127
,Hills+Lake(Gold 2017),M,72,68.8,92.6,128,34.5  /  130,34.3  /  126
,Hills+Lake(Lady 2017),F,72,71.8,101.0,124,35.8  /  120,36.0  /  127
BLUEONE THE HONORS COUNTRY CLUB - Lake+Valley,Lake+Valley(Back 2017),M,72,74.9,100.3,137,37.6  /  138,37.3  /  136
,Lake+Valley(Blue 2017),M,72,72.5,97.8,136,36.3  /  136,36.2  /  135
,Lake+Valley(White 2017),M,72,70.1,93.8,128,35.0  /  127,35.1  /  128
,Lake+Valley(Gold 2017),M,72,68.5,92.0,127,34.3  /  126,34.2  /  127
,Lake+Valley(Lady 2017),F,72,70.9,99.9,123,36.0  /  127,34.9  /  119
BLUEONE THE HONORS COUNTRY CLUB - Valley+Hills,Valley+Hills(Back 2017),M,72,75.0,100.7,139,37.3  /  136,37.7  /  141
,Valley+Hills(Blue 2017),M,72,72.9,98.5,138,36.3  /  136,36.6  /  140
,Valley+Hills(White 2017),M,72,70.4,94.8,132,35.1  /  128,35.3  /  135
,Valley+Hills(Gold 2017),M,72,68.7,92.6,129,34.2  /  127,34.5  /  130
,Valley+Hills(Lady 2017),F,72,70.7,98.9,120,34.9  /  119,35.8  /  120
"GOLFZON COUNTY SUNSAN - Out,In",BLUE,M,72,73.6,99.9,142,36.7  /  146,36.9  /  137
,WHITE,M,72,71.5,97.1,138,35.6  /  142,35.9  /  133
,RED,F,71,71.4,101.9,129,35.6  /  132,35.8  /  126
GUMI Country Club - Baegho+Cheonglyong,Baegho+Cheonglyong(Back),M,72,72.5,96.9,131,36.3  /  131,36.2  /  131
,Baegho+Cheonglyong(Front),M,72,70.5,94.1,127,35.2  /  125,35.3  /  129
,Baegho+Cheonglyong(Lady),F,70,69.3,97.0,118,34.4  /  110,34.9  /  125
GUMI Country Club - Cheonglyong+Geobug,Cheonglyong+Geobug(Back),M,72,73.1,97.7,132,36.2  /  131,36.9  /  133
,Cheonglyong+Geobug(Front),M,72,71.0,95.3,131,35.3  /  129,35.7  /  132
,Cheonglyong+Geobug(Lady),F,72,70.0,99.2,124,34.9  /  125,35.1  /  123
GUMI Country Club - Geobug+Baegho,Geobug+Baegho(Back),M,72,73.2,97.8,132,36.9  /  133,36.3  /  131
