,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
DAEGU COUNTY CLUB - CENTER+EAST,CENTER+EAST(BLUE),M,72,76.0,102.6,143,38.1  /  147,37.9  /  139
,CENTER+EAST(WHITE),M,72,74.0,100.3,142,36.9  /  144,37.1  /  139
,CENTER+EAST(WHITE),F,72,78.0,110.1,137,39.0  /  137,39.0  /  136
,CENTER+EAST(LADY),F,72,72.8,103.4,130,35.7  /  130,37.1  /  130
DAEGU COUNTY CLUB - EAST+WEST,EAST+WEST(BLUE),M,72,75.1,101.6,143,37.9  /  139,37.2  /  146
,EAST+WEST(WHITE),M,72,73.4,99.4,140,37.1  /  139,36.3  /  141
,EAST+WEST(WHITE),F,72,78.7,112.4,143,40.1  /  142,38.6  /  143
,EAST+WEST(LADY),F,72,73.0,103.9,131,37.1  /  130,35.9  /  132
DAEGU COUNTY CLUB - WEST+CENTER,WEST+CENTER(BLUE),M,72,75.3,102.6,147,37.2  /  146,38.1  /  147
,WEST+CENTER(WHITE),M,72,73.2,99.7,143,36.3  /  141,36.9  /  144
,WEST+CENTER(WHITE),F,72,78.2,112.2,144,38.6  /  143,39.6  /  145
,WEST+CENTER(LADY),F,72,71.6,102.5,131,35.9  /  132,35.7  /  130
