,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
BAEKJE COUNTRY CLUB - HANSUNG+WOONGJIN,HANSUNG+WOONGJIN(BLACK),M,72,73.9,98.2,131,36.6  /  138,37.3  /  124
,HANSUNG+WOONGJIN(BLUE),M,72,71.6,95.2,127,35.4  /  130,36.2  /  124
,HANSUNG+WOONGJIN(WHITE),M,72,69.5,91.9,121,34.4  /  122,35.1  /  119
,HANSUNG+WOONGJIN(RED),M,72,69.5,91.9,121,34.4  /  122,35.1  /  119
,HANSUNG+WOONGJIN(WHITE),F,72,75.4,106.5,132,37.2  /  137,38.2  /  127
,HANSUNG+WOONGJIN(YELLOW),F,72,72.5,102.2,126,35.7  /  131,36.8  /  121
,HANSUNG+WOONGJIN(RED),F,72,69.7,98.0,120,34.2  /  124,35.5  /  116
BAEKJE COUNTRY CLUB - SABI+HANSUNG,SABI+HANSUNG(BLACK),M,72,73.6,98.1,132,37.0  /  126,36.6  /  138
,SABI+HANSUNG(BLUE),M,72,71.2,94.6,126,35.8  /  122,35.4  /  130
,SABI+HANSUNG(WHITE),M,72,68.8,91.5,123,34.4  /  123,34.4  /  122
,SABI+HANSUNG(WHITE),F,72,74.3,105.0,131,37.1  /  124,37.2  /  137
,SABI+HANSUNG(YELLOW),F,72,71.1,100.2,124,35.4  /  116,35.7  /  131
,SABI+HANSUNG(RED),F,72,69.4,97.6,120,35.2  /  115,34.2  /  124
BAEKJE COUNTRY CLUB - WOONGJIN+SABI,WOONGJIN+SABI(BLACK),M,72,74.3,97.5,125,37.3  /  124,37.0  /  126
,WOONGJIN+SABI(BLUE),M,72,72.0,94.8,123,36.2  /  124,35.8  /  122
,WOONGJIN+SABI(WHITE),M,72,69.5,92.0,121,35.1  /  119,34.4  /  123
,WOONGJIN+SABI(RED),M,72,68.6,91.0,121,34.6  /  119,34.0  /  122
,WOONGJIN+SABI(WHITE),F,72,75.3,104.9,126,38.2  /  127,37.1  /  124
,WOONGJIN+SABI(YELLOW),F,72,73.6,102.2,121,36.8  /  121,36.8  /  121
,WOONGJIN+SABI(RED),F,72,70.7,98.0,116,35.5  /  116,35.2  /  115
