,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
HAPPINESS COUNTRY CLUB - HUMAN / HAPPY,BACK,M,72,74.8,100.7,140,36.6  /  139,38.2  /  140
,REGULAR,M,72,72.2,97.0,134,35.5  /  132,36.7  /  135
,LADY,F,72,70.7,101.2,129,34.8  /  126,35.9  /  132
HWASUN Country Club - AUTUMN+SPRING,AUTUMN+SPRING(CHAMPION),M,72,73.9,99.1,136,36.0  /  136,37.9  /  136
,AUTUMN+SPRING(REGULAR),M,72,70.6,94.7,130,34.6  /  128,36.0  /  131
,AUTUMN+SPRING(FRONT),M,72,69.0,92.7,128,33.8  /  125,35.2  /  130
,AUTUMN+SPRING(LADY),F,72,71.1,100.4,125,34.9  /  125,36.2  /  124
HWASUN Country Club - SPRING+SUMMER,SPRING+SUMMER(CHAMPION),M,72,74.6,99.5,134,37.9  /  136,36.7  /  132
,SPRING+SUMMER(REGULAR),M,72,70.9,94.8,129,36.0  /  131,34.9  /  126
,SPRING+SUMMER(FRONT),M,72,69.4,92.7,126,35.2  /  130,34.2  /  121
,Spring+Summer(WHITE),F,72,75.0,103.5,121,38.1  /  124,36.9  /  118
,SPRING+SUMMER(LADY),F,72,71.2,100.0,122,36.2  /  124,35.0  /  120
HWASUN Country Club - SUMMER+AUTUMN,SUMMER+AUTUMN(CHAMPION),M,72,72.7,97.6,134,36.7  /  132,36.0  /  136
,SUMMER+AUTUMN(REGULAR),M,72,69.5,93.1,127,34.9  /  126,34.6  /  128
,SUMMER+AUTUMN(FRONT),M,72,68.0,90.8,123,34.2  /  121,33.8  /  125
,SUMMER+AUTUMN(LADY),F,72,69.9,98.8,123,35.0  /  120,34.9  /  125
