,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Hauger GK,63H,M,72,75.3,100.6,137,36.7  /  135,38.6  /  138
,59H,M,72,73.1,97.6,132,35.6  /  130,37.5  /  133
,54H,M,72,70.8,94.5,128,34.8  /  128,36.0  /  127
,49H,M,72,67.8,90.8,124,33.0  /  124,34.8  /  124
,47H,M,72,66.7,89.1,121,32.2  /  119,34.5  /  122
,63D,F,72,80.7,115.5,148,39.2  /  141,41.5  /  154
,59D,F,72,77.9,111.5,143,37.8  /  136,40.1  /  149
,54D,F,72,75.3,107.5,137,37.0  /  131,38.3  /  142
,49D,F,72,71.9,102.4,130,35.0  /  123,36.9  /  136
,47D,F,72,70.5,100.3,127,34.0  /  120,36.5  /  133
Lommedalen GK - Lommedalen GK (gyldig t.o.m. 2031),Gul-H,M,67,64.3,87.0,122,32.5  /  129,31.8  /  115
,Rød-H,M,67,62.4,83.5,114,31.7  /  119,30.7  /  108
,Gul-D,F,67,67.8,97.0,124,34.5  /  126,33.3  /  122
,Rød-D,F,67,64.4,91.7,116,33.0  /  120,31.4  /  112
Nordhaug golfklubb - Gyldig t.o.m. 2025,Hvit,M,58,57.2,73.4,87,28.6  /  87,28.6  /  87
,Gul,M,56,54.8,70.8,86,27.4  /  86,27.4  /  86
,Hvit,F,58,58.8,80.2,91,29.4  /  91,29.4  /  91
,Gul,F,56,56.0,76.6,87,28.0  /  87,28.0  /  87
