,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Arusha Gymkhana Golf Club,White,M,72,69.9,93.8,129,35.2  /  130,34.7  /  127
,Red,M,72,66.9,89.1,119,33.8  /  119,33.1  /  119
,White (w),F,72,76.3,108.2,135,38.6  /  137,37.7  /  133
,Red (w),F,72,72.7,102.1,125,36.8  /  129,35.9  /  120
Kilimanjaro Golf Estate,Yellow,M,72,74.5,99.5,135,37.5  /  132,37.0  /  137
,White,M,72,72.1,96.3,131,36.0  /  124,36.1  /  137
,Blue,M,72,70.4,94.1,128,35.4  /  119,35.0  /  136
,Red,M,71,67.7,90.3,122,33.9  /  117,33.8  /  126
,White (w),F,72,79.4,113.9,146,39.8  /  142,39.6  /  150
,Blue (w),F,72,76.4,110.0,143,38.3  /  137,38.1  /  148
,Red (w),F,72,73.4,105.1,134,36.7  /  131,36.7  /  137
