,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4D,4,3,4,5,36
1,バック,605,382,213,390,438,383,185,388,555,3539
2,レギュラー,515,361,161,351,415,365,163,355,525,3211
3,フロント,492,337,133,333,390,346,144,333,501,3009
4,レディース,441,315,118,316,333,325,120,291,400,2659
5,Hdcp,3,9,15,7,1,13,17,11,5,­
